IPEDSID,Year,Ranking
228778,2023,38
240444,2023,42
231624,2023,38
164988,2023,42
145637,2023,47
139755,2023,38
165015,2023,42
201645,2023,42
160755,2023,42
167358,2023,49
139959,2023,48
204796,2023,49
213543,2023,49
243780,2023,49
216597,2023,49
194824,2023,55
121150,2023,49
134097,2023,55
122931,2023,55
135726,2023,55
163286,2023,59
236948,2023,59
186380,2023,63
196413,2023,59
215293,2023,59
131469,2023,63
174066,2023,68
233921,2023,75
129020,2023,63
168421,2023,63
228723,2023,68
166629,2023,68
197708,2023,68
191241,2023,68
151351,2023,68
228246,2023,68
131159,2023,79
199193,2023,79
214777,2023,63
223232,2023,75
217882,2023,75
117946,2023,75
171100,2023,83
196097,2023,93
235316,2023,79
196079,2023,83
239105,2023,83
186867,2023,83
153658,2023,83
110714,2023,103
230038,2023,79
126775,2023,83
198516,2023,83
131520,2023,83
228875,2023,83
110671,2023,83
196088,2023,93
130943,2023,93
445188,2023,93
122436,2023,93
100858,2023,99
126614,2023,99
165334,2023,103
185828,2023,103
145600,2023,103
137351,2023,103
127060,2023,93
209551,2023,99
230764,2023,99
212054,2023,103
204024,2023,103
179159,2023,103
104179,2023,103
122612,2023,103
195003,2023,117
196103,2023,117
181002,2023,103
146719,2023,103
221759,2023,103
218663,2023,117
186399,2023,127
129242,2023,>150
216339,2023,103
104151,2023,117
111948,2023,117
231174,2023,117
155317,2023,122
178396,2023,122
145725,2023,122
153603,2023,122
190044,2023,127
131450,2023,127
202480,2023,127
207500,2023,127
193654,2023,136
102049,2023,136
186371,2023,148
216366,2023,148
144740,2023,127
236595,2023,127
186584,2023,127
157085,2023,127
153269,2023,136
183044,2023,136
174914,2023,136
207971,2023,136
232186,2023,148
100751,2023,148
100663,2023,148
132903,2023,148
110583,2023,>150
163268,2023,>150
131283,2023,136
167783,2023,136
117140,2023,136
181464,2023,136
228787,2023,136
120883,2023,136
126818,2023,148
190567,2023,148
212106,2023,148
171128,2023,148
130226,2023,148
122409,2023,148
201885,2023,148
176017,2023,148
204857,2023,>150
106397,2023,>150
236939,2023,>150
186131,2022,1
166683,2022,4
166027,2022,2
130794,2022,4
243744,2022,6
144050,2022,6
215062,2022,8
162928,2022,9
110404,2022,9
198419,2022,12
147767,2022,9
182670,2022,13
217156,2022,14
221999,2022,14
179867,2022,16
227757,2022,16
190415,2022,18
190150,2022,3
152080,2022,19
110662,2022,20
110635,2022,22
139658,2022,21
131496,2022,23
211440,2022,26
170976,2022,24
234076,2022,26
123961,2022,24
193900,2022,30
134130,2022,30
199120,2022,28
199847,2022,28
168148,2022,30
110705,2022,30
110680,2022,35
110653,2022,35
195030,2022,34
164924,2022,35
110644,2022,39
228778,2022,42
240444,2022,42
231624,2022,39
164988,2022,42
145637,2022,47
139755,2022,35
165015,2022,42
201645,2022,42
160755,2022,41
167358,2022,49
139959,2022,47
204796,2022,>150
213543,2022,49
243780,2022,>150
216597,2022,>150
194824,2022,>150
121150,2022,49
134097,2022,>150
122931,2022,>150
135726,2022,49
163286,2022,>150
236948,2022,>150
186380,2022,>150
196413,2022,>150
215293,2022,>150
131469,2022,>150
174066,2022,>150
233921,2022,>150
129020,2022,>150
168421,2022,>150
228723,2022,>150
166629,2022,>150
197708,2022,>150
191241,2022,>150
151351,2022,>150
228246,2022,>150
131159,2022,>150
199193,2022,>150
214777,2022,>150
223232,2022,>150
217882,2022,>150
117946,2022,>150
171100,2022,>150
196097,2022,>150
235316,2022,>150
196079,2022,>150
239105,2022,>150
186867,2022,>150
153658,2022,>150
110714,2022,>150
230038,2022,>150
126775,2022,>150
198516,2022,>150
131520,2022,>150
228875,2022,>150
110671,2022,>150
196088,2022,>150
130943,2022,>150
445188,2022,>150
122436,2022,>150
100858,2022,>150
126614,2022,>150
165334,2022,>150
185828,2022,>150
145600,2022,>150
137351,2022,>150
127060,2022,>150
209551,2022,>150
230764,2022,>150
212054,2022,>150
204024,2022,>150
179159,2022,>150
104179,2022,>150
122612,2022,>150
195003,2022,>150
196103,2022,>150
181002,2022,>150
146719,2022,>150
221759,2022,>150
218663,2022,>150
186399,2022,>150
129242,2022,>150
216339,2022,>150
104151,2022,>150
111948,2022,>150
231174,2022,>150
155317,2022,>150
178396,2022,>150
145725,2022,>150
153603,2022,>150
190044,2022,>150
131450,2022,>150
202480,2022,>150
207500,2022,>150
193654,2022,>150
102049,2022,>150
186371,2022,>150
216366,2022,>150
144740,2022,>150
236595,2022,>150
186584,2022,>150
157085,2022,>150
153269,2022,>150
183044,2022,>150
174914,2022,>150
207971,2022,>150
232186,2022,>150
100751,2022,>150
100663,2022,>150
132903,2022,>150
110583,2022,>150
163268,2022,>150
131283,2022,>150
167783,2022,>150
117140,2022,>150
181464,2022,>150
228787,2022,>150
120883,2022,>150
126818,2022,>150
190567,2022,>150
212106,2022,>150
171128,2022,>150
130226,2022,>150
122409,2022,>150
201885,2022,>150
176017,2022,>150
204857,2022,>150
106397,2022,>150
236939,2022,>150
186131,2021,1
166683,2021,3
166027,2021,2
130794,2021,3
243744,2021,6
144050,2021,6
215062,2021,6
162928,2021,10
110404,2021,12
198419,2021,10
147767,2021,9
182670,2021,12
217156,2021,14
221999,2021,17
179867,2021,19
227757,2021,17
190415,2021,17
190150,2021,3
152080,2021,15
110662,2021,20
110635,2021,22
139658,2021,21
131496,2021,24
211440,2021,25
170976,2021,25
234076,2021,28
123961,2021,22
193900,2021,29
134130,2021,34
199120,2021,29
199847,2021,27
168148,2021,29
110705,2021,34
110680,2021,37
110653,2021,36
195030,2021,29
164924,2021,37
110644,2021,39
228778,2021,48
240444,2021,46
231624,2021,40
164988,2021,40
145637,2021,48
139755,2021,29
165015,2021,40
201645,2021,40
160755,2021,40
167358,2021,40
139959,2021,50
204796,2021,54
213543,2021,50
243780,2021,57
216597,2021,46
194824,2021,50
121150,2021,50
134097,2021,57
122931,2021,>150
135726,2021,57
163286,2021,64
236948,2021,62
186380,2021,62
196413,2021,54
215293,2021,57
131469,2021,70
174066,2021,70
233921,2021,74
129020,2021,>150
168421,2021,64
228723,2021,70
166629,2021,64
197708,2021,97
191241,2021,74
151351,2021,79
228246,2021,64
131159,2021,77
199193,2021,84
214777,2021,57
223232,2021,79
217882,2021,70
117946,2021,>150
171100,2021,84
196097,2021,91
235316,2021,>150
196079,2021,79
239105,2021,84
186867,2021,74
153658,2021,84
110714,2021,84
230038,2021,77
126775,2021,84
198516,2021,>150
131520,2021,104
228875,2021,97
110671,2021,91
196088,2021,79
130943,2021,91
445188,2021,>150
122436,2021,91
100858,2021,107
126614,2021,104
165334,2021,91
185828,2021,>150
145600,2021,>150
137351,2021,>150
127060,2021,97
209551,2021,104
230764,2021,>150
212054,2021,97
204024,2021,91
179159,2021,97
104179,2021,117
122612,2021,>150
195003,2021,>150
196103,2021,>150
181002,2021,>150
146719,2021,104
221759,2021,104
218663,2021,104
186399,2021,>150
129242,2021,>150
216339,2021,>150
104151,2021,117
111948,2021,>150
231174,2021,121
155317,2021,130
178396,2021,139
145725,2021,117
153603,2021,121
190044,2021,117
131450,2021,>150
202480,2021,132
207500,2021,132
193654,2021,>150
102049,2021,>150
186371,2021,>150
216366,2021,>150
144740,2021,>150
236595,2021,>150
186584,2021,>150
157085,2021,132
153269,2021,>150
183044,2021,125
174914,2021,>150
207971,2021,121
232186,2021,>150
100751,2021,153
100663,2021,>150
132903,2021,>150
110583,2021,>150
163268,2021,>150
131283,2021,139
167783,2021,>150
117140,2021,>150
181464,2021,139
228787,2021,>150
120883,2021,125
126818,2021,166
190567,2021,>150
212106,2021,>150
171128,2021,147
130226,2021,>150
122409,2021,>150
201885,2021,>150
176017,2021,>150
204857,2021,>150
106397,2021,153
236939,2021,>150
186131,2020,1
166683,2020,3
166027,2020,2
130794,2020,3
243744,2020,7
144050,2020,3
215062,2020,8
162928,2020,10
110404,2020,12
198419,2020,8
147767,2020,10
182670,2020,12
217156,2020,14
221999,2020,14
179867,2020,19
227757,2020,16
190415,2020,16
190150,2020,3
152080,2020,18
110662,2020,19
110635,2020,22
139658,2020,22
131496,2020,22
211440,2020,25
170976,2020,27
234076,2020,25
123961,2020,22
193900,2020,30
134130,2020,35
199120,2020,30
199847,2020,27
168148,2020,27
110705,2020,30
110680,2020,41
110653,2020,33
195030,2020,33
164924,2020,38
110644,2020,38
228778,2020,49
240444,2020,49
231624,2020,38
164988,2020,42
145637,2020,46
139755,2020,35
165015,2020,35
201645,2020,42
160755,2020,44
167358,2020,44
139959,2020,46
204796,2020,56
213543,2020,53
243780,2020,56
216597,2020,49
194824,2020,49
121150,2020,46
134097,2020,70
122931,2020,>150
135726,2020,53
163286,2020,63
236948,2020,59
186380,2020,56
196413,2020,53
215293,2020,70
131469,2020,63
174066,2020,76
233921,2020,76
129020,2020,>150
168421,2020,59
228723,2020,66
166629,2020,70
197708,2020,80
191241,2020,70
151351,2020,89
228246,2020,63
131159,2020,78
199193,2020,80
214777,2020,59
223232,2020,78
217882,2020,66
117946,2020,>150
171100,2020,85
196097,2020,80
235316,2020,>150
196079,2020,80
239105,2020,89
186867,2020,70
153658,2020,89
110714,2020,70
230038,2020,63
126775,2020,80
198516,2020,>150
131520,2020,89
228875,2020,80
110671,2020,85
196088,2020,89
130943,2020,89
445188,2020,>150
122436,2020,85
100858,2020,115
126614,2020,96
165334,2020,66
185828,2020,>150
145600,2020,>150
137351,2020,>150
127060,2020,96
209551,2020,102
230764,2020,>150
212054,2020,102
204024,2020,89
179159,2020,106
104179,2020,106
122612,2020,>150
195003,2020,>150
196103,2020,>150
181002,2020,>150
146719,2020,89
221759,2020,115
218663,2020,106
186399,2020,>150
129242,2020,>150
216339,2020,>150
104151,2020,115
111948,2020,>150
231174,2020,96
155317,2020,129
178396,2020,129
145725,2020,96
153603,2020,119
190044,2020,102
131450,2020,>150
202480,2020,127
207500,2020,124
193654,2020,>150
102049,2020,>150
186371,2020,>150
216366,2020,>150
144740,2020,>150
236595,2020,>150
186584,2020,>150
157085,2020,147
153269,2020,>150
183044,2020,106
174914,2020,>150
207971,2020,106
232186,2020,>150
100751,2020,129
100663,2020,>150
132903,2020,>150
110583,2020,>150
163268,2020,>150
131283,2020,129
167783,2020,>150
117140,2020,>150
181464,2020,129
228787,2020,>150
120883,2020,106
126818,2020,140
190567,2020,>150
212106,2020,>150
171128,2020,136
130226,2020,>150
122409,2020,>150
201885,2020,>150
176017,2020,>150
204857,2020,>150
106397,2020,147
236939,2020,>150
186131,2019,1
166683,2019,5
166027,2019,2
130794,2019,3
243744,2019,5
144050,2019,3
215062,2019,8
162928,2019,11
110404,2019,10
198419,2019,9
147767,2019,11
182670,2019,11
217156,2019,14
221999,2019,14
179867,2019,18
227757,2019,14
190415,2019,14
190150,2019,5
152080,2019,18
110662,2019,21
110635,2019,21
139658,2019,21
131496,2019,20
211440,2019,25
170976,2019,28
234076,2019,25
123961,2019,21
193900,2019,30
134130,2019,42
199120,2019,30
199847,2019,27
168148,2019,29
110705,2019,37
110680,2019,42
110653,2019,42
195030,2019,34
164924,2019,32
110644,2019,46
228778,2019,56
240444,2019,46
231624,2019,32
164988,2019,37
145637,2019,52
139755,2019,34
165015,2019,34
201645,2019,37
160755,2019,40
167358,2019,40
139959,2019,54
204796,2019,54
213543,2019,46
243780,2019,56
216597,2019,49
194824,2019,42
121150,2019,46
134097,2019,81
122931,2019,>150
135726,2019,46
163286,2019,61
236948,2019,56
186380,2019,69
196413,2019,61
215293,2019,68
131469,2019,56
174066,2019,69
233921,2019,69
129020,2019,>150
168421,2019,61
228723,2019,69
166629,2019,75
197708,2019,94
191241,2019,61
151351,2019,90
228246,2019,61
131159,2019,69
199193,2019,81
214777,2019,52
223232,2019,75
217882,2019,67
117946,2019,>150
171100,2019,81
196097,2019,97
235316,2019,>150
196079,2019,87
239105,2019,90
186867,2019,69
153658,2019,78
110714,2019,81
230038,2019,61
126775,2019,75
198516,2019,>150
131520,2019,110
228875,2019,78
110671,2019,124
196088,2019,97
130943,2019,81
445188,2019,>150
122436,2019,90
100858,2019,103
126614,2019,90
165334,2019,81
185828,2019,>150
145600,2019,>150
137351,2019,>150
127060,2019,87
209551,2019,103
230764,2019,>150
212054,2019,94
204024,2019,78
179159,2019,94
104179,2019,124
122612,2019,>150
195003,2019,>150
196103,2019,>150
181002,2019,>150
146719,2019,103
221759,2019,103
218663,2019,103
186399,2019,>150
129242,2019,>150
216339,2019,>150
104151,2019,115
111948,2019,>150
231174,2019,97
155317,2019,115
178396,2019,120
145725,2019,103
153603,2019,115
190044,2019,124
131450,2019,>150
202480,2019,124
207500,2019,97
193654,2019,>150
102049,2019,>150
186371,2019,>150
216366,2019,>150
144740,2019,>150
236595,2019,>150
186584,2019,>150
157085,2019,133
153269,2019,>150
183044,2019,103
174914,2019,>150
207971,2019,87
232186,2019,>150
100751,2019,110
100663,2019,>150
132903,2019,>150
110583,2019,>150
163268,2019,>150
131283,2019,120
167783,2019,>150
117140,2019,>150
181464,2019,124
228787,2019,>150
120883,2019,110
126818,2019,124
190567,2019,>150
212106,2019,>150
171128,2019,124
130226,2019,>150
122409,2019,>150
201885,2019,>150
176017,2019,>150
204857,2019,>150
106397,2019,133
236939,2019,>150
186131,2018,1
166683,2018,7
166027,2018,2
130794,2018,3
243744,2018,5
144050,2018,3
215062,2018,8
162928,2018,10
110404,2018,12
198419,2018,8
147767,2018,12
182670,2018,11
217156,2018,14
221999,2018,15
179867,2018,19
227757,2018,15
190415,2018,15
190150,2018,5
152080,2018,15
110662,2018,24
110635,2018,20
139658,2018,20
131496,2018,20
211440,2018,24
170976,2018,27
234076,2018,24
123961,2018,23
193900,2018,36
134130,2018,50
199120,2018,30
199847,2018,27
168148,2018,27
110705,2018,37
110680,2018,44
110653,2018,39
195030,2018,32
164924,2018,31
110644,2018,44
228778,2018,56
240444,2018,44
231624,2018,32
164988,2018,39
145637,2018,44
139755,2018,34
165015,2018,34
201645,2018,37
160755,2018,39
167358,2018,39
139959,2018,56
204796,2018,54
213543,2018,44
243780,2018,60
216597,2018,46
194824,2018,39
121150,2018,50
134097,2018,92
122931,2018,>150
135726,2018,44
163286,2018,60
236948,2018,54
186380,2018,70
196413,2018,60
215293,2018,68
131469,2018,56
174066,2018,71
233921,2018,74
129020,2018,>150
168421,2018,60
228723,2018,74
166629,2018,74
197708,2018,66
191241,2018,60
151351,2018,86
228246,2018,56
131159,2018,71
199193,2018,92
214777,2018,50
223232,2018,71
217882,2018,66
117946,2018,>150
171100,2018,82
196097,2018,96
235316,2018,>150
196079,2018,86
239105,2018,86
186867,2018,71
153658,2018,82
110714,2018,79
230038,2018,68
126775,2018,82
198516,2018,>150
131520,2018,124
228875,2018,82
110671,2018,118
196088,2018,99
130943,2018,79
445188,2018,>150
122436,2018,86
100858,2018,99
126614,2018,92
165334,2018,74
185828,2018,>150
145600,2018,>150
137351,2018,>150
127060,2018,86
209551,2018,103
230764,2018,>150
212054,2018,96
204024,2018,79
179159,2018,96
104179,2018,124
122612,2018,>150
195003,2018,>150
196103,2018,>150
181002,2018,>150
146719,2018,99
221759,2018,103
218663,2018,107
186399,2018,>150
129242,2018,>150
216339,2018,>150
104151,2018,129
111948,2018,>150
231174,2018,92
155317,2018,118
178396,2018,111
145725,2018,103
153603,2018,111
190044,2018,129
131450,2018,>150
202480,2018,111
207500,2018,111
193654,2018,>150
102049,2018,>150
186371,2018,>150
216366,2018,>150
144740,2018,>150
236595,2018,>150
186584,2018,>150
157085,2018,133
153269,2018,>150
183044,2018,107
174914,2018,>150
207971,2018,86
232186,2018,>150
100751,2018,103
100663,2018,>150
132903,2018,>150
110583,2018,>150
163268,2018,>150
131283,2018,124
167783,2018,>150
117140,2018,>150
181464,2018,111
228787,2018,>150
120883,2018,111
126818,2018,129
190567,2018,>150
212106,2018,>150
171128,2018,118
130226,2018,>150
122409,2018,>150
201885,2018,>150
176017,2018,>150
204857,2018,>150
106397,2018,135
236939,2018,>150
186131,2017,1
166683,2017,7
166027,2017,2
130794,2017,3
243744,2017,4
144050,2017,4
215062,2017,9
162928,2017,10
110404,2017,10
198419,2017,8
147767,2017,12
182670,2017,12
217156,2017,14
221999,2017,15
179867,2017,15
227757,2017,18
190415,2017,15
190150,2017,4
152080,2017,18
110662,2017,23
110635,2017,20
139658,2017,21
131496,2017,21
211440,2017,23
170976,2017,29
234076,2017,26
123961,2017,23
193900,2017,32
134130,2017,47
199120,2017,30
199847,2017,27
168148,2017,27
110705,2017,37
110680,2017,39
110653,2017,39
195030,2017,33
164924,2017,30
110644,2017,41
228778,2017,52
240444,2017,41
231624,2017,34
164988,2017,41
145637,2017,41
139755,2017,36
165015,2017,34
201645,2017,37
160755,2017,41
167358,2017,47
139959,2017,61
204796,2017,52
213543,2017,47
243780,2017,61
216597,2017,50
194824,2017,41
121150,2017,52
134097,2017,96
122931,2017,>150
135726,2017,51
163286,2017,57
236948,2017,52
186380,2017,72
196413,2017,61
215293,2017,66
131469,2017,57
174066,2017,69
233921,2017,70
129020,2017,>150
168421,2017,57
228723,2017,70
166629,2017,75
197708,2017,52
191241,2017,66
151351,2017,75
228246,2017,61
131159,2017,72
199193,2017,89
214777,2017,47
223232,2017,72
217882,2017,61
117946,2017,>150
171100,2017,75
196097,2017,89
235316,2017,>150
196079,2017,89
239105,2017,86
186867,2017,75
153658,2017,82
110714,2017,82
230038,2017,66
126775,2017,75
198516,2017,>150
131520,2017,135
228875,2017,82
110671,2017,121
196088,2017,99
130943,2017,75
445188,2017,>150
122436,2017,89
100858,2017,102
126614,2017,89
165334,2017,75
185828,2017,>150
145600,2017,>150
137351,2017,>150
127060,2017,86
209551,2017,103
230764,2017,>150
212054,2017,99
204024,2017,82
179159,2017,96
104179,2017,121
122612,2017,>150
195003,2017,>150
196103,2017,>150
181002,2017,>150
146719,2017,99
221759,2017,103
218663,2017,108
186399,2017,>150
129242,2017,>150
216339,2017,>150
104151,2017,129
111948,2017,>150
231174,2017,89
155317,2017,115
178396,2017,103
145725,2017,108
153603,2017,108
190044,2017,115
131450,2017,>150
202480,2017,108
207500,2017,108
193654,2017,>150
102049,2017,>150
186371,2017,>150
216366,2017,>150
144740,2017,>150
236595,2017,>150
186584,2017,>150
157085,2017,129
153269,2017,>150
183044,2017,103
174914,2017,>150
207971,2017,86
232186,2017,>150
100751,2017,96
100663,2017,>150
132903,2017,>150
110583,2017,>150
163268,2017,>150
131283,2017,123
167783,2017,>150
117140,2017,>150
181464,2017,103
228787,2017,>150
120883,2017,108
126818,2017,127
190567,2017,>150
212106,2017,>150
171128,2017,123
130226,2017,>150
122409,2017,>150
201885,2017,>150
176017,2017,>150
204857,2017,>150
106397,2017,129
236939,2017,>150
186131,2016,1
166683,2016,7
166027,2016,2
130794,2016,3
243744,2016,4
144050,2016,4
215062,2016,8
162928,2016,12
110404,2016,10
198419,2016,8
147767,2016,13
182670,2016,11
217156,2016,16
221999,2016,16
179867,2016,14
227757,2016,19
190415,2016,15
190150,2016,4
152080,2016,16
110662,2016,23
110635,2016,20
139658,2016,21
131496,2016,21
211440,2016,25
170976,2016,29
234076,2016,23
123961,2016,25
193900,2016,32
134130,2016,48
199120,2016,30
199847,2016,27
168148,2016,27
110705,2016,40
110680,2016,37
110653,2016,42
195030,2016,33
164924,2016,31
110644,2016,38
228778,2016,53
240444,2016,47
231624,2016,33
164988,2016,42
145637,2016,42
139755,2016,36
165015,2016,35
201645,2016,38
160755,2016,54
167358,2016,42
139959,2016,62
204796,2016,54
213543,2016,40
243780,2016,62
216597,2016,>150
194824,2016,42
121150,2016,54
134097,2016,95
122931,2016,>150
135726,2016,48
163286,2016,62
236948,2016,48
186380,2016,70
196413,2016,58
215293,2016,62
131469,2016,54
174066,2016,71
233921,2016,71
129020,2016,58
168421,2016,68
228723,2016,68
166629,2016,76
197708,2016,48
191241,2016,58
151351,2016,76
228246,2016,58
131159,2016,71
199193,2016,95
214777,2016,48
223232,2016,71
217882,2016,62
117946,2016,>150
171100,2016,85
196097,2016,88
235316,2016,>150
196079,2016,88
239105,2016,76
186867,2016,76
153658,2016,71
110714,2016,85
230038,2016,62
126775,2016,88
198516,2016,>150
131520,2016,145
228875,2016,76
110671,2016,113
196088,2016,103
130943,2016,76
445188,2016,>150
122436,2016,95
100858,2016,103
126614,2016,88
165334,2016,76
185828,2016,>150
145600,2016,>150
137351,2016,>150
127060,2016,88
209551,2016,106
230764,2016,>150
212054,2016,95
204024,2016,76
179159,2016,99
104179,2016,121
122612,2016,>150
195003,2016,>150
196103,2016,>150
181002,2016,>150
146719,2016,106
221759,2016,106
218663,2016,113
186399,2016,>150
129242,2016,>150
216339,2016,>150
104151,2016,129
111948,2016,>150
231174,2016,85
155317,2016,106
178396,2016,99
145725,2016,116
153603,2016,106
190044,2016,121
131450,2016,>150
202480,2016,103
207500,2016,106
193654,2016,>150
102049,2016,>150
186371,2016,>150
216366,2016,>150
144740,2016,>150
236595,2016,>150
186584,2016,>150
157085,2016,129
153269,2016,>150
183044,2016,99
174914,2016,>150
207971,2016,88
232186,2016,>150
100751,2016,88
100663,2016,>150
132903,2016,>150
110583,2016,>150
163268,2016,>150
131283,2016,116
167783,2016,>150
117140,2016,>150
181464,2016,99
228787,2016,>150
120883,2016,116
126818,2016,121
190567,2016,>150
212106,2016,>150
171128,2016,116
130226,2016,>150
122409,2016,>150
201885,2016,>150
176017,2016,>150
204857,2016,129
106397,2016,135
236939,2016,138
186131,2015,1
166683,2015,7
166027,2015,2
130794,2015,3
243744,2015,5
144050,2015,5
215062,2015,7
162928,2015,12
110404,2015,10
198419,2015,7
147767,2015,12
182670,2015,10
217156,2015,14
221999,2015,17
179867,2015,14
227757,2015,18
190415,2015,16
190150,2015,4
152080,2015,18
110662,2015,23
110635,2015,20
139658,2015,20
131496,2015,20
211440,2015,23
170976,2015,28
234076,2015,23
123961,2015,23
193900,2015,32
134130,2015,49
199120,2015,30
199847,2015,23
168148,2015,28
110705,2015,41
110680,2015,39
110653,2015,49
195030,2015,32
164924,2015,31
110644,2015,39
228778,2015,52
240444,2015,41
231624,2015,32
164988,2015,41
145637,2015,41
139755,2015,36
165015,2015,32
201645,2015,37
160755,2015,52
167358,2015,49
139959,2015,60
204796,2015,52
213543,2015,41
243780,2015,68
216597,2015,>150
194824,2015,41
121150,2015,57
134097,2015,91
122931,2015,>150
135726,2015,47
163286,2015,62
236948,2015,52
186380,2015,69
196413,2015,62
215293,2015,62
131469,2015,52
174066,2015,69
233921,2015,69
129020,2015,57
168421,2015,62
228723,2015,69
166629,2015,91
197708,2015,47
191241,2015,57
151351,2015,75
228246,2015,60
131159,2015,75
199193,2015,101
214777,2015,37
223232,2015,75
217882,2015,62
117946,2015,>150
171100,2015,73
196097,2015,82
235316,2015,>150
196079,2015,97
239105,2015,75
186867,2015,82
153658,2015,73
110714,2015,86
230038,2015,62
126775,2015,91
198516,2015,>150
131520,2015,142
228875,2015,82
110671,2015,112
196088,2015,109
130943,2015,75
445188,2015,>150
122436,2015,91
100858,2015,91
126614,2015,86
165334,2015,75
185828,2015,>150
145600,2015,>150
137351,2015,>150
127060,2015,91
209551,2015,109
230764,2015,>150
212054,2015,97
204024,2015,75
179159,2015,101
104179,2015,119
122612,2015,>150
195003,2015,>150
196103,2015,>150
181002,2015,>150
146719,2015,101
221759,2015,101
218663,2015,112
186399,2015,>150
129242,2015,>150
216339,2015,>150
104151,2015,142
111948,2015,>150
231174,2015,82
155317,2015,101
178396,2015,97
145725,2015,109
153603,2015,101
190044,2015,121
131450,2015,>150
202480,2015,112
207500,2015,101
193654,2015,>150
102049,2015,>150
186371,2015,>150
216366,2015,>150
144740,2015,>150
236595,2015,>150
186584,2015,>150
157085,2015,119
153269,2015,>150
183044,2015,97
174914,2015,>150
207971,2015,86
232186,2015,>150
100751,2015,86
100663,2015,>150
132903,2015,>150
110583,2015,>150
163268,2015,>150
131283,2015,121
167783,2015,>150
117140,2015,>150
181464,2015,101
228787,2015,>150
120883,2015,112
126818,2015,121
190567,2015,>150
212106,2015,>150
171128,2015,117
130226,2015,>150
122409,2015,>150
201885,2015,>150
176017,2015,>150
204857,2015,135
106397,2015,128
236939,2015,128
186131,2014,1
166683,2014,6
166027,2014,1
130794,2014,3
243744,2014,6
144050,2014,4
215062,2014,8
162928,2014,13
110404,2014,10
198419,2014,8
147767,2014,12
182670,2014,10
217156,2014,15
221999,2014,17
179867,2014,14
227757,2014,17
190415,2014,15
190150,2014,4
152080,2014,17
110662,2014,24
110635,2014,21
