IPEDSID,Year,Ranking
213251,2021,84
163912,2021,80
167996,2021,113
216524,2021,84
168281,2021,84
143084,2021,96
174747,2021,96
232256,2021,102
209056,2021,76
174792,2021,102
216667,2021,96
153162,2021,76
152390,2021,96
150756,2021,102
107080,2021,93
232308,2021,102
170301,2021,112
157818,2021,84
222983,2021,102
153834,2021,102
233295,2021,102
125763,2021,102
100937,2021,130
184348,2021,113
162654,2021,120
213668,2021,120
204909,2021,93
183239,2021,102
239716,2021,130
216278,2021,113
231059,2021,120
209065,2021,120
233426,2021,130
215798,2021,140
140553,2021,155
218539,2021,127
233301,2021,140
199607,2021,140
216807,2021,120
125727,2021,113
133492,2021,136
191676,2021,127
145691,2021,140
198950,2021,136
147341,2021,127
168546,2021,130
175980,2021,113
239628,2021,120
174251,2021,140
199111,2021,140
153144,2021,130
150604,2021,136
191533,2021,149
153108,2021,140
173300,2021,130
139393,2021,140
206525,2021,153
165936,2021,155
158477,2021,155
156745,2021,T2 (171-221)
198613,2021,155
154350,2021,149
233718,2021,162
199865,2021,162
154527,2021,162
197230,2021,136
179946,2021,155
168342,2020,1
164465,2020,2
121345,2020,5
216287,2020,3
168218,2020,3
161004,2020,6
173258,2020,7
164155,2020,17
112260,2020,7
197036,2020,21
230959,2020,7
234207,2020,10
167835,2020,11
197133,2020,14
198385,2020,17
153384,2020,14
191515,2020,14
189097,2020,25
190099,2020,17
212911,2020,11
128328,2020,39
233374,2020,23
130697,2020,17
161086,2020,11
160977,2020,21
156295,2020,46
126678,2020,27
173902,2020,25
115409,2020,23
399911,2020,27
211273,2020,27
203535,2020,27
166124,2020,27
121257,2020,35
123165,2020,33
166939,2020,32
211291,2020,35
120254,2020,39
202523,2020,43
212577,2020,38
213385,2020,39
204501,2020,33
195526,2020,39
130590,2020,46
150400,2020,46
218070,2020,46
124292,2020,35
170286,2020,64
196866,2020,45
237057,2020,46
212009,2020,46
148016,2020,100
221519,2020,43
141060,2020,57
156408,2020,53
128902,2020,46
221351,2020,53
152673,2020,53
189088,2020,62
212674,2020,53
163976,2020,64
138600,2020,58
239017,2020,58
245652,2020,72
174844,2020,62
149781,2020,58
170532,2020,72
195216,2020,58
234085,2020,72
218973,2020,72
191630,2020,72
146427,2020,66
209922,2020,68
195304,2020,68
210669,2020,82
206589,2020,66
214175,2020,72
262129,2020,102
210401,2020,68
238333,2020,82
150455,2020,80
173647,2020,89
230816,2020,89
146481,2020,92
228343,2020,92
236328,2020,89
164216,2020,105
213251,2020,82
163912,2020,92
167996,2020,124
216524,2020,82
168281,2020,82
143084,2020,92
174747,2020,82
232256,2020,111
209056,2020,72
174792,2020,92
216667,2020,92
153162,2020,68
152390,2020,102
150756,2020,105
107080,2020,92
232308,2020,102
170301,2020,105
157818,2020,72
222983,2020,117
153834,2020,100
233295,2020,111
125763,2020,105
100937,2020,140
184348,2020,117
162654,2020,111
213668,2020,117
204909,2020,92
183239,2020,114
239716,2020,145
216278,2020,117
231059,2020,124
209065,2020,117
233426,2020,130
215798,2020,132
140553,2020,154
218539,2020,140
233301,2020,132
199607,2020,132
216807,2020,114
125727,2020,117
133492,2020,140
191676,2020,124
145691,2020,136
198950,2020,148
147341,2020,124
168546,2020,140
175980,2020,124
239628,2020,105
174251,2020,148
199111,2020,148
153144,2020,130
150604,2020,145
191533,2020,160
153108,2020,160
173300,2020,132
139393,2020,148
206525,2020,160
165936,2020,T2 (164-215)
158477,2020,157
156745,2020,157
198613,2020,154
154350,2020,136
233718,2020,154
199865,2020,160
154527,2020,148
197230,2020,124
179946,2020,157
168342,2019,1
164465,2019,2
121345,2019,5
216287,2019,3
168218,2019,3
161004,2019,5
173258,2019,5
164155,2019,22
112260,2019,9
197036,2019,18
230959,2019,5
234207,2019,11
167835,2019,11
197133,2019,11
198385,2019,10
153384,2019,11
191515,2019,16
189097,2019,25
190099,2019,16
212911,2019,11
128328,2019,30
233374,2019,25
130697,2019,18
161086,2019,18
160977,2019,22
156295,2019,61
126678,2019,27
173902,2019,27
115409,2019,18
399911,2019,22
211273,2019,27
203535,2019,30
166124,2019,35
121257,2019,41
123165,2019,30
166939,2019,30
211291,2019,36
120254,2019,39
202523,2019,43
212577,2019,36
213385,2019,36
204501,2019,30
195526,2019,41
130590,2019,46
150400,2019,56
218070,2019,51
124292,2019,43
170286,2019,76
196866,2019,39
237057,2019,43
212009,2019,51
148016,2019,81
221519,2019,49
141060,2019,51
156408,2019,46
128902,2019,46
221351,2019,51
152673,2019,56
189088,2019,56
212674,2019,49
163976,2019,61
138600,2019,51
239017,2019,56
245652,2019,72
174844,2019,61
149781,2019,61
170532,2019,65
195216,2019,56
234085,2019,81
218973,2019,72
191630,2019,68
146427,2019,68
209922,2019,90
195304,2019,65
210669,2019,76
206589,2019,67
214175,2019,81
262129,2019,90
210401,2019,76
238333,2019,68
150455,2019,81
173647,2019,90
230816,2019,95
146481,2019,103
228343,2019,90
236328,2019,72
164216,2019,108
213251,2019,86
163912,2019,95
167996,2019,124
216524,2019,90
168281,2019,86
143084,2019,95
174747,2019,86
232256,2019,113
209056,2019,68
174792,2019,95
216667,2019,103
153162,2019,81
152390,2019,95
150756,2019,113
107080,2019,76
232308,2019,103
170301,2019,103
157818,2019,76
222983,2019,103
153834,2019,89
233295,2019,120
125763,2019,108
100937,2019,131
184348,2019,116
162654,2019,116
213668,2019,131
204909,2019,95
183239,2019,95
239716,2019,127
216278,2019,135
231059,2019,116
209065,2019,108
233426,2019,135
215798,2019,152
140553,2019,143
218539,2019,127
233301,2019,141
199607,2019,131
216807,2019,120
125727,2019,108
133492,2019,135
191676,2019,143
145691,2019,143
198950,2019,162
147341,2019,135
168546,2019,152
175980,2019,108
239628,2019,120
174251,2019,155
199111,2019,143
153144,2019,124
150604,2019,143
191533,2019,T2 (173-229)
153108,2019,141
173300,2019,127
139393,2019,168
206525,2019,168
165936,2019,162
158477,2019,168
156745,2019,T2 (173-229)
198613,2019,168
154350,2019,135
233718,2019,127
199865,2019,143
154527,2019,143
197230,2019,T2 (173-229)
179946,2019,155
168342,2018,1
164465,2018,2
121345,2018,6
216287,2018,3
168218,2018,3
161004,2018,3
173258,2018,8
164155,2018,21
112260,2018,8
197036,2018,12
230959,2018,6
234207,2018,10
167835,2018,12
197133,2018,12
198385,2018,10
153384,2018,18
191515,2018,18
189097,2018,26
190099,2018,12
212911,2018,18
128328,2018,26
233374,2018,23
130697,2018,21
161086,2018,12
160977,2018,23
156295,2018,68
126678,2018,23
173902,2018,26
115409,2018,12
399911,2018,39
211273,2018,32
203535,2018,26
166124,2018,33
121257,2018,33
123165,2018,26
166939,2018,36
211291,2018,33
120254,2018,44
202523,2018,46
212577,2018,39
213385,2018,36
204501,2018,26
195526,2018,41
130590,2018,44
150400,2018,53
218070,2018,53
124292,2018,58
170286,2018,71
196866,2018,36
237057,2018,41
212009,2018,51
148016,2018,112
221519,2018,41
141060,2018,61
156408,2018,46
128902,2018,46
221351,2018,51
152673,2018,65
189088,2018,46
212674,2018,46
163976,2018,53
138600,2018,61
239017,2018,58
245652,2018,76
174844,2018,57
149781,2018,63
170532,2018,76
195216,2018,58
234085,2018,65
218973,2018,71
191630,2018,65
146427,2018,71
209922,2018,82
195304,2018,53
210669,2018,82
206589,2018,63
214175,2018,71
262129,2018,101
210401,2018,82
238333,2018,76
150455,2018,68
173647,2018,85
230816,2018,87
146481,2018,101
228343,2018,96
236328,2018,68
164216,2018,96
213251,2018,106
163912,2018,96
167996,2018,111
216524,2018,93
168281,2018,76
143084,2018,101
174747,2018,87
232256,2018,96
209056,2018,76
174792,2018,85
216667,2018,106
153162,2018,87
152390,2018,101
150756,2018,112
107080,2018,76
232308,2018,112
170301,2018,106
157818,2018,87
222983,2018,93
153834,2018,87
233295,2018,126
125763,2018,128
100937,2018,123
184348,2018,112
162654,2018,112
213668,2018,147
204909,2018,101
183239,2018,106
239716,2018,134
216278,2018,141
231059,2018,106
209065,2018,117
233426,2018,138
215798,2018,147
140553,2018,160
218539,2018,123
233301,2018,138
199607,2018,117
216807,2018,?
125727,2018,96
133492,2018,128
191676,2018,147
145691,2018,138
198950,2018,163
147341,2018,147
168546,2018,128
175980,2018,87
239628,2018,117
174251,2018,141
199111,2018,141
153144,2018,123
150604,2018,147
191533,2018,165
153108,2018,128
173300,2018,117
139393,2018,168
206525,2018,158
165936,2018,168
158477,2018,147
156745,2018,147
198613,2018,160
154350,2018,147
233718,2018,134
199865,2018,160
154527,2018,128
197230,2018,168
179946,2018,147
168342,2017,1
164465,2017,2
121345,2017,7
216287,2017,4
168218,2017,3
161004,2017,6
173258,2017,7
164155,2017,12
112260,2017,9
197036,2017,19
230959,2017,4
234207,2017,11
167835,2017,12
197133,2017,12
198385,2017,9
153384,2017,19
191515,2017,12
189097,2017,27
190099,2017,12
212911,2017,12
128328,2017,32
233374,2017,27
130697,2017,21
161086,2017,12
160977,2017,27
156295,2017,60
126678,2017,24
173902,2017,24
115409,2017,21
399911,2017,41
211273,2017,31
203535,2017,27
166124,2017,32
121257,2017,32
123165,2017,23
166939,2017,36
211291,2017,32
120254,2017,44
202523,2017,51
212577,2017,47
213385,2017,36
204501,2017,24
195526,2017,38
130590,2017,38
150400,2017,53
218070,2017,53
124292,2017,53
170286,2017,83
196866,2017,38
237057,2017,41
212009,2017,41
148016,2017,115
221519,2017,47
141060,2017,72
156408,2017,44
128902,2017,50
221351,2017,44
152673,2017,65
189088,2017,49
212674,2017,51
163976,2017,53
138600,2017,70
239017,2017,60
245652,2017,83
174844,2017,53
149781,2017,62
170532,2017,68
195216,2017,53
234085,2017,72
218973,2017,77
191630,2017,65
146427,2017,77
209922,2017,87
195304,2017,59
210669,2017,77
206589,2017,62
214175,2017,65
262129,2017,90
210401,2017,72
238333,2017,62
150455,2017,68
173647,2017,77
230816,2017,90
146481,2017,108
228343,2017,95
236328,2017,70
164216,2017,99
213251,2017,108
163912,2017,99
167996,2017,108
216524,2017,95
168281,2017,77
143084,2017,99
174747,2017,87
232256,2017,105
209056,2017,87
174792,2017,77
216667,2017,99
153162,2017,90
152390,2017,95
150756,2017,122
107080,2017,72
232308,2017,105
170301,2017,108
157818,2017,83
222983,2017,105
153834,2017,90
233295,2017,132
125763,2017,132
100937,2017,132
184348,2017,108
162654,2017,113
213668,2017,154
204909,2017,95
183239,2017,115
239716,2017,132
216278,2017,132
231059,2017,99
209065,2017,128
233426,2017,140
215798,2017,149
140553,2017,159
218539,2017,119
233301,2017,132
199607,2017,122
216807,2017,?
125727,2017,99
133492,2017,122
191676,2017,144
145691,2017,128
198950,2017,154
147341,2017,159
168546,2017,122
175980,2017,90
239628,2017,113
174251,2017,140
199111,2017,159
153144,2017,119
150604,2017,168
191533,2017,159
153108,2017,132
173300,2017,115
139393,2017,159
206525,2017,154
165936,2017,171
158477,2017,146
156745,2017,168
198613,2017,146
154350,2017,149
233718,2017,140
199865,2017,159
154527,2017,132
197230,2017,174
179946,2017,?
168342,2016,1
164465,2016,2
121345,2016,4
216287,2016,3
168218,2016,4
161004,2016,4
173258,2016,8
164155,2016,9
112260,2016,9
197036,2016,22
230959,2016,4
234207,2016,14
167835,2016,14
197133,2016,12
198385,2016,9
153384,2016,19
191515,2016,14
189097,2016,29
190099,2016,19
212911,2016,12
128328,2016,29
233374,2016,32
130697,2016,14
161086,2016,19
160977,2016,25
156295,2016,67
126678,2016,25
173902,2016,23
115409,2016,14
399911,2016,45
211273,2016,25
203535,2016,25
166124,2016,32
121257,2016,36
123165,2016,29
166939,2016,35
211291,2016,32
120254,2016,43
202523,2016,55
212577,2016,40
213385,2016,37
204501,2016,23
195526,2016,38
130590,2016,43
150400,2016,51
218070,2016,51
124292,2016,82
170286,2016,67
196866,2016,38
237057,2016,40
212009,2016,40
148016,2016,127
221519,2016,48
141060,2016,72
156408,2016,45
128902,2016,48
221351,2016,51
152673,2016,61
189088,2016,45
212674,2016,48
163976,2016,55
138600,2016,67
239017,2016,57
245652,2016,100
174844,2016,51
149781,2016,57
170532,2016,66
195216,2016,60
234085,2016,82
218973,2016,82
191630,2016,61
146427,2016,72
209922,2016,93
195304,2016,57
210669,2016,72
206589,2016,61
214175,2016,72
262129,2016,82
210401,2016,67
238333,2016,61
150455,2016,61
173647,2016,79
230816,2016,93
146481,2016,108
228343,2016,90
236328,2016,72
164216,2016,100
213251,2016,105
163912,2016,93
167996,2016,116
216524,2016,93
168281,2016,67
143084,2016,105
174747,2016,90
232256,2016,108
209056,2016,72
174792,2016,79
216667,2016,100
153162,2016,93
152390,2016,82
150756,2016,116
107080,2016,82
232308,2016,108
170301,2016,100
157818,2016,82
222983,2016,79
153834,2016,90
233295,2016,125
125763,2016,127
100937,2016,120
184348,2016,112
162654,2016,112
213668,2016,164
204909,2016,108
183239,2016,112
239716,2016,127
216278,2016,120
231059,2016,105
209065,2016,120
233426,2016,143
215798,2016,154
140553,2016,148
218539,2016,127
233301,2016,158
199607,2016,136
216807,2016,125
125727,2016,93
133492,2016,127
191676,2016,136
145691,2016,136
198950,2016,No Rank
147341,2016,167
168546,2016,100
175980,2016,93
239628,2016,116
174251,2016,136
199111,2016,148
153144,2016,116
150604,2016,No Rank
191533,2016,164
153108,2016,136
173300,2016,120
139393,2016,No Rank
206525,2016,148
165936,2016,158
158477,2016,148
156745,2016,154
198613,2016,158
154350,2016,143
233718,2016,No Rank
199865,2016,164
154527,2016,143
197230,2016,136
179946,2016,148
168342,2015,1
164465,2015,2
121345,2015,5
216287,2015,3
168218,2015,4
161004,2015,5
173258,2015,8
164155,2015,13
112260,2015,8
197036,2015,24
230959,2015,7
234207,2015,14
167835,2015,19
197133,2015,11
198385,2015,11
153384,2015,19
191515,2015,15
189097,2015,32
190099,2015,22
212911,2015,8
128328,2015,27
233374,2015,30
130697,2015,15
161086,2015,15
160977,2015,19
156295,2015,69
126678,2015,27
173902,2015,24
115409,2015,15
399911,2015,41
211273,2015,27
203535,2015,30
166124,2015,34
121257,2015,35
123165,2015,24
166939,2015,41
211291,2015,32
120254,2015,44
202523,2015,51
212577,2015,37
213385,2015,35
204501,2015,23
195526,2015,37
130590,2015,45
150400,2015,51
218070,2015,51
124292,2015,77
170286,2015,69
196866,2015,41
237057,2015,37
212009,2015,37
148016,2015,139
221519,2015,45
141060,2015,81
156408,2015,45
128902,2015,45
221351,2015,54
152673,2015,61
189088,2015,45
212674,2015,50
163976,2015,56
138600,2015,73
239017,2015,59
245652,2015,89
174844,2015,54
149781,2015,56
170532,2015,64
195216,2015,56
234085,2015,64
218973,2015,77
191630,2015,61
146427,2015,81
209922,2015,77
195304,2015,59
210669,2015,81
206589,2015,69
214175,2015,64
262129,2015,87
210401,2015,64
238333,2015,61
150455,2015,73
173647,2015,64
230816,2015,89
146481,2015,120
228343,2015,87
236328,2015,81
164216,2015,105
213251,2015,105
163912,2015,89
167996,2015,105
216524,2015,No Rank
168281,2015,69
143084,2015,105
174747,2015,89
232256,2015,105
209056,2015,77
174792,2015,73
216667,2015,96
153162,2015,105
152390,2015,96
150756,2015,113
107080,2015,81
232308,2015,112
170301,2015,99
157818,2015,81
222983,2015,89
153834,2015,89
233295,2015,124
125763,2015,133
100937,2015,124
184348,2015,99
162654,2015,105
213668,2015,159
204909,2015,99
183239,2015,120
239716,2015,123
216278,2015,116
231059,2015,99
209065,2015,124
233426,2015,133
215798,2015,No Rank
140553,2015,133
218539,2015,124
233301,2015,133
199607,2015,148
216807,2015,116
125727,2015,96
133492,2015,124
191676,2015,139
145691,2015,155
198950,2015,No Rank
147341,2015,165
168546,2015,99
175980,2015,89
239628,2015,113
174251,2015,139
199111,2015,159
153144,2015,120
150604,2015,No Rank
191533,2015,165
153108,2015,139
173300,2015,129
139393,2015,No Rank
206525,2015,139
165936,2015,139
158477,2015,148
156745,2015,155
198613,2015,172
154350,2015,139
233718,2015,116
199865,2015,165
154527,2015,159
197230,2015,148
179946,2015,159
168342,2014,1
164465,2014,2
121345,2014,4
216287,2014,3
168218,2014,7
161004,2014,4
173258,2014,7
164155,2014,12
112260,2014,9
197036,2014,17
230959,2014,4
234207,2014,14
167835,2014,20
197133,2014,13
198385,2014,9
153384,2014,17
191515,2014,14
189097,2014,32
190099,2014,20
212911,2014,9
128328,2014,25
233374,2014,25
130697,2014,17
161086,2014,22
160977,2014,22
156295,2014,76
126678,2014,31
173902,2014,24
115409,2014,16
399911,2014,41
211273,2014,30
203535,2014,32
166124,2014,25
121257,2014,35
123165,2014,25
166939,2014,38
211291,2014,32
120254,2014,41
202523,2014,50
212577,2014,45
213385,2014,36
204501,2014,25
195526,2014,45
130590,2014,36
150400,2014,54
218070,2014,52
124292,2014,61
170286,2014,82
196866,2014,41
237057,2014,41
212009,2014,45
148016,2014,107
221519,2014,38
141060,2014,65
156408,2014,49
128902,2014,45
221351,2014,54
152673,2014,57
189088,2014,38
212674,2014,50
163976,2014,123
138600,2014,89
239017,2014,59
245652,2014,No Rank
174844,2014,52
149781,2014,57
170532,2014,61
195216,2014,56
234085,2014,65
218973,2014,65
191630,2014,61
146427,2014,82
209922,2014,74
195304,2014,No Rank
210669,2014,82
206589,2014,65
214175,2014,65
262129,2014,89
210401,2014,61
238333,2014,59
150455,2014,65
173647,2014,76
230816,2014,100
146481,2014,110
228343,2014,65
236328,2014,76
164216,2014,107
213251,2014,100
163912,2014,89
167996,2014,115
216524,2014,82
168281,2014,65
143084,2014,100
174747,2014,94
232256,2014,97
209056,2014,74
174792,2014,76
216667,2014,97
153162,2014,97
152390,2014,76
150756,2014,115
107080,2014,82
232308,2014,110
170301,2014,100
157818,2014,76
222983,2014,82
153834,2014,94
233295,2014,134
125763,2014,126
100937,2014,115
184348,2014,107
162654,2014,110
213668,2014,161
204909,2014,100
183239,2014,120
239716,2014,134
216278,2014,115
231059,2014,89
209065,2014,123
233426,2014,126
215798,2014,No Rank
140553,2014,126
218539,2014,126
233301,2014,134
199607,2014,156
216807,2014,115
125727,2014,94
133492,2014,141
191676,2014,141
145691,2014,156
198950,2014,No Rank
147341,2014,165
168546,2014,100
175980,2014,82
239628,2014,120
174251,2014,154
199111,2014,146
153144,2014,120
150604,2014,No Rank
191533,2014,161
153108,2014,134
173300,2014,138
139393,2014,No Rank
206525,2014,123
165936,2014,138
158477,2014,167
156745,2014,146
198613,2014,173
154350,2014,154
233718,2014,110
199865,2014,167
154527,2014,146
197230,2014,141
179946,2014,?
168342,2013,1
164465,2013,2
121345,2013,4
216287,2013,3
168218,2013,6
161004,2013,6
173258,2013,8
164155,2013,14
112260,2013,10
197036,2013,18
230959,2013,4
234207,2013,14
167835,2013,18
197133,2013,10
198385,2013,12
153384,2013,22
191515,2013,16
189097,2013,28
190099,2013,18
212911,2013,9
128328,2013,31
233374,2013,28
130697,2013,17
161086,2013,18
160977,2013,22
156295,2013,75
126678,2013,28
173902,2013,24
115409,2013,12
399911,2013,49
211273,2013,26
203535,2013,32
166124,2013,32
121257,2013,43
123165,2013,24
166939,2013,32
211291,2013,32
120254,2013,39
202523,2013,49
212577,2013,46
213385,2013,39
204501,2013,26
195526,2013,43
130590,2013,38
150400,2013,54
218070,2013,49
124292,2013,82
170286,2013,96
196866,2013,41
237057,2013,43
212009,2013,46
148016,2013,121
221519,2013,36
141060,2013,68
156408,2013,52
128902,2013,41
221351,2013,52
152673,2013,56
189088,2013,36
212674,2013,46
163976,2013,133
138600,2013,75
239017,2013,56
245652,2013,No Rank
174844,2013,55
149781,2013,56
170532,2013,68
195216,2013,56
234085,2013,70
218973,2013,63
191630,2013,60
146427,2013,75
209922,2013,75
195304,2013,No Rank
210669,2013,82
206589,2013,63
214175,2013,70
262129,2013,87
210401,2013,63
238333,2013,63
150455,2013,82
173647,2013,85
230816,2013,100
146481,2013,100
228343,2013,60
236328,2013,85
164216,2013,96
213251,2013,100
163912,2013,87
167996,2013,100
216524,2013,75
168281,2013,60
143084,2013,96
174747,2013,96
232256,2013,108
209056,2013,70
174792,2013,75
216667,2013,90
153162,2013,90
152390,2013,87
150756,2013,112
107080,2013,70
232308,2013,112
170301,2013,100
157818,2013,75
222983,2013,63
153834,2013,100
233295,2013,112
125763,2013,145
100937,2013,124
184348,2013,100
162654,2013,110
213668,2013,156
204909,2013,108
183239,2013,130
239716,2013,138
216278,2013,No Rank
231059,2013,90
209065,2013,112
233426,2013,133
215798,2013,No Rank
140553,2013,124
218539,2013,121
233301,2013,112
199607,2013,No Rank
216807,2013,124
125727,2013,90
133492,2013,138
191676,2013,140
145691,2013,156
198950,2013,No Rank
147341,2013,172
168546,2013,112
175980,2013,90
239628,2013,124
174251,2013,161
199111,2013,156
153144,2013,112
150604,2013,No Rank
191533,2013,164
153108,2013,151
173300,2013,133
139393,2013,No Rank
206525,2013,121
165936,2013,130
158477,2013,170
156745,2013,151
198613,2013,167
154350,2013,145
233718,2013,100
199865,2013,175
154527,2013,151
197230,2013,133
179946,2013,?
168342,2012,1
164465,2012,2
121345,2012,4
216287,2012,3
168218,2012,8
161004,2012,6
173258,2012,6
164155,2012,14
112260,2012,9
197036,2012,14
230959,2012,5
234207,2012,12
167835,2012,19
197133,2012,14
198385,2012,11
153384,2012,19
191515,2012,17
189097,2012,33
190099,2012,21
212911,2012,10
128328,2012,33
233374,2012,27
130697,2012,12
161086,2012,21
160977,2012,21
156295,2012,71
126678,2012,27
173902,2012,25
