Year,Month,Zone,WasteType,same_as_wikidata_wastetype,District,Name,same_as_wikidata_district,Total
2021,1,1,glass,http://wikidata.org/entity/Q11469,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,440.3
2021,1,1,glass,http://wikidata.org/entity/Q11469,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,207.18
2021,1,1,glass,http://wikidata.org/entity/Q11469,10,Latina,http://wikidata.org/entity/Q794954,223.04
2021,1,1,horseBed,,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,54.45
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,1,Centro,http://wikidata.org/entity/Q1763376,399.22
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,6,Tetuán,http://wikidata.org/entity/Q1773540,538.04
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,7,Chamberí,http://wikidata.org/entity/Q1763370,523.76
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,1013.38
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,618.82
2021,1,1,organicFood,http://wikidata.org/entity/Q380778,10,Latina,http://wikidata.org/entity/Q794954,838.08
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,1,Centro,http://wikidata.org/entity/Q1763376,189.1
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,6,Tetuán,http://wikidata.org/entity/Q1773540,255.4
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,7,Chamberí,http://wikidata.org/entity/Q1763370,212.94
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,511.12
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,231.74
2021,1,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,10,Latina,http://wikidata.org/entity/Q794954,388.32
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,1,Centro,http://wikidata.org/entity/Q1763376,414.91
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,6,Tetuán,http://wikidata.org/entity/Q1773540,371.44
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,7,Chamberí,http://wikidata.org/entity/Q1763370,331.15
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,584.39
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,254.53
2021,1,1,wastePaper,http://wikidata.org/entity/Q444632,10,Latina,http://wikidata.org/entity/Q794954,320.43
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,1,Centro,http://wikidata.org/entity/Q1763376,3477.92
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,6,Tetuán,http://wikidata.org/entity/Q1773540,2701.32
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,7,Chamberí,http://wikidata.org/entity/Q1763370,2403.34
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,4017.66
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,2873.78
2021,1,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,10,Latina,http://wikidata.org/entity/Q794954,4140.12
2021,1,2,CDW,,3,Retiro,http://wikidata.org/entity/Q2002296,12.325
2021,1,2,CDW,,4,Salamanca,http://wikidata.org/entity/Q1773521,9.845
2021,1,2,CDW,,5,Chamartín,http://wikidata.org/entity/Q1766348,38.005
2021,1,2,CDW,,14,Moratalaz,http://wikidata.org/entity/Q2076109,21.285
2021,1,2,CDW,,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,34.14
2021,1,2,CDW,,16,Hortaleza,http://wikidata.org/entity/Q1928529,23.4
2021,1,2,CDW,,19,Vicálvaro,http://wikidata.org/entity/Q589403,17.66
2021,1,2,CDW,,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,9.28
2021,1,2,CDW,,21,Barajas,http://wikidata.org/entity/Q807230,9.54
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,3,Retiro,http://wikidata.org/entity/Q2002296,4.6
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,5,Chamartín,http://wikidata.org/entity/Q1766348,93.46
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,14,Moratalaz,http://wikidata.org/entity/Q2076109,30.4
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,50.02
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,16,Hortaleza,http://wikidata.org/entity/Q1928529,50.92
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,19,Vicálvaro,http://wikidata.org/entity/Q589403,25.54
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,47.22
2021,1,2,wasteContainer,http://wikidata.org/entity/Q216530,21,Barajas,http://wikidata.org/entity/Q807230,24.98
2021,1,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,3,Retiro,http://wikidata.org/entity/Q2002296,176.66
2021,1,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,4,Salamanca,http://wikidata.org/entity/Q1773521,96.56
2021,1,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,95.54
2021,1,2,clothing,http://wikidata.org/entity/Q11460,14,Moratalaz,http://wikidata.org/entity/Q2076109,0.18
2021,1,2,clothing,http://wikidata.org/entity/Q11460,19,Vicálvaro,http://wikidata.org/entity/Q589403,0.18
2021,1,2,glass,http://wikidata.org/entity/Q11469,3,Retiro,http://wikidata.org/entity/Q2002296,324.34
2021,1,2,glass,http://wikidata.org/entity/Q11469,4,Salamanca,http://wikidata.org/entity/Q1773521,241.54
2021,1,2,glass,http://wikidata.org/entity/Q11469,5,Chamartín,http://wikidata.org/entity/Q1766348,299.5
2021,1,2,glass,http://wikidata.org/entity/Q11469,14,Moratalaz,http://wikidata.org/entity/Q2076109,248.26
2021,1,2,glass,http://wikidata.org/entity/Q11469,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,153.1
2021,1,2,glass,http://wikidata.org/entity/Q11469,16,Hortaleza,http://wikidata.org/entity/Q1928529,179.86
2021,1,2,glass,http://wikidata.org/entity/Q11469,19,Vicálvaro,http://wikidata.org/entity/Q589403,139.52
2021,1,2,glass,http://wikidata.org/entity/Q11469,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,154.5
2021,1,2,glass,http://wikidata.org/entity/Q11469,21,Barajas,http://wikidata.org/entity/Q807230,152.16
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,3,Retiro,http://wikidata.org/entity/Q2002296,413.8
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,4,Salamanca,http://wikidata.org/entity/Q1773521,460.6
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,5,Chamartín,http://wikidata.org/entity/Q1766348,528.88
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,14,Moratalaz,http://wikidata.org/entity/Q2076109,320.26
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,756.36
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,16,Hortaleza,http://wikidata.org/entity/Q1928529,645.8
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,19,Vicálvaro,http://wikidata.org/entity/Q589403,109.64
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,519.98
2021,1,2,organicFood,http://wikidata.org/entity/Q380778,21,Barajas,http://wikidata.org/entity/Q807230,144.46
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,3,Retiro,http://wikidata.org/entity/Q2002296,171.0
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,4,Salamanca,http://wikidata.org/entity/Q1773521,198.58
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,5,Chamartín,http://wikidata.org/entity/Q1766348,212.5
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,14,Moratalaz,http://wikidata.org/entity/Q2076109,196.9
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,429.3
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,16,Hortaleza,http://wikidata.org/entity/Q1928529,383.36
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,19,Vicálvaro,http://wikidata.org/entity/Q589403,146.9
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,315.58
2021,1,2,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,21,Barajas,http://wikidata.org/entity/Q807230,113.24
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,3,Retiro,http://wikidata.org/entity/Q2002296,336.47
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,4,Salamanca,http://wikidata.org/entity/Q1773521,511.61
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,5,Chamartín,http://wikidata.org/entity/Q1766348,258.5
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,14,Moratalaz,http://wikidata.org/entity/Q2076109,115.6
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,379.59
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,16,Hortaleza,http://wikidata.org/entity/Q1928529,277.0
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,19,Vicálvaro,http://wikidata.org/entity/Q589403,53.09
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,323.08
2021,1,2,wastePaper,http://wikidata.org/entity/Q444632,21,Barajas,http://wikidata.org/entity/Q807230,55.15
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,3,Retiro,http://wikidata.org/entity/Q2002296,1816.36
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,4,Salamanca,http://wikidata.org/entity/Q1773521,2642.92
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,5,Chamartín,http://wikidata.org/entity/Q1766348,2513.56
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,14,Moratalaz,http://wikidata.org/entity/Q2076109,1461.0
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,3582.04
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,16,Hortaleza,http://wikidata.org/entity/Q1928529,3416.4
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,19,Vicálvaro,http://wikidata.org/entity/Q589403,1877.86
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,2696.5
2021,1,2,non-recyclable-waste,http://wikidata.org/entity/Q17651941,21,Barajas,http://wikidata.org/entity/Q807230,958.86
2021,1,3,CDW,,2,Arganzuela,http://wikidata.org/entity/Q2000929,37.67
2021,1,3,CDW,,11,Carabanchel,http://wikidata.org/entity/Q1001991,25.02
2021,1,3,CDW,,12,Usera,http://wikidata.org/entity/Q953368,30.54
2021,1,3,CDW,,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,17.89
2021,1,3,CDW,,17,Villaverde,http://wikidata.org/entity/Q919536,35.86
2021,1,3,CDW,,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,32.96
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,2,Arganzuela,http://wikidata.org/entity/Q2000929,61.36
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,11,Carabanchel,http://wikidata.org/entity/Q1001991,24.52
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,12,Usera,http://wikidata.org/entity/Q953368,34.14
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,33.2
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,17,Villaverde,http://wikidata.org/entity/Q919536,22.36
2021,1,3,wasteContainer,http://wikidata.org/entity/Q216530,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,64.74
2021,1,3,biomedicalWaste,http://wikidata.org/entity/Q4915134,12,Usera,http://wikidata.org/entity/Q953368,153.06
2021,1,3,biomedicalWaste,http://wikidata.org/entity/Q4915134,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,29.86
2021,1,3,glass,http://wikidata.org/entity/Q11469,2,Arganzuela,http://wikidata.org/entity/Q2000929,326.92
2021,1,3,glass,http://wikidata.org/entity/Q11469,11,Carabanchel,http://wikidata.org/entity/Q1001991,331.54
2021,1,3,glass,http://wikidata.org/entity/Q11469,12,Usera,http://wikidata.org/entity/Q953368,139.22
2021,1,3,glass,http://wikidata.org/entity/Q11469,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,244.6
2021,1,3,glass,http://wikidata.org/entity/Q11469,17,Villaverde,http://wikidata.org/entity/Q919536,138.0
2021,1,3,glass,http://wikidata.org/entity/Q11469,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,110.64
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,2,Arganzuela,http://wikidata.org/entity/Q2000929,402.48
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,11,Carabanchel,http://wikidata.org/entity/Q1001991,724.36
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,12,Usera,http://wikidata.org/entity/Q953368,365.3
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,632.98
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,17,Villaverde,http://wikidata.org/entity/Q919536,484.82
2021,1,3,organicFood,http://wikidata.org/entity/Q380778,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,813.28
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,2,Arganzuela,http://wikidata.org/entity/Q2000929,201.88
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,11,Carabanchel,http://wikidata.org/entity/Q1001991,459.14
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,12,Usera,http://wikidata.org/entity/Q953368,233.36
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,818.96
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,17,Villaverde,http://wikidata.org/entity/Q919536,342.16
2021,1,3,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,206.54
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,2,Arganzuela,http://wikidata.org/entity/Q2000929,369.14
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,11,Carabanchel,http://wikidata.org/entity/Q1001991,319.08
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,12,Usera,http://wikidata.org/entity/Q953368,147.06
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,273.45
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,17,Villaverde,http://wikidata.org/entity/Q919536,160.58
2021,1,3,wastePaper,http://wikidata.org/entity/Q444632,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,153.3
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,2,Arganzuela,http://wikidata.org/entity/Q2000929,2193.0
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,11,Carabanchel,http://wikidata.org/entity/Q1001991,5138.92
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,12,Usera,http://wikidata.org/entity/Q953368,2296.4
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,13,Puente de Vallecas,http://wikidata.org/entity/Q2003054,4224.24
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,17,Villaverde,http://wikidata.org/entity/Q919536,2824.74
2021,1,3,non-recyclable-waste,http://wikidata.org/entity/Q17651941,18,Villa de Vallecas,http://wikidata.org/entity/Q1947988,4646.04
2021,2,1,CDW,,1,Centro,http://wikidata.org/entity/Q1763376,107.27
2021,2,1,CDW,,6,Tetuán,http://wikidata.org/entity/Q1773540,137.625
2021,2,1,CDW,,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,127.445
2021,2,1,CDW,,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,126.57
2021,2,1,CDW,,10,Latina,http://wikidata.org/entity/Q794954,93.85
2021,2,1,wasteContainer,http://wikidata.org/entity/Q216530,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,137.8
2021,2,1,wasteContainer,http://wikidata.org/entity/Q216530,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,369.76
2021,2,1,wasteContainer,http://wikidata.org/entity/Q216530,10,Latina,http://wikidata.org/entity/Q794954,105.58
2021,2,1,biomedicalWaste,http://wikidata.org/entity/Q4915134,1,Centro,http://wikidata.org/entity/Q1763376,147.5
2021,2,1,biomedicalWaste,http://wikidata.org/entity/Q4915134,6,Tetuán,http://wikidata.org/entity/Q1773540,12.1
2021,2,1,biomedicalWaste,http://wikidata.org/entity/Q4915134,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,273.68
2021,2,1,biomedicalWaste,http://wikidata.org/entity/Q4915134,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,217.08
2021,2,1,biomedicalWaste,http://wikidata.org/entity/Q4915134,10,Latina,http://wikidata.org/entity/Q794954,21.08
2021,2,1,glass,http://wikidata.org/entity/Q11469,1,Centro,http://wikidata.org/entity/Q1763376,506.74
2021,2,1,glass,http://wikidata.org/entity/Q11469,6,Tetuán,http://wikidata.org/entity/Q1773540,219.4
2021,2,1,glass,http://wikidata.org/entity/Q11469,7,Chamberí,http://wikidata.org/entity/Q1763370,227.06
2021,2,1,glass,http://wikidata.org/entity/Q11469,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,413.26
2021,2,1,glass,http://wikidata.org/entity/Q11469,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,187.06
2021,2,1,glass,http://wikidata.org/entity/Q11469,10,Latina,http://wikidata.org/entity/Q794954,178.48
2021,2,1,horseBed,,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,43.23
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,1,Centro,http://wikidata.org/entity/Q1763376,616.04
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,6,Tetuán,http://wikidata.org/entity/Q1773540,748.42
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,7,Chamberí,http://wikidata.org/entity/Q1763370,757.76
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,1411.28
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,960.12
2021,2,1,organicFood,http://wikidata.org/entity/Q380778,10,Latina,http://wikidata.org/entity/Q794954,1227.76
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,1,Centro,http://wikidata.org/entity/Q1763376,213.04
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,6,Tetuán,http://wikidata.org/entity/Q1773540,333.96
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,7,Chamberí,http://wikidata.org/entity/Q1763370,323.96
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,657.96
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,305.7
2021,2,1,packagingProductsOfPlastics,http://wikidata.org/entity/Q115753806,10,Latina,http://wikidata.org/entity/Q794954,565.26
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,1,Centro,http://wikidata.org/entity/Q1763376,698.54
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,6,Tetuán,http://wikidata.org/entity/Q1773540,416.94
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,7,Chamberí,http://wikidata.org/entity/Q1763370,322.1
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,461.61
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,233.28
2021,2,1,wastePaper,http://wikidata.org/entity/Q444632,10,Latina,http://wikidata.org/entity/Q794954,291.02
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,1,Centro,http://wikidata.org/entity/Q1763376,3159.48
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,6,Tetuán,http://wikidata.org/entity/Q1773540,2409.06
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,7,Chamberí,http://wikidata.org/entity/Q1763370,2165.62
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,8,Fuencarral-El Pardo,http://wikidata.org/entity/Q656196,3472.98
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,9,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,2995.66
2021,2,1,non-recyclable-waste,http://wikidata.org/entity/Q17651941,10,Latina,http://wikidata.org/entity/Q794954,3377.3
2021,2,2,CDW,,3,Retiro,http://wikidata.org/entity/Q2002296,52.75
2021,2,2,CDW,,4,Salamanca,http://wikidata.org/entity/Q1773521,51.685
2021,2,2,CDW,,5,Chamartín,http://wikidata.org/entity/Q1766348,88.575
2021,2,2,CDW,,14,Moratalaz,http://wikidata.org/entity/Q2076109,60.365
2021,2,2,CDW,,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,67.925
2021,2,2,CDW,,16,Hortaleza,http://wikidata.org/entity/Q1928529,49.965
2021,2,2,CDW,,19,Vicálvaro,http://wikidata.org/entity/Q589403,28.54
2021,2,2,CDW,,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,43.86
2021,2,2,CDW,,21,Barajas,http://wikidata.org/entity/Q807230,16.82
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,3,Retiro,http://wikidata.org/entity/Q2002296,2.48
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,5,Chamartín,http://wikidata.org/entity/Q1766348,109.76
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,14,Moratalaz,http://wikidata.org/entity/Q2076109,52.0
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,68.84
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,16,Hortaleza,http://wikidata.org/entity/Q1928529,70.56
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,19,Vicálvaro,http://wikidata.org/entity/Q589403,35.66
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,65.98
2021,2,2,wasteContainer,http://wikidata.org/entity/Q216530,21,Barajas,http://wikidata.org/entity/Q807230,36.88
2021,2,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,3,Retiro,http://wikidata.org/entity/Q2002296,169.78
2021,2,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,4,Salamanca,http://wikidata.org/entity/Q1773521,105.52
2021,2,2,biomedicalWaste,http://wikidata.org/entity/Q4915134,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,111.88
2021,2,2,glass,http://wikidata.org/entity/Q11469,3,Retiro,http://wikidata.org/entity/Q2002296,299.52
2021,2,2,glass,http://wikidata.org/entity/Q11469,4,Salamanca,http://wikidata.org/entity/Q1773521,251.56
2021,2,2,glass,http://wikidata.org/entity/Q11469,5,Chamartín,http://wikidata.org/entity/Q1766348,283.5
2021,2,2,glass,http://wikidata.org/entity/Q11469,14,Moratalaz,http://wikidata.org/entity/Q2076109,198.46
2021,2,2,glass,http://wikidata.org/entity/Q11469,15,Ciudad Lineal,http://wikidata.org/entity/Q1763694,173.72
2021,2,2,glass,http://wikidata.org/entity/Q11469,16,Hortaleza,http://wikidata.org/entity/Q1928529,176.92
2021,2,2,glass,http://wikidata.org/entity/Q11469,19,Vicálvaro,http://wikidata.org/entity/Q589403,123.34
2021,2,2,glass,http://wikidata.org/entity/Q11469,20,San Blas-Canillejas,http://wikidata.org/entity/Q2001937,145.6
2021,2,2,glass,http://wikidata.org/entity/Q11469,21,Barajas,http://wikidata.org/entity/Q807230,145.38
2021,2,2,organicFood,http://wikidata.org/entity/Q380778,3,Retiro,http://wikidata.org/entity/Q2002296,632.22
2021,2,2,organicFood,http://wikidata.org/entity/Q380778,4,Salamanca,http://wikidata.org/entity/Q1773521,740.04
