Year,Month,Zone,WasteType,District,Name,Total
2021,8,3,CDW,13,Puente de Vallecas,53.69
2021,8,3,CDW,17,Villaverde,51.98
2021,8,3,CDW,18,Villa de Vallecas,98.65
2021,8,3,cleanPoints,2,Arganzuela,59.46
2021,8,3,cleanPoints,11,Carabanchel,29.92
2021,8,3,cleanPoints,12,Usera,32.82
2021,8,3,cleanPoints,13,Puente de Vallecas,35.7
2021,8,3,cleanPoints,17,Villaverde,44.56
2021,8,3,cleanPoints,18,Villa de Vallecas,60.6
2021,8,3,Clinicians,12,Usera,138.84
2021,8,3,Clinicians,13,Puente de Vallecas,31.62
2021,8,3,Glass,2,Arganzuela,219.28
2021,8,3,Glass,11,Carabanchel,225.42
2021,8,3,Glass,12,Usera,56.06
2021,8,3,Glass,13,Puente de Vallecas,192.1
2021,8,3,Glass,17,Villaverde,144.08
2021,8,3,Glass,18,Villa de Vallecas,62.14
2021,8,3,Organic,2,Arganzuela,486.66
2021,8,3,Organic,11,Carabanchel,984.36
2021,8,3,Organic,12,Usera,519.64
2021,8,3,Organic,13,Puente de Vallecas,819.28
2021,8,3,Organic,17,Villaverde,613.74
2021,8,3,Organic,18,Villa de Vallecas,1393.0
2021,8,3,Packaging,2,Arganzuela,261.92
2021,8,3,Packaging,11,Carabanchel,643.04
2021,8,3,Packaging,12,Usera,368.28
2021,8,3,Packaging,13,Puente de Vallecas,749.82
2021,8,3,Packaging,17,Villaverde,398.98
2021,8,3,Packaging,18,Villa de Vallecas,258.2
2021,8,3,Paper,2,Arganzuela,308.35
2021,8,3,Paper,11,Carabanchel,251.92
2021,8,3,Paper,12,Usera,109.82
2021,8,3,Paper,13,Puente de Vallecas,209.64
2021,8,3,Paper,17,Villaverde,120.02
2021,8,3,Paper,18,Villa de Vallecas,107.04
2021,8,3,Rest,2,Arganzuela,1568.78
2021,8,3,Rest,11,Carabanchel,3449.9
2021,8,3,Rest,12,Usera,2003.9
2021,8,3,Rest,13,Puente de Vallecas,3609.92
2021,8,3,Rest,17,Villaverde,2099.36
2021,8,3,Rest,18,Villa de Vallecas,2532.26
2021,9,1,CDW,1,Centro,134.255
2021,9,1,CDW,6,Tetuán,44.9
2021,9,1,CDW,7,Chamberí,44.865
2021,9,1,CDW,8,Fuencarral - El Pardo,96.37
2021,9,1,CDW,9,Moncloa - Aravaca,163.23
2021,9,1,CDW,10,Latina,75.48
2021,9,1,cleanPoints,8,Fuencarral - El Pardo,148.82
2021,9,1,cleanPoints,9,Moncloa - Aravaca,159.86
2021,9,1,cleanPoints,10,Latina,176.32
2021,9,1,Clinicians,1,Centro,168.56
2021,9,1,Clinicians,6,Tetuán,10.14
2021,9,1,Clinicians,8,Fuencarral - El Pardo,285.48
2021,9,1,Clinicians,9,Moncloa - Aravaca,228.36
2021,9,1,Clinicians,10,Latina,19.16
2021,9,1,Clothes,8,Fuencarral - El Pardo,0.18
2021,9,1,Glass,1,Centro,646.6
2021,9,1,Glass,6,Tetuán,258.84
2021,9,1,Glass,7,Chamberí,200.8
2021,9,1,Glass,8,Fuencarral - El Pardo,333.82
2021,9,1,Glass,9,Moncloa - Aravaca,166.4
2021,9,1,Glass,10,Latina,163.46
2021,9,1,horseBed,9,Moncloa - Aravaca,47.99
2021,9,1,Organic,1,Centro,828.24
2021,9,1,Organic,6,Tetuán,774.2
2021,9,1,Organic,7,Chamberí,802.18
2021,9,1,Organic,8,Fuencarral - El Pardo,1497.48
2021,9,1,Organic,9,Moncloa - Aravaca,913.34
2021,9,1,Organic,10,Latina,1251.16
2021,9,1,Packaging,1,Centro,235.1
2021,9,1,Packaging,6,Tetuán,352.4
2021,9,1,Packaging,7,Chamberí,335.96
2021,9,1,Packaging,8,Fuencarral - El Pardo,674.92
2021,9,1,Packaging,9,Moncloa - Aravaca,331.18
2021,9,1,Packaging,10,Latina,588.44
2021,9,1,Paper,1,Centro,542.44
2021,9,1,Paper,6,Tetuán,415.88
2021,9,1,Paper,7,Chamberí,329.46
2021,9,1,Paper,8,Fuencarral - El Pardo,690.01
2021,9,1,Paper,9,Moncloa - Aravaca,301.1
2021,9,1,Paper,10,Latina,328.51
2021,9,1,Rest,1,Centro,3895.28
2021,9,1,Rest,6,Tetuán,2566.28
2021,9,1,Rest,7,Chamberí,2195.18
2021,9,1,Rest,8,Fuencarral - El Pardo,3490.68
2021,9,1,Rest,9,Moncloa - Aravaca,2662.92
2021,9,1,Rest,10,Latina,3404.68
2021,9,2,CDW,3,Retiro,51.08
2021,9,2,CDW,4,Salamanca,91.91
2021,9,2,CDW,5,Chamartín,150.645
2021,9,2,CDW,14,Moratalaz,45.57
2021,9,2,CDW,15,Ciudad Lineal,43.4
2021,9,2,CDW,16,Hortaleza,31.0
2021,9,2,CDW,19,Vicálvaro,22.72
2021,9,2,CDW,20,San Blas - Canillejas,21.1
2021,9,2,CDW,21,Barajas,50.68
2021,9,2,cleanPoints,3,Retiro,6.52
2021,9,2,cleanPoints,5,Chamartín,124.52
2021,9,2,cleanPoints,14,Moratalaz,53.82
2021,9,2,cleanPoints,15,Ciudad Lineal,65.8
2021,9,2,cleanPoints,16,Hortaleza,75.34
2021,9,2,cleanPoints,19,Vicálvaro,24.3
2021,9,2,cleanPoints,20,San Blas - Canillejas,88.18
2021,9,2,cleanPoints,21,Barajas,35.5
2021,9,2,Clinicians,3,Retiro,169.96
2021,9,2,Clinicians,4,Salamanca,108.5
2021,9,2,Clinicians,15,Ciudad Lineal,112.08
2021,9,2,Glass,3,Retiro,275.9
2021,9,2,Glass,4,Salamanca,224.3
2021,9,2,Glass,5,Chamartín,292.94
2021,9,2,Glass,14,Moratalaz,203.64
2021,9,2,Glass,15,Ciudad Lineal,162.62
2021,9,2,Glass,16,Hortaleza,123.36
2021,9,2,Glass,19,Vicálvaro,177.06
2021,9,2,Glass,20,San Blas - Canillejas,162.0
2021,9,2,Glass,21,Barajas,100.9
2021,9,2,Organic,3,Retiro,651.36
2021,9,2,Organic,4,Salamanca,869.06
2021,9,2,Organic,5,Chamartín,881.26
2021,9,2,Organic,14,Moratalaz,454.06
2021,9,2,Organic,15,Ciudad Lineal,1076.8
2021,9,2,Organic,16,Hortaleza,916.1
2021,9,2,Organic,19,Vicálvaro,122.88
2021,9,2,Organic,20,San Blas - Canillejas,793.7
2021,9,2,Organic,21,Barajas,342.26
2021,9,2,Packaging,3,Retiro,262.8
2021,9,2,Packaging,4,Salamanca,347.64
2021,9,2,Packaging,5,Chamartín,361.22
2021,9,2,Packaging,14,Moratalaz,232.38
2021,9,2,Packaging,15,Ciudad Lineal,603.72
2021,9,2,Packaging,16,Hortaleza,573.5
2021,9,2,Packaging,19,Vicálvaro,265.5
2021,9,2,Packaging,20,San Blas - Canillejas,461.7
2021,9,2,Packaging,21,Barajas,135.54
2021,9,2,Paper,3,Retiro,292.12
2021,9,2,Paper,4,Salamanca,549.07
2021,9,2,Paper,5,Chamartín,352.19
2021,9,2,Paper,14,Moratalaz,82.87
2021,9,2,Paper,15,Ciudad Lineal,466.08
2021,9,2,Paper,16,Hortaleza,325.63
2021,9,2,Paper,19,Vicálvaro,112.99
2021,9,2,Paper,20,San Blas - Canillejas,375.07
2021,9,2,Paper,21,Barajas,69.94
2021,9,2,Rest,3,Retiro,1506.78
2021,9,2,Rest,4,Salamanca,2395.84
2021,9,2,Rest,5,Chamartín,2154.86
2021,9,2,Rest,14,Moratalaz,1220.96
2021,9,2,Rest,15,Ciudad Lineal,3094.06
2021,9,2,Rest,16,Hortaleza,3017.88
2021,9,2,Rest,19,Vicálvaro,1753.58
2021,9,2,Rest,20,San Blas - Canillejas,2426.06
2021,9,2,Rest,21,Barajas,821.94
2021,9,3,CDW,2,Arganzuela,49.19
2021,9,3,CDW,11,Carabanchel,53.78
2021,9,3,CDW,12,Usera,51.09
2021,9,3,CDW,13,Puente de Vallecas,40.98
2021,9,3,CDW,17,Villaverde,52.19
2021,9,3,CDW,18,Villa de Vallecas,115.27
2021,9,3,cleanPoints,2,Arganzuela,75.62
2021,9,3,cleanPoints,11,Carabanchel,40.14
2021,9,3,cleanPoints,12,Usera,32.42
2021,9,3,cleanPoints,13,Puente de Vallecas,42.12
2021,9,3,cleanPoints,17,Villaverde,46.96
2021,9,3,cleanPoints,18,Villa de Vallecas,63.26
2021,9,3,Clinicians,12,Usera,145.6
2021,9,3,Clinicians,13,Puente de Vallecas,36.56
2021,9,3,Clothes,18,Villa de Vallecas,0.18
2021,9,3,Glass,2,Arganzuela,202.48
2021,9,3,Glass,11,Carabanchel,218.84
2021,9,3,Glass,12,Usera,107.46
2021,9,3,Glass,13,Puente de Vallecas,247.52
2021,9,3,Glass,17,Villaverde,115.16
2021,9,3,Glass,18,Villa de Vallecas,74.54
2021,9,3,Organic,2,Arganzuela,633.16
2021,9,3,Organic,11,Carabanchel,1163.04
2021,9,3,Organic,12,Usera,553.66
2021,9,3,Organic,13,Puente de Vallecas,931.96
2021,9,3,Organic,17,Villaverde,714.72
2021,9,3,Organic,18,Villa de Vallecas,1429.06
2021,9,3,Packaging,2,Arganzuela,335.56
2021,9,3,Packaging,11,Carabanchel,762.06
2021,9,3,Packaging,12,Usera,401.82
2021,9,3,Packaging,13,Puente de Vallecas,792.82
2021,9,3,Packaging,17,Villaverde,515.84
2021,9,3,Packaging,18,Villa de Vallecas,321.1
2021,9,3,Paper,2,Arganzuela,386.645
2021,9,3,Paper,11,Carabanchel,349.94
2021,9,3,Paper,12,Usera,165.14
2021,9,3,Paper,13,Puente de Vallecas,268.42
2021,9,3,Paper,17,Villaverde,177.32
2021,9,3,Paper,18,Villa de Vallecas,156.24
2021,9,3,Rest,2,Arganzuela,1865.28
2021,9,3,Rest,11,Carabanchel,4257.02
2021,9,3,Rest,12,Usera,2086.62
2021,9,3,Rest,13,Puente de Vallecas,3999.84
2021,9,3,Rest,17,Villaverde,2497.64
2021,9,3,Rest,18,Villa de Vallecas,2938.72
2021,10,1,CDW,1,Centro,156.785
2021,10,1,CDW,6,Tetuán,44.765
2021,10,1,CDW,7,Chamberí,53.85
2021,10,1,CDW,8,Fuencarral - El Pardo,114.54
2021,10,1,CDW,9,Moncloa - Aravaca,91.88
2021,10,1,CDW,10,Latina,65.185
2021,10,1,cleanPoints,8,Fuencarral - El Pardo,144.16
2021,10,1,cleanPoints,9,Moncloa - Aravaca,87.5
2021,10,1,cleanPoints,10,Latina,135.78
2021,10,1,Clinicians,1,Centro,177.72
2021,10,1,Clinicians,6,Tetuán,15.6
2021,10,1,Clinicians,8,Fuencarral - El Pardo,320.76
2021,10,1,Clinicians,9,Moncloa - Aravaca,253.54
2021,10,1,Clinicians,10,Latina,20.32
2021,10,1,Clothes,8,Fuencarral - El Pardo,0.18
2021,10,1,Clothes,10,Latina,0.18
2021,10,1,Glass,1,Centro,765.24
2021,10,1,Glass,6,Tetuán,314.54
2021,10,1,Glass,7,Chamberí,253.6
2021,10,1,Glass,8,Fuencarral - El Pardo,397.38
2021,10,1,Glass,9,Moncloa - Aravaca,170.82
2021,10,1,Glass,10,Latina,188.2
2021,10,1,horseBed,9,Moncloa - Aravaca,43.525
2021,10,1,Organic,1,Centro,945.14
2021,10,1,Organic,6,Tetuán,787.14
2021,10,1,Organic,7,Chamberí,892.52
2021,10,1,Organic,8,Fuencarral - El Pardo,1544.2
2021,10,1,Organic,9,Moncloa - Aravaca,967.66
2021,10,1,Organic,10,Latina,1266.58
2021,10,1,Packaging,1,Centro,256.12
2021,10,1,Packaging,6,Tetuán,386.64
2021,10,1,Packaging,7,Chamberí,345.64
2021,10,1,Packaging,8,Fuencarral - El Pardo,690.92
2021,10,1,Packaging,9,Moncloa - Aravaca,338.46
2021,10,1,Packaging,10,Latina,611.84
2021,10,1,Paper,1,Centro,550.76
2021,10,1,Paper,6,Tetuán,409.62
2021,10,1,Paper,7,Chamberí,384.1
2021,10,1,Paper,8,Fuencarral - El Pardo,641.81
2021,10,1,Paper,9,Moncloa - Aravaca,298.45
2021,10,1,Paper,10,Latina,312.42
2021,10,1,Rest,1,Centro,4433.98
2021,10,1,Rest,6,Tetuán,2668.12
2021,10,1,Rest,7,Chamberí,2361.56
2021,10,1,Rest,8,Fuencarral - El Pardo,3537.66
2021,10,1,Rest,9,Moncloa - Aravaca,2674.3
2021,10,1,Rest,10,Latina,3508.02
2021,10,2,CDW,3,Retiro,68.96
2021,10,2,CDW,4,Salamanca,48.38
2021,10,2,CDW,5,Chamartín,48.46
2021,10,2,CDW,14,Moratalaz,56.8
2021,10,2,CDW,15,Ciudad Lineal,87.525
2021,10,2,CDW,16,Hortaleza,73.495
2021,10,2,CDW,19,Vicálvaro,27.66
2021,10,2,CDW,20,San Blas - Canillejas,31.74
2021,10,2,CDW,21,Barajas,31.06
2021,10,2,cleanPoints,3,Retiro,2.62
2021,10,2,cleanPoints,5,Chamartín,107.76
2021,10,2,cleanPoints,14,Moratalaz,45.98
2021,10,2,cleanPoints,15,Ciudad Lineal,74.82
2021,10,2,cleanPoints,16,Hortaleza,70.16
2021,10,2,cleanPoints,19,Vicálvaro,23.7
2021,10,2,cleanPoints,20,San Blas - Canillejas,69.48
2021,10,2,cleanPoints,21,Barajas,32.72
2021,10,2,Clinicians,3,Retiro,179.38
2021,10,2,Clinicians,4,Salamanca,118.7
2021,10,2,Clinicians,15,Ciudad Lineal,124.34
2021,10,2,Glass,3,Retiro,321.04
2021,10,2,Glass,4,Salamanca,383.38
2021,10,2,Glass,5,Chamartín,335.28
2021,10,2,Glass,14,Moratalaz,199.74
2021,10,2,Glass,15,Ciudad Lineal,191.96
2021,10,2,Glass,16,Hortaleza,189.5
2021,10,2,Glass,19,Vicálvaro,166.34
2021,10,2,Glass,20,San Blas - Canillejas,162.38
2021,10,2,Glass,21,Barajas,120.96
2021,10,2,Organic,3,Retiro,708.96
2021,10,2,Organic,4,Salamanca,963.54
2021,10,2,Organic,5,Chamartín,945.92
2021,10,2,Organic,14,Moratalaz,459.44
2021,10,2,Organic,15,Ciudad Lineal,1121.12
2021,10,2,Organic,16,Hortaleza,856.88
2021,10,2,Organic,19,Vicálvaro,119.34
2021,10,2,Organic,20,San Blas - Canillejas,806.18
2021,10,2,Organic,21,Barajas,420.34
2021,10,2,Packaging,3,Retiro,274.62
2021,10,2,Packaging,4,Salamanca,359.42
2021,10,2,Packaging,5,Chamartín,366.58
2021,10,2,Packaging,14,Moratalaz,239.32
2021,10,2,Packaging,15,Ciudad Lineal,625.78
2021,10,2,Packaging,16,Hortaleza,576.12
2021,10,2,Packaging,19,Vicálvaro,267.62
2021,10,2,Packaging,20,San Blas - Canillejas,482.84
2021,10,2,Packaging,21,Barajas,135.24
2021,10,2,Paper,3,Retiro,330.01
2021,10,2,Paper,4,Salamanca,577.92
2021,10,2,Paper,5,Chamartín,328.45
2021,10,2,Paper,14,Moratalaz,107.02
2021,10,2,Paper,15,Ciudad Lineal,454.86
2021,10,2,Paper,16,Hortaleza,297.36
2021,10,2,Paper,19,Vicálvaro,83.12
2021,10,2,Paper,20,San Blas - Canillejas,354.56
2021,10,2,Paper,21,Barajas,49.51
2021,10,2,Rest,3,Retiro,1549.06
2021,10,2,Rest,4,Salamanca,2584.82
2021,10,2,Rest,5,Chamartín,2266.32
2021,10,2,Rest,14,Moratalaz,1262.74
2021,10,2,Rest,15,Ciudad Lineal,3183.86
2021,10,2,Rest,16,Hortaleza,3010.42
2021,10,2,Rest,19,Vicálvaro,1625.04
2021,10,2,Rest,20,San Blas - Canillejas,2517.78
2021,10,2,Rest,21,Barajas,841.96
2021,10,3,CDW,2,Arganzuela,42.08
2021,10,3,CDW,11,Carabanchel,53.49
2021,10,3,CDW,12,Usera,44.96
2021,10,3,CDW,13,Puente de Vallecas,40.57
2021,10,3,CDW,17,Villaverde,43.57
2021,10,3,CDW,18,Villa de Vallecas,95.53
2021,10,3,cleanPoints,2,Arganzuela,63.14
2021,10,3,cleanPoints,11,Carabanchel,42.22
2021,10,3,cleanPoints,12,Usera,32.12
2021,10,3,cleanPoints,13,Puente de Vallecas,32.94
2021,10,3,cleanPoints,17,Villaverde,47.7
2021,10,3,cleanPoints,18,Villa de Vallecas,84.0
2021,10,3,Clinicians,12,Usera,159.78
2021,10,3,Clinicians,13,Puente de Vallecas,37.46
2021,10,3,Glass,2,Arganzuela,256.18
2021,10,3,Glass,11,Carabanchel,292.8
2021,10,3,Glass,12,Usera,104.58
2021,10,3,Glass,13,Puente de Vallecas,220.54
2021,10,3,Glass,17,Villaverde,123.52
2021,10,3,Glass,18,Villa de Vallecas,85.36
2021,10,3,Organic,2,Arganzuela,677.82
2021,10,3,Organic,11,Carabanchel,1182.24
2021,10,3,Organic,12,Usera,553.82
2021,10,3,Organic,13,Puente de Vallecas,959.8
2021,10,3,Organic,17,Villaverde,723.42
2021,10,3,Organic,18,Villa de Vallecas,1319.7
2021,10,3,Packaging,2,Arganzuela,334.62
2021,10,3,Packaging,11,Carabanchel,771.6
2021,10,3,Packaging,12,Usera,416.08
2021,10,3,Packaging,13,Puente de Vallecas,821.24
2021,10,3,Packaging,17,Villaverde,512.14
2021,10,3,Packaging,18,Villa de Vallecas,321.76
2021,10,3,Paper,2,Arganzuela,388.56
2021,10,3,Paper,11,Carabanchel,326.84
2021,10,3,Paper,12,Usera,148.0
2021,10,3,Paper,13,Puente de Vallecas,280.24
2021,10,3,Paper,17,Villaverde,164.18
2021,10,3,Paper,18,Villa de Vallecas,141.58
2021,10,3,Rest,2,Arganzuela,1961.38
2021,10,3,Rest,11,Carabanchel,4388.5
2021,10,3,Rest,12,Usera,2144.06
2021,10,3,Rest,13,Puente de Vallecas,4040.72
2021,10,3,Rest,17,Villaverde,2575.2
2021,10,3,Rest,18,Villa de Vallecas,2846.02
2021,11,1,CDW,1,Centro,116.72
2021,11,1,CDW,6,Tetuán,58.875
2021,11,1,CDW,7,Chamberí,56.155
2021,11,1,CDW,8,Fuencarral - El Pardo,107.59
2021,11,1,CDW,9,Moncloa - Aravaca,90.99
2021,11,1,CDW,10,Latina,90.17
2021,11,1,cleanPoints,8,Fuencarral - El Pardo,122.62
2021,11,1,cleanPoints,9,Moncloa - Aravaca,82.96
2021,11,1,cleanPoints,10,Latina,124.14
2021,11,1,Clinicians,1,Centro,182.36
2021,11,1,Clinicians,6,Tetuán,13.12
2021,11,1,Clinicians,8,Fuencarral - El Pardo,324.92
2021,11,1,Clinicians,9,Moncloa - Aravaca,241.0
2021,11,1,Clinicians,10,Latina,21.34
2021,11,1,Glass,1,Centro,813.44
2021,11,1,Glass,6,Tetuán,379.3
2021,11,1,Glass,7,Chamberí,249.88
2021,11,1,Glass,8,Fuencarral - El Pardo,419.08
2021,11,1,Glass,9,Moncloa - Aravaca,171.44
2021,11,1,Glass,10,Latina,195.0
2021,11,1,horseBed,9,Moncloa - Aravaca,47.93
2021,11,1,Organic,1,Centro,959.4
2021,11,1,Organic,6,Tetuán,764.5
2021,11,1,Organic,7,Chamberí,876.1
2021,11,1,Organic,8,Fuencarral - El Pardo,1551.16
2021,11,1,Organic,9,Moncloa - Aravaca,1014.24
2021,11,1,Organic,10,Latina,1263.26
2021,11,1,Packaging,1,Centro,242.68
2021,11,1,Packaging,6,Tetuán,346.88
2021,11,1,Packaging,7,Chamberí,368.9
2021,11,1,Packaging,8,Fuencarral - El Pardo,676.36
2021,11,1,Packaging,9,Moncloa - Aravaca,325.82
2021,11,1,Packaging,10,Latina,611.56
2021,11,1,Paper,1,Centro,539.91
2021,11,1,Paper,6,Tetuán,407.9
2021,11,1,Paper,7,Chamberí,348.26
2021,11,1,Paper,8,Fuencarral - El Pardo,666.55
2021,11,1,Paper,9,Moncloa - Aravaca,262.08
2021,11,1,Paper,10,Latina,309.2
2021,11,1,Rest,1,Centro,4438.98
2021,11,1,Rest,6,Tetuán,2592.96
2021,11,1,Rest,7,Chamberí,2312.24
2021,11,1,Rest,8,Fuencarral - El Pardo,3501.52
2021,11,1,Rest,9,Moncloa - Aravaca,2689.46
2021,11,1,Rest,10,Latina,3453.78
2021,11,2,CDW,3,Retiro,59.38
2021,11,2,CDW,4,Salamanca,25.52
2021,11,2,CDW,5,Chamartín,172.18
2021,11,2,CDW,14,Moratalaz,51.5
2021,11,2,CDW,15,Ciudad Lineal,79.05
2021,11,2,CDW,16,Hortaleza,24.12
2021,11,2,CDW,19,Vicálvaro,39.26
2021,11,2,CDW,20,San Blas - Canillejas,75.74
2021,11,2,CDW,21,Barajas,88.42
2021,11,2,cleanPoints,3,Retiro,2.02
2021,11,2,cleanPoints,5,Chamartín,95.92
2021,11,2,cleanPoints,14,Moratalaz,57.88
2021,11,2,cleanPoints,15,Ciudad Lineal,62.9
2021,11,2,cleanPoints,16,Hortaleza,66.64
2021,11,2,cleanPoints,19,Vicálvaro,19.34
2021,11,2,cleanPoints,20,San Blas - Canillejas,58.52
2021,11,2,cleanPoints,21,Barajas,35.06
2021,11,2,Clinicians,3,Retiro,178.64
2021,11,2,Clinicians,4,Salamanca,123.42
2021,11,2,Clinicians,15,Ciudad Lineal,125.08
2021,11,2,Glass,3,Retiro,320.48
2021,11,2,Glass,4,Salamanca,364.44
2021,11,2,Glass,5,Chamartín,332.84
2021,11,2,Glass,14,Moratalaz,214.82
2021,11,2,Glass,15,Ciudad Lineal,179.86
2021,11,2,Glass,16,Hortaleza,144.64
2021,11,2,Glass,19,Vicálvaro,160.56
2021,11,2,Glass,20,San Blas - Canillejas,158.24
2021,11,2,Glass,21,Barajas,114.9
2021,11,2,Organic,3,Retiro,700.8
2021,11,2,Organic,4,Salamanca,962.36
2021,11,2,Organic,5,Chamartín,955.22
2021,11,2,Organic,14,Moratalaz,480.08
2021,11,2,Organic,15,Ciudad Lineal,1121.84
2021,11,2,Organic,16,Hortaleza,892.08
2021,11,2,Organic,19,Vicálvaro,119.82
2021,11,2,Organic,20,San Blas - Canillejas,824.4
2021,11,2,Organic,21,Barajas,434.06
2021,11,2,Packaging,3,Retiro,256.86
2021,11,2,Packaging,4,Salamanca,338.9
2021,11,2,Packaging,5,Chamartín,381.26
2021,11,2,Packaging,14,Moratalaz,236.1
2021,11,2,Packaging,15,Ciudad Lineal,614.52
2021,11,2,Packaging,16,Hortaleza,579.3
2021,11,2,Packaging,19,Vicálvaro,275.18
2021,11,2,Packaging,20,San Blas - Canillejas,458.84
2021,11,2,Packaging,21,Barajas,131.62
2021,11,2,Paper,3,Retiro,312.72
2021,11,2,Paper,4,Salamanca,551.72
2021,11,2,Paper,5,Chamartín,352.87
2021,11,2,Paper,14,Moratalaz,102.58
2021,11,2,Paper,15,Ciudad Lineal,433.86
2021,11,2,Paper,16,Hortaleza,302.61
2021,11,2,Paper,19,Vicálvaro,78.4
2021,11,2,Paper,20,San Blas - Canillejas,373.96
2021,11,2,Paper,21,Barajas,61.21
2021,11,2,Rest,3,Retiro,1587.6
2021,11,2,Rest,4,Salamanca,2509.94
2021,11,2,Rest,5,Chamartín,2258.58
2021,11,2,Rest,14,Moratalaz,1245.72
2021,11,2,Rest,15,Ciudad Lineal,3111.08
2021,11,2,Rest,16,Hortaleza,2942.0
2021,11,2,Rest,19,Vicálvaro,1781.88
2021,11,2,Rest,20,San Blas - Canillejas,2500.7
2021,11,2,Rest,21,Barajas,817.74
2021,11,3,CDW,2,Arganzuela,33.47
2021,11,3,CDW,11,Carabanchel,54.44
2021,11,3,CDW,12,Usera,45.29
2021,11,3,CDW,13,Puente de Vallecas,51.69
2021,11,3,CDW,17,Villaverde,49.8
2021,11,3,CDW,18,Villa de Vallecas,113.32
2021,11,3,cleanPoints,2,Arganzuela,62.9
2021,11,3,cleanPoints,11,Carabanchel,39.64
2021,11,3,cleanPoints,12,Usera,23.24
2021,11,3,cleanPoints,13,Puente de Vallecas,33.14
2021,11,3,cleanPoints,17,Villaverde,33.92
2021,11,3,cleanPoints,18,Villa de Vallecas,55.44
2021,11,3,Clinicians,12,Usera,158.56
2021,11,3,Clinicians,13,Puente de Vallecas,40.5
2021,11,3,Glass,2,Arganzuela,284.06
2021,11,3,Glass,11,Carabanchel,284.52
2021,11,3,Glass,12,Usera,106.96
2021,11,3,Glass,13,Puente de Vallecas,168.0
2021,11,3,Glass,17,Villaverde,134.66
2021,11,3,Glass,18,Villa de Vallecas,66.64
2021,11,3,Organic,2,Arganzuela,643.42
2021,11,3,Organic,11,Carabanchel,1161.98
2021,11,3,Organic,12,Usera,535.48
2021,11,3,Organic,13,Puente de Vallecas,953.78
2021,11,3,Organic,17,Villaverde,704.2
2021,11,3,Organic,18,Villa de Vallecas,1399.9
2021,11,3,Packaging,2,Arganzuela,354.74
2021,11,3,Packaging,11,Carabanchel,770.0
2021,11,3,Packaging,12,Usera,393.32
2021,11,3,Packaging,13,Puente de Vallecas,784.84
2021,11,3,Packaging,17,Villaverde,503.84
2021,11,3,Packaging,18,Villa de Vallecas,319.66
2021,11,3,Paper,2,Arganzuela,407.68
2021,11,3,Paper,11,Carabanchel,305.46
2021,11,3,Paper,12,Usera,140.86
2021,11,3,Paper,13,Puente de Vallecas,265.18
2021,11,3,Paper,17,Villaverde,165.22
2021,11,3,Paper,18,Villa de Vallecas,159.38
2021,11,3,Rest,2,Arganzuela,1911.7
2021,11,3,Rest,11,Carabanchel,4265.54
2021,11,3,Rest,12,Usera,2059.7
2021,11,3,Rest,13,Puente de Vallecas,3900.2
2021,11,3,Rest,17,Villaverde,2500.84
2021,11,3,Rest,18,Villa de Vallecas,2843.84
2021,12,1,CDW,1,Centro,181.47
2021,12,1,CDW,6,Tetuán,27.175
2021,12,1,CDW,7,Chamberí,18.275
2021,12,1,CDW,8,Fuencarral - El Pardo,60.18
2021,12,1,CDW,9,Moncloa - Aravaca,53.06
2021,12,1,CDW,10,Latina,44.72
2021,12,1,cleanPoints,8,Fuencarral - El Pardo,109.44
2021,12,1,cleanPoints,9,Moncloa - Aravaca,67.4
2021,12,1,cleanPoints,10,Latina,110.28
2021,12,1,Clinicians,1,Centro,164.72
2021,12,1,Clinicians,6,Tetuán,14.38
2021,12,1,Clinicians,8,Fuencarral - El Pardo,319.12
2021,12,1,Clinicians,9,Moncloa - Aravaca,226.42
2021,12,1,Clinicians,10,Latina,22.74
2021,12,1,Glass,1,Centro,752.42
2021,12,1,Glass,6,Tetuán,394.48
2021,12,1,Glass,7,Chamberí,248.9
2021,12,1,Glass,8,Fuencarral - El Pardo,433.44
2021,12,1,Glass,9,Moncloa - Aravaca,249.86
2021,12,1,Glass,10,Latina,177.92
2021,12,1,horseBed,9,Moncloa - Aravaca,44.535
2021,12,1,Organic,1,Centro,977.26
2021,12,1,Organic,6,Tetuán,774.42
2021,12,1,Organic,7,Chamberí,891.52
2021,12,1,Organic,8,Fuencarral - El Pardo,1530.08
2021,12,1,Organic,9,Moncloa - Aravaca,981.3
2021,12,1,Organic,10,Latina,1313.76
2021,12,1,Packaging,1,Centro,243.78
2021,12,1,Packaging,6,Tetuán,397.32
2021,12,1,Packaging,7,Chamberí,331.08
2021,12,1,Packaging,8,Fuencarral - El Pardo,702.32
2021,12,1,Packaging,9,Moncloa - Aravaca,351.26
2021,12,1,Packaging,10,Latina,607.34
2021,12,1,Paper,1,Centro,549.8
2021,12,1,Paper,6,Tetuán,451.34
2021,12,1,Paper,7,Chamberí,369.16
2021,12,1,Paper,8,Fuencarral - El Pardo,702.24
2021,12,1,Paper,9,Moncloa - Aravaca,313.88
2021,12,1,Paper,10,Latina,334.0
2021,12,1,Rest,1,Centro,4558.48
2021,12,1,Rest,6,Tetuán,2681.58
2021,12,1,Rest,7,Chamberí,2348.68
2021,12,1,Rest,8,Fuencarral - El Pardo,3620.2
2021,12,1,Rest,9,Moncloa - Aravaca,2550.12
2021,12,1,Rest,10,Latina,3533.3
2021,12,2,CDW,3,Retiro,62.9
2021,12,2,CDW,4,Salamanca,40.0
