Año;Mes;Lote;Fracción;Distrito;NOMBRE;Total
2022;marzo;2;PUNTOS LIMPIOS;16;Hortaleza;61,22
2022;marzo;2;PUNTOS LIMPIOS;19;Vicálvaro;25,5
2022;marzo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;71,88
2022;marzo;2;PUNTOS LIMPIOS;21;Barajas;36,82
2022;marzo;2;RCD;3;Retiro;14,12
2022;marzo;2;RCD;4;Salamanca;62,84
2022;marzo;2;RCD;5;Chamartín;111,65
2022;marzo;2;RCD;14;Moratalaz;83,71
2022;marzo;2;RCD;15;Ciudad Lineal;112,12
2022;marzo;2;RCD;16;Hortaleza;90,34
2022;marzo;2;RCD;19;Vicálvaro;68,86
2022;marzo;2;RCD;20;San Blas - Canillejas;89,68
2022;marzo;2;RCD;21;Barajas;22,82
2022;marzo;2;RESTO;3;Retiro;1485,12
2022;marzo;2;RESTO;4;Salamanca;2540,88
2022;marzo;2;RESTO;5;Chamartín;2286,74
2022;marzo;2;RESTO;14;Moratalaz;1236,34
2022;marzo;2;RESTO;15;Ciudad Lineal;3219,3
2022;marzo;2;RESTO;16;Hortaleza;2889,64
2022;marzo;2;RESTO;19;Vicálvaro;1961,9
2022;marzo;2;RESTO;20;San Blas - Canillejas;2651,66
2022;marzo;2;RESTO;21;Barajas;841,52
2022;marzo;2;VIDRIO;3;Retiro;351,8
2022;marzo;2;VIDRIO;4;Salamanca;343,54
2022;marzo;2;VIDRIO;5;Chamartín;345,76
2022;marzo;2;VIDRIO;14;Moratalaz;269,62
2022;marzo;2;VIDRIO;15;Ciudad Lineal;192,86
2022;marzo;2;VIDRIO;16;Hortaleza;191,38
2022;marzo;2;VIDRIO;19;Vicálvaro;183,44
2022;marzo;2;VIDRIO;20;San Blas - Canillejas;171,16
2022;marzo;2;VIDRIO;21;Barajas;138,16
2022;marzo;2;VIDRIO COMERCIAL;4;Salamanca;60,18
2022;marzo;3;PAPEL-CARTON;2;Arganzuela;355,44
2022;marzo;3;PAPEL-CARTON;11;Carabanchel;314,6
2022;marzo;3;PAPEL-CARTON;12;Usera;135,1
2022;marzo;3;PAPEL-CARTON;13;Puente de Vallecas;242,64
2022;marzo;3;PAPEL-CARTON;17;Villaverde;155,32
2022;marzo;3;PAPEL-CARTON;18;Villa de Vallecas;149,3
2022;marzo;3;CARTON COMERCIAL;2;Arganzuela;30,26
2022;marzo;3;CARTON COMERCIAL;11;Carabanchel;36,12
2022;marzo;3;CARTON COMERCIAL;12;Usera;14
2022;marzo;3;CARTON COMERCIAL;13;Puente de Vallecas;21,02
2022;marzo;3;CARTON COMERCIAL;17;Villaverde;7,5
2022;marzo;3;CLINICOS;12;Usera;165,16
2022;marzo;3;CLINICOS;13;Puente de Vallecas;40,1
2022;marzo;3;CONTENEDORES DE ROPA;17;Villaverde;0,18
2022;marzo;3;ENVASES;2;Arganzuela;352
2022;marzo;3;ENVASES;11;Carabanchel;801,7
2022;marzo;3;ENVASES;12;Usera;413,6
2022;marzo;3;ENVASES;13;Puente de Vallecas;837,38
2022;marzo;3;ENVASES;17;Villaverde;537,18
2022;marzo;3;ENVASES;18;Villa de Vallecas;332,44
2022;marzo;3;ORGANICA;2;Arganzuela;671,86
2022;marzo;3;ORGANICA;11;Carabanchel;1161,44
2022;marzo;3;ORGANICA;12;Usera;528,22
2022;marzo;3;ORGANICA;13;Puente de Vallecas;946,54
2022;marzo;3;ORGANICA;17;Villaverde;716,86
2022;marzo;3;ORGANICA;18;Villa de Vallecas;1377,68
2022;marzo;3;PUNTOS LIMPIOS;2;Arganzuela;67,96
2022;marzo;3;PUNTOS LIMPIOS;11;Carabanchel;40,18
2022;marzo;3;PUNTOS LIMPIOS;12;Usera;39,92
2022;marzo;3;PUNTOS LIMPIOS;13;Puente de Vallecas;32,12
2022;marzo;3;PUNTOS LIMPIOS;17;Villaverde;47,18
2022;marzo;3;PUNTOS LIMPIOS;18;Villa de Vallecas;69,96
2022;marzo;3;RCD;2;Arganzuela;27,6
2022;marzo;3;RCD;11;Carabanchel;43,99
2022;marzo;3;RCD;12;Usera;61,29
2022;marzo;3;RCD;13;Puente de Vallecas;29,63
2022;marzo;3;RCD;17;Villaverde;56,8
2022;marzo;3;RCD;18;Villa de Vallecas;100,49
2022;marzo;3;RESTO;2;Arganzuela;1946,18
2022;marzo;3;RESTO;11;Carabanchel;4391,26
2022;marzo;3;RESTO;12;Usera;2170,73
2022;marzo;3;RESTO;13;Puente de Vallecas;3865
2022;marzo;3;RESTO;17;Villaverde;2537,2
2022;marzo;3;RESTO;18;Villa de Vallecas;2763,96
2022;marzo;3;VIDRIO;2;Arganzuela;108,06
2022;marzo;3;VIDRIO;11;Carabanchel;190,62
2022;marzo;3;VIDRIO;12;Usera;282,98
2022;marzo;3;VIDRIO;13;Puente de Vallecas;255,86
2022;marzo;3;VIDRIO;17;Villaverde;94,04
2022;marzo;3;VIDRIO;18;Villa de Vallecas;199,22
2022;marzo;3;VIDRIO COMERCIAL;13;Puente de Vallecas;5,92
2022;marzo;3;ANIMALES MUERTOS;99;Sin Distrito;10,5
2022;marzo;3;PILAS;99;Sin Distrito;6,27
2022;abril;1;PAPEL-CARTON;1;Centro;390,84
2022;abril;1;PAPEL-CARTON;6;Tetuán;354,2
2022;abril;1;PAPEL-CARTON;7;Chamberí;267,12
2022;abril;1;PAPEL-CARTON;8;Fuencarral - El Pardo;592,84
2022;abril;1;PAPEL-CARTON;9;Moncloa - Aravaca;266,05
2022;abril;1;PAPEL-CARTON;10;Latina;271,24
2022;abril;1;CARTON COMERCIAL;1;Centro;126,617
2022;abril;1;CARTON COMERCIAL;6;Tetuán;59,62337959
2022;abril;1;CARTON COMERCIAL;7;Chamberí;61,48
2022;abril;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;2,82
2022;abril;1;CARTON COMERCIAL;9;Moncloa - Aravaca;1,48
2022;abril;1;CARTON COMERCIAL;10;Latina;0,94
2022;abril;1;CAMA DE CABALLO;9;Moncloa - Aravaca;63,95
2022;abril;1;CLINICOS;1;Centro;162,26
2022;abril;1;CLINICOS;6;Tetuán;12,3
2022;abril;1;CLINICOS;8;Fuencarral - El Pardo;294,68
2022;abril;1;CLINICOS;9;Moncloa - Aravaca;240,44
2022;abril;1;CLINICOS;10;Latina;26,4
2022;abril;1;CONTENEDORES DE ROPA;8;Fuencarral - El Pardo;0,36
2022;abril;1;CONTENEDORES DE ROPA;9;Moncloa - Aravaca;0,18
2022;abril;1;ENVASES;1;Centro;241,22
2022;abril;1;ENVASES;6;Tetuán;358,72
2022;abril;1;ENVASES;7;Chamberí;320,48
2022;abril;1;ENVASES;8;Fuencarral - El Pardo;639,5
2022;abril;1;ENVASES;9;Moncloa - Aravaca;300,76
2022;abril;1;ENVASES;10;Latina;590,4
2022;abril;1;ORGANICA;1;Centro;1014,58
2022;abril;1;ORGANICA;6;Tetuán;771,6
2022;abril;1;ORGANICA;7;Chamberí;794,32
2022;abril;1;ORGANICA;8;Fuencarral - El Pardo;1425,54
2022;abril;1;ORGANICA;9;Moncloa - Aravaca;959,38
2022;abril;1;ORGANICA;10;Latina;1231,8
2022;abril;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;108,92
2022;abril;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;66,7
2022;abril;1;PUNTOS LIMPIOS;10;Latina;109
2022;abril;1;RCD;1;Centro;154,69
2022;abril;1;RCD;6;Tetuán;50,74
2022;abril;1;RCD;7;Chamberí;48,995
2022;abril;1;RCD;8;Fuencarral - El Pardo;99,905
2022;abril;1;RCD;9;Moncloa - Aravaca;60,65
2022;abril;1;RCD;10;Latina;59,07
2022;abril;1;RESTO;1;Centro;4333,86
2022;abril;1;RESTO;6;Tetuán;2459,08
2022;abril;1;RESTO;7;Chamberí;2102,88
2022;abril;1;RESTO;8;Fuencarral - El Pardo;3254,06
2022;abril;1;RESTO;9;Moncloa - Aravaca;2292,2
2022;abril;1;RESTO;10;Latina;3182,3
2022;abril;1;VIDRIO;1;Centro;666,48
2022;abril;1;VIDRIO;6;Tetuán;333,72
2022;abril;1;VIDRIO;7;Chamberí;255,88
2022;abril;1;VIDRIO;8;Fuencarral - El Pardo;397,8
2022;abril;1;VIDRIO;9;Moncloa - Aravaca;158,68
2022;abril;1;VIDRIO;10;Latina;187,36
2022;abril;1;VIDRIO COMERCIAL;1;Centro;75
2022;abril;2;PAPEL-CARTON;3;Retiro;228,32
2022;abril;2;PAPEL-CARTON;4;Salamanca;386,79
2022;abril;2;PAPEL-CARTON;5;Chamartín;265,04
2022;abril;2;PAPEL-CARTON;14;Moratalaz;97,93
2022;abril;2;PAPEL-CARTON;15;Ciudad Lineal;367,55
2022;abril;2;PAPEL-CARTON;16;Hortaleza;253,38
2022;abril;2;PAPEL-CARTON;19;Vicálvaro;63,47
2022;abril;2;PAPEL-CARTON;20;San Blas - Canillejas;270,39
2022;abril;2;PAPEL-CARTON;21;Barajas;61,36
2022;abril;2;CARTON COMERCIAL;3;Retiro;68,05
2022;abril;2;CARTON COMERCIAL;4;Salamanca;116,07
2022;abril;2;CARTON COMERCIAL;5;Chamartín;58,43
2022;abril;2;CARTON COMERCIAL;14;Moratalaz;4,43
2022;abril;2;CARTON COMERCIAL;15;Ciudad Lineal;8,15
2022;abril;2;CARTON COMERCIAL;16;Hortaleza;55,07
2022;abril;2;CARTON COMERCIAL;19;Vicálvaro;3,57
2022;abril;2;CARTON COMERCIAL;20;San Blas - Canillejas;55,56
2022;abril;2;CARTON COMERCIAL;21;Barajas;0,28
2022;abril;2;CLINICOS;3;Retiro;172,96
2022;abril;2;CLINICOS;4;Salamanca;117,46
2022;abril;2;CLINICOS;15;Ciudad Lineal;115,42
2022;abril;2;CONTENEDORES DE ROPA;16;Hortaleza;0,18
2022;abril;2;ENVASES;3;Retiro;250,24
2022;abril;2;ENVASES;4;Salamanca;330,08
2022;abril;2;ENVASES;5;Chamartín;342,82
2022;abril;2;ENVASES;14;Moratalaz;212,8
2022;abril;2;ENVASES;15;Ciudad Lineal;625,46
2022;abril;2;ENVASES;16;Hortaleza;533,84
2022;abril;2;ENVASES;19;Vicálvaro;294,78
2022;abril;2;ENVASES;20;San Blas - Canillejas;457,92
2022;abril;2;ENVASES;21;Barajas;116,94
2022;abril;2;ORGANICA;3;Retiro;660,3
2022;abril;2;ORGANICA;4;Salamanca;980,5
2022;abril;2;ORGANICA;5;Chamartín;901,28
2022;abril;2;ORGANICA;14;Moratalaz;481,06
2022;abril;2;ORGANICA;15;Ciudad Lineal;1082,7
2022;abril;2;ORGANICA;16;Hortaleza;836
2022;abril;2;ORGANICA;19;Vicálvaro;214,52
2022;abril;2;ORGANICA;20;San Blas - Canillejas;687,9
2022;abril;2;ORGANICA;21;Barajas;403,12
2022;abril;2;PUNTOS LIMPIOS;3;Retiro;2,04
2022;abril;2;PUNTOS LIMPIOS;5;Chamartín;85,64
2022;abril;2;PUNTOS LIMPIOS;14;Moratalaz;43,2
2022;abril;2;PUNTOS LIMPIOS;15;Ciudad Lineal;64,94
2022;abril;2;PUNTOS LIMPIOS;16;Hortaleza;62,28
2022;abril;2;PUNTOS LIMPIOS;19;Vicálvaro;30,96
2022;abril;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;60,62
2022;abril;2;PUNTOS LIMPIOS;21;Barajas;26,92
2022;abril;2;RCD;3;Retiro;80,305
2022;abril;2;RCD;4;Salamanca;56,82
2022;abril;2;RCD;5;Chamartín;88,48
2022;abril;2;RCD;14;Moratalaz;80,88
2022;abril;2;RCD;15;Ciudad Lineal;101,06
2022;abril;2;RCD;16;Hortaleza;68,785
2022;abril;2;RCD;19;Vicálvaro;36,51
2022;abril;2;RCD;20;San Blas - Canillejas;57,5
2022;abril;2;RCD;21;Barajas;22,06
2022;abril;2;RESTO;3;Retiro;1445,3
2022;abril;2;RESTO;4;Salamanca;2288,54
2022;abril;2;RESTO;5;Chamartín;2040,24
2022;abril;2;RESTO;14;Moratalaz;1144,7
2022;abril;2;RESTO;15;Ciudad Lineal;2956,76
2022;abril;2;RESTO;16;Hortaleza;2704
2022;abril;2;RESTO;19;Vicálvaro;1764,22
2022;abril;2;RESTO;20;San Blas - Canillejas;2482,62
2022;abril;2;RESTO;21;Barajas;798,56
2022;abril;2;VIDRIO;3;Retiro;308,74
2022;abril;2;VIDRIO;4;Salamanca;239,36
2022;abril;2;VIDRIO;5;Chamartín;311,54
2022;abril;2;VIDRIO;14;Moratalaz;182,9
2022;abril;2;VIDRIO;15;Ciudad Lineal;148,12
2022;abril;2;VIDRIO;16;Hortaleza;166,48
2022;abril;2;VIDRIO;19;Vicálvaro;182,74
2022;abril;2;VIDRIO;20;San Blas - Canillejas;151,82
2022;abril;2;VIDRIO;21;Barajas;86,76
2022;abril;2;VIDRIO COMERCIAL;4;Salamanca;63,86
2022;abril;3;PAPEL-CARTON;2;Arganzuela;337,58
2022;abril;3;PAPEL-CARTON;11;Carabanchel;291,52
2022;abril;3;PAPEL-CARTON;12;Usera;115,08
2022;abril;3;PAPEL-CARTON;13;Puente de Vallecas;216,48
2022;abril;3;PAPEL-CARTON;17;Villaverde;132,94
2022;abril;3;PAPEL-CARTON;18;Villa de Vallecas;131,1
2022;abril;3;CARTON COMERCIAL;2;Arganzuela;26,5
2022;abril;3;CARTON COMERCIAL;11;Carabanchel;37,94
2022;abril;3;CARTON COMERCIAL;12;Usera;12,74
2022;abril;3;CARTON COMERCIAL;13;Puente de Vallecas;17,06
2022;abril;3;CARTON COMERCIAL;17;Villaverde;6,7
2022;abril;3;CLINICOS;12;Usera;151,14
2022;abril;3;CLINICOS;13;Puente de Vallecas;36,1
2022;abril;3;ENVASES;2;Arganzuela;323,34
2022;abril;3;ENVASES;11;Carabanchel;776,32
2022;abril;3;ENVASES;12;Usera;402,3
2022;abril;3;ENVASES;13;Puente de Vallecas;811,36
2022;abril;3;ENVASES;17;Villaverde;513,48
2022;abril;3;ENVASES;18;Villa de Vallecas;306,86
2022;abril;3;ORGANICA;2;Arganzuela;628,78
2022;abril;3;ORGANICA;11;Carabanchel;1111,94
2022;abril;3;ORGANICA;12;Usera;529,3
2022;abril;3;ORGANICA;13;Puente de Vallecas;931,82
2022;abril;3;ORGANICA;17;Villaverde;725,14
2022;abril;3;ORGANICA;18;Villa de Vallecas;1608,52
2022;abril;3;PUNTOS LIMPIOS;2;Arganzuela;52,86
2022;abril;3;PUNTOS LIMPIOS;11;Carabanchel;46,78
2022;abril;3;PUNTOS LIMPIOS;12;Usera;15,62
2022;abril;3;PUNTOS LIMPIOS;13;Puente de Vallecas;36,86
2022;abril;3;PUNTOS LIMPIOS;17;Villaverde;48,1
2022;abril;3;PUNTOS LIMPIOS;18;Villa de Vallecas;58,92
2022;abril;3;RCD;2;Arganzuela;27,87
2022;abril;3;RCD;11;Carabanchel;25,36
2022;abril;3;RCD;12;Usera;59,49
2022;abril;3;RCD;13;Puente de Vallecas;32,93
2022;abril;3;RCD;17;Villaverde;51,91
2022;abril;3;RCD;18;Villa de Vallecas;169,045
2022;abril;3;RESTO;2;Arganzuela;1815,48
2022;abril;3;RESTO;11;Carabanchel;4137,08
2022;abril;3;RESTO;12;Usera;2039,46
2022;abril;3;RESTO;13;Puente de Vallecas;3816,7
2022;abril;3;RESTO;17;Villaverde;2440,16
2022;abril;3;RESTO;18;Villa de Vallecas;2556,38
2022;abril;3;VIDRIO;2;Arganzuela;197,78
2022;abril;3;VIDRIO;11;Carabanchel;153,12
2022;abril;3;VIDRIO;12;Usera;188,54
2022;abril;3;VIDRIO;13;Puente de Vallecas;104,96
2022;abril;3;VIDRIO;17;Villaverde;152,64
2022;abril;3;VIDRIO;18;Villa de Vallecas;272,76
2022;abril;3;VIDRIO COMERCIAL;13;Puente de Vallecas;2,12
2022;abril;3;ANIMALES MUERTOS;99;Sin Distrito;7,3
2022;mayo;1;PAPEL-CARTON;1;Centro;390,21
2022;mayo;1;PAPEL-CARTON;6;Tetuán;337,8
2022;mayo;1;PAPEL-CARTON;7;Chamberí;257,94
2022;mayo;1;PAPEL-CARTON;8;Fuencarral - El Pardo;598,63
2022;mayo;1;PAPEL-CARTON;9;Moncloa - Aravaca;300,16
2022;mayo;1;PAPEL-CARTON;10;Latina;310,5
2022;mayo;1;CARTON COMERCIAL;1;Centro;140,44
2022;mayo;1;CARTON COMERCIAL;6;Tetuán;73,9
2022;mayo;1;CARTON COMERCIAL;7;Chamberí;83,44
2022;mayo;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,3
2022;mayo;1;CARTON COMERCIAL;9;Moncloa - Aravaca;0,84
2022;mayo;1;CARTON COMERCIAL;10;Latina;5,3
2022;mayo;1;CAMA DE CABALLO;9;Moncloa - Aravaca;42,21
2022;mayo;1;CLINICOS;1;Centro;172,08
2022;mayo;1;CLINICOS;6;Tetuán;16,32
2022;mayo;1;CLINICOS;8;Fuencarral - El Pardo;306,68
2022;mayo;1;CLINICOS;9;Moncloa - Aravaca;252,56
2022;mayo;1;CLINICOS;10;Latina;25,56
2022;mayo;1;CONTENEDORES DE ROPA;9;Moncloa - Aravaca;0,18
2022;mayo;1;ENVASES;1;Centro;263,16
2022;mayo;1;ENVASES;6;Tetuán;388,94
2022;mayo;1;ENVASES;7;Chamberí;358,32
2022;mayo;1;ENVASES;8;Fuencarral - El Pardo;714,88
2022;mayo;1;ENVASES;9;Moncloa - Aravaca;347,94
2022;mayo;1;ENVASES;10;Latina;640,36
2022;mayo;1;ORGANICA;1;Centro;1109,42
2022;mayo;1;ORGANICA;6;Tetuán;813,94
2022;mayo;1;ORGANICA;7;Chamberí;948,86
2022;mayo;1;ORGANICA;8;Fuencarral - El Pardo;1690,5
2022;mayo;1;ORGANICA;9;Moncloa - Aravaca;1149,36
2022;mayo;1;ORGANICA;10;Latina;1434,38
2022;mayo;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;127,9
2022;mayo;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;73,62
2022;mayo;1;PUNTOS LIMPIOS;10;Latina;118,46
2022;mayo;1;RCD;1;Centro;137,22
2022;mayo;1;RCD;6;Tetuán;49,7
2022;mayo;1;RCD;7;Chamberí;37,2
2022;mayo;1;RCD;8;Fuencarral - El Pardo;114,5
2022;mayo;1;RCD;9;Moncloa - Aravaca;65,225
2022;mayo;1;RCD;10;Latina;65,325
2022;mayo;1;RESTO;1;Centro;4651,08
2022;mayo;1;RESTO;6;Tetuán;2662,56
2022;mayo;1;RESTO;7;Chamberí;2305,62
2022;mayo;1;RESTO;8;Fuencarral - El Pardo;3589,94
2022;mayo;1;RESTO;9;Moncloa - Aravaca;2686,86
2022;mayo;1;RESTO;10;Latina;3463,44
2022;mayo;1;VIDRIO;1;Centro;745,6
2022;mayo;1;VIDRIO;6;Tetuán;394,24
2022;mayo;1;VIDRIO;7;Chamberí;237,3
2022;mayo;1;VIDRIO;8;Fuencarral - El Pardo;400,94
2022;mayo;1;VIDRIO;9;Moncloa - Aravaca;235,98
2022;mayo;1;VIDRIO;10;Latina;152,44
2022;mayo;1;VIDRIO COMERCIAL;1;Centro;75,94
2022;mayo;2;PAPEL-CARTON;3;Retiro;246,71
2022;mayo;2;PAPEL-CARTON;4;Salamanca;410,48
2022;mayo;2;PAPEL-CARTON;5;Chamartín;275,29
2022;mayo;2;PAPEL-CARTON;14;Moratalaz;106,81
2022;mayo;2;PAPEL-CARTON;15;Ciudad Lineal;384,88
2022;mayo;2;PAPEL-CARTON;16;Hortaleza;256,15
2022;mayo;2;PAPEL-CARTON;19;Vicálvaro;61,9
2022;mayo;2;PAPEL-CARTON;20;San Blas - Canillejas;295,95
2022;mayo;2;PAPEL-CARTON;21;Barajas;54,16
2022;mayo;2;CARTON COMERCIAL;3;Retiro;62,44
2022;mayo;2;CARTON COMERCIAL;4;Salamanca;134,37
2022;mayo;2;CARTON COMERCIAL;5;Chamartín;46,29
2022;mayo;2;CARTON COMERCIAL;14;Moratalaz;9,54
2022;mayo;2;CARTON COMERCIAL;15;Ciudad Lineal;12,41
2022;mayo;2;CARTON COMERCIAL;16;Hortaleza;75,59
2022;mayo;2;CARTON COMERCIAL;19;Vicálvaro;1,53
2022;mayo;2;CARTON COMERCIAL;20;San Blas - Canillejas;69,13
2022;mayo;2;CARTON COMERCIAL;21;Barajas;9,14
2022;mayo;2;CLINICOS;3;Retiro;175,66
2022;mayo;2;CLINICOS;4;Salamanca;119,92
2022;mayo;2;CLINICOS;15;Ciudad Lineal;113,56
2022;mayo;2;ENVASES;3;Retiro;275,7
2022;mayo;2;ENVASES;4;Salamanca;355,04
2022;mayo;2;ENVASES;5;Chamartín;374,92
2022;mayo;2;ENVASES;14;Moratalaz;312,04
2022;mayo;2;ENVASES;15;Ciudad Lineal;572,94
2022;mayo;2;ENVASES;16;Hortaleza;597,14
2022;mayo;2;ENVASES;19;Vicálvaro;307
2022;mayo;2;ENVASES;20;San Blas - Canillejas;487,44
2022;mayo;2;ENVASES;21;Barajas;143,02
2022;mayo;2;ORGANICA;3;Retiro;739,4
2022;mayo;2;ORGANICA;4;Salamanca;1105,08
2022;mayo;2;ORGANICA;5;Chamartín;1028,74
2022;mayo;2;ORGANICA;14;Moratalaz;519,98
2022;mayo;2;ORGANICA;15;Ciudad Lineal;1200,8
2022;mayo;2;ORGANICA;16;Hortaleza;940,44
2022;mayo;2;ORGANICA;19;Vicálvaro;246,68
2022;mayo;2;ORGANICA;20;San Blas - Canillejas;796,26
2022;mayo;2;ORGANICA;21;Barajas;534,42
2022;mayo;2;PUNTOS LIMPIOS;3;Retiro;2,7
2022;mayo;2;PUNTOS LIMPIOS;5;Chamartín;100,86
2022;mayo;2;PUNTOS LIMPIOS;14;Moratalaz;44
2022;mayo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;60,08
2022;mayo;2;PUNTOS LIMPIOS;16;Hortaleza;73,26
2022;mayo;2;PUNTOS LIMPIOS;19;Vicálvaro;25,66
2022;mayo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;74,82
2022;mayo;2;PUNTOS LIMPIOS;21;Barajas;45,64
2022;mayo;2;RCD;3;Retiro;54,84
2022;mayo;2;RCD;4;Salamanca;81,305
2022;mayo;2;RCD;5;Chamartín;76,96
2022;mayo;2;RCD;14;Moratalaz;62,64
2022;mayo;2;RCD;15;Ciudad Lineal;79,28
2022;mayo;2;RCD;16;Hortaleza;47,98
2022;mayo;2;RCD;19;Vicálvaro;36,4
2022;mayo;2;RCD;20;San Blas - Canillejas;53,24
2022;mayo;2;RCD;21;Barajas;36,34
2022;mayo;2;RESTO;3;Retiro;1517,92
2022;mayo;2;RESTO;4;Salamanca;2533,18
2022;mayo;2;RESTO;5;Chamartín;2257,1
2022;mayo;2;RESTO;14;Moratalaz;1239,62
2022;mayo;2;RESTO;15;Ciudad Lineal;3202,22
2022;mayo;2;RESTO;16;Hortaleza;3001,96
2022;mayo;2;RESTO;19;Vicálvaro;1906
2022;mayo;2;RESTO;20;San Blas - Canillejas;2719,2
2022;mayo;2;RESTO;21;Barajas;886,66
2022;mayo;2;VIDRIO;3;Retiro;294,92
2022;mayo;2;VIDRIO;4;Salamanca;311,24
2022;mayo;2;VIDRIO;5;Chamartín;331,4
2022;mayo;2;VIDRIO;14;Moratalaz;269,4
2022;mayo;2;VIDRIO;15;Ciudad Lineal;168,3
2022;mayo;2;VIDRIO;16;Hortaleza;161,66
2022;mayo;2;VIDRIO;19;Vicálvaro;176,1
2022;mayo;2;VIDRIO;20;San Blas - Canillejas;165,58
2022;mayo;2;VIDRIO;21;Barajas;110,66
2022;mayo;2;VIDRIO COMERCIAL;4;Salamanca;69,26
2022;mayo;3;PAPEL-CARTON;2;Arganzuela;349,14
2022;mayo;3;PAPEL-CARTON;11;Carabanchel;298,82
2022;mayo;3;PAPEL-CARTON;12;Usera;127,18
2022;mayo;3;PAPEL-CARTON;13;Puente de Vallecas;230,22
2022;mayo;3;PAPEL-CARTON;17;Villaverde;145,18
2022;mayo;3;PAPEL-CARTON;18;Villa de Vallecas;150,76
2022;mayo;3;CARTON COMERCIAL;2;Arganzuela;28,6
2022;mayo;3;CARTON COMERCIAL;11;Carabanchel;38,36
2022;mayo;3;CARTON COMERCIAL;12;Usera;12,26
2022;mayo;3;CARTON COMERCIAL;13;Puente de Vallecas;19,2
2022;mayo;3;CARTON COMERCIAL;17;Villaverde;7,18
2022;mayo;3;CLINICOS;12;Usera;155,92
2022;mayo;3;CLINICOS;13;Puente de Vallecas;35,92
2022;mayo;3;ENVASES;2;Arganzuela;357,7
2022;mayo;3;ENVASES;11;Carabanchel;855,62
2022;mayo;3;ENVASES;12;Usera;437,26
2022;mayo;3;ENVASES;13;Puente de Vallecas;873,2
2022;mayo;3;ENVASES;17;Villaverde;539,72
2022;mayo;3;ENVASES;18;Villa de Vallecas;338,38
2022;mayo;3;ORGANICA;2;Arganzuela;689,3
2022;mayo;3;ORGANICA;11;Carabanchel;1262,46
2022;mayo;3;ORGANICA;12;Usera;625,5
2022;mayo;3;ORGANICA;13;Puente de Vallecas;1024,74
2022;mayo;3;ORGANICA;17;Villaverde;804,46
2022;mayo;3;ORGANICA;18;Villa de Vallecas;1954,14
2022;mayo;3;PUNTOS LIMPIOS;2;Arganzuela;87,4
2022;mayo;3;PUNTOS LIMPIOS;11;Carabanchel;27,9
2022;mayo;3;PUNTOS LIMPIOS;12;Usera;30,02
2022;mayo;3;PUNTOS LIMPIOS;13;Puente de Vallecas;31,64
2022;mayo;3;PUNTOS LIMPIOS;17;Villaverde;30,56
2022;mayo;3;PUNTOS LIMPIOS;18;Villa de Vallecas;63,02
2022;mayo;3;RCD;2;Arganzuela;30,38
2022;mayo;3;RCD;11;Carabanchel;37,68
2022;mayo;3;RCD;12;Usera;56,11
2022;mayo;3;RCD;13;Puente de Vallecas;41,12
2022;mayo;3;RCD;17;Villaverde;65,36
2022;mayo;3;RCD;18;Villa de Vallecas;124,2
2022;mayo;3;RESTO;2;Arganzuela;1999,56
2022;mayo;3;RESTO;11;Carabanchel;4634,24
2022;mayo;3;RESTO;12;Usera;2288,54
2022;mayo;3;RESTO;13;Puente de Vallecas;4191,18
2022;mayo;3;RESTO;17;Villaverde;2678,58
2022;mayo;3;RESTO;18;Villa de Vallecas;2816,52
2022;mayo;3;VIDRIO;2;Arganzuela;104,84
2022;mayo;3;VIDRIO;11;Carabanchel;97,36
2022;mayo;3;VIDRIO;12;Usera;338,82
2022;mayo;3;VIDRIO;13;Puente de Vallecas;263,48
2022;mayo;3;VIDRIO;17;Villaverde;77,88
2022;mayo;3;VIDRIO;18;Villa de Vallecas;228,18
2022;mayo;3;VIDRIO COMERCIAL;13;Puente de Vallecas;3,5
2022;mayo;3;ANIMALES MUERTOS;99;Sin Distrito;9,56
2022;mayo;3;PILAS;99;Sin Distrito;4,39
2022;junio;1;PAPEL-CARTON;1;Centro;383,19
2022;junio;1;PAPEL-CARTON;6;Tetuán;298,33
2022;junio;1;PAPEL-CARTON;7;Chamberí;236,96
2022;junio;1;PAPEL-CARTON;8;Fuencarral - El Pardo;558,61
2022;junio;1;PAPEL-CARTON;9;Moncloa - Aravaca;340,12
2022;junio;1;PAPEL-CARTON;10;Latina;291,3
2022;junio;1;CARTON COMERCIAL;1;Centro;183,34
2022;junio;1;CARTON COMERCIAL;6;Tetuán;75,48
2022;junio;1;CARTON COMERCIAL;7;Chamberí;85,72
2022;junio;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;2,78
2022;junio;1;CARTON COMERCIAL;9;Moncloa - Aravaca;3,02
2022;junio;1;CARTON COMERCIAL;10;Latina;4,88
2022;junio;1;CAMA DE CABALLO;9;Moncloa - Aravaca;47,51
2022;junio;1;CLINICOS;1;Centro;169,82
