latitude,longitude,municipality,municipality_uri,municipality_id,street_name_uri,street_name,house_number,house_number_addition,postal_code,charging_station_name,operator_uri,charging_station_id,operator,operator_id,operating_mode,num_charging_points,types_charging_points,charging_cards,cost,opening_hours,website
54.09255,12.144678,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q104163636,Am Strande,3,a,18055,Ladesäule am Hafen,https://www.wikidata.org/wiki/Q39524051,ladesaule_am_hafen,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Ladesaeule-am-Hafen-Am-Strande-3a/19577/
54.089884,12.106736,Kröpeliner-Tor-Vorstadt,https://www.wikidata.org/wiki/Q1790661,kropeliner_tor_vorstadt,https://www.wikidata.org/wiki/Q104164284,Hansastraße,1,,18057,Ulmenstrasse,https://www.wikidata.org/wiki/Q39524051,ulmenstrasse,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Ulmenstrasse-Ulmenstrasse-61/70966/
54.094538,12.155151,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104163770,Altkarlshof,6,,18146,FSN Autohaus,https://www.wikidata.org/wiki/Q156578,fsn_autohaus,Volkswagen Group,volkswagen_group_charging_gmbh,semipublic,2,1x Combo Typ 2 22kW; 1x Typ2 11 kW,ADAC e-Charge;EnBW mobility+;LogPay Charge&Fuel Card und App;MAINGAU Autostrom;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/FSN-Autohaus-Altkarlshof-6/54937/
54.101316,12.180741,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104164881,Rövershäger Chaussee,5,,18146,Autohaus Rostock,,autohaus_rostock,Autohaus Rostock Ost GmbH,autohaus_rostock_ost_gmbh,semipublic,2,1x Typ 2 22 kW; 1x Combo Typ 2 75 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Autohaus-Rostock-Roevershaeger-Chaussee-5/64588/
54.137885,12.114089,Peez,https://www.wikidata.org/wiki/Q2067247,peez,https://www.wikidata.org/wiki/Q104165155,Zum Südtor,6,,18147,HEM Tankstelle,https://www.wikidata.org/wiki/Q75560554,hem_tankstelle,Allego,allego_gmbh,public,3,1x CHAdeMO 50 kW; 1x Combo Typ 2 50 kW; 1x Typ 2 43 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,chargeable,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/HEM-Tankstelle-Zum-Suedtor-8/33130/
54.093244,12.109034,Kröpeliner-Tor-Vorstadt,https://www.wikidata.org/wiki/Q1790661,kropeliner_tor_vorstadt,https://www.wikidata.org/wiki/Q104164625,Lübecker Straße,30,,18057,Lübecker Str. 30,https://www.wikidata.org/wiki/Q39524051,lubecker_str_30,Stadtwerke Rostock,stadtwerke_rostock_ag,public,3,Typ 2 22 kW,Stadtwerke Rostock,,24/7,https://www.e-stations.de/ladestationen/map
54.174821,12.009361,Diedrichshagen,https://www.wikidata.org/wiki/Q638302,seebad_diedrichshagen,https://www.wikidata.org/wiki/Q104164997,Stolteraer Weg,47,,18119,Hotel Ostseeland,,hotel_ostseeland,Hotel Ostseeland,hotel_ostseeland,public,4,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Hotel-Restaurant-Ostseeland-Stolteraer-Weg-47/78415/
54.176585,12.085439,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q104163687,Kirchenplatz,1,,18119,Kirchenplatz Warnemünde,https://www.wikidata.org/wiki/Q39524051,kirchenplatz_warnemunde,Stadtwerke Rostock,stadtwerke_rostock_ag,public,4,2x Typ 2 22 kW; 2x Schuko 3.7 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kirchenplatz-Warnemuende-Kirchenplatz-1/9523/
54.170536,12.087852,Warnemünde,https://www.wikidata.org/wiki/Q311849,seebad_warnemunde,https://www.wikidata.org/wiki/Q104165160,Zum Zollamt,5,,18119,Parkhaus Molenfeuer,https://www.wikidata.org/wiki/Q39524051,parkhaus_molenfeuer,Stadtwerke Rostock,stadtwerke_rostock_ag,semipublic,4,Typ 2 22kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkhaus-Molenfeuer-Zum-Zollamt-5/58987/
54.123294,12.074454,Schmarl,https://www.wikidata.org/wiki/Q681873,schmarl,https://www.wikidata.org/wiki/Q104164279,Handwerkstraße,5,,18069,Citti-Park,https://www.wikidata.org/wiki/Q644304,citti_park,EnBW,enbw_energie_baden_wurttemberg_ag,public,8,4x Combo Typ 2 150 kW; 4x Combo Typ 2 300 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/CITTI-PARK-Handwerkstrasse-1/63480/
54.107068,12.057319,Evershagen,https://www.wikidata.org/wiki/Q1382123,evershagen,https://www.wikidata.org/wiki/Q104163857,An den Griebensöllen,2,,18069,Parkplatz Bauhaus,https://www.wikidata.org/wiki/Q644304,parkplatz_bauhaus,EnBW,enbw_energie_baden_wurttemberg_ag,semipublic,4,2x Combo Typ 2 300 kW; 2x Combo Typ 2 150 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,Mo-Sa 07:00-20:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Bauhaus-An-den-Griebensoellen-1/69472/
54.098715,12.086254,Reutershagen,https://www.wikidata.org/wiki/Q1486513,reutershagen,https://www.wikidata.org/wiki/Q104164239,Grazer Straße,1,,18069,Parkplatz Kunsthalle,https://www.wikidata.org/wiki/Q39524051,parkplatz_kunsthalle,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kunsthalle-Grazer-Strasse-1/44414/
54.085525,12.100093,Hansaviertel,https://www.wikidata.org/wiki/Q1336008,hansaviertel,https://www.wikidata.org/wiki/Q104163715,Schillingallee,71,,18057,Universitätsklinikum,https://www.wikidata.org/wiki/Q39524051,universitatsklinikum,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Universitaetsklinikum-Schillingallee-71/43307/
54.078194,12.132776,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q104164333,Herweghstraße,51,,18055,IntercityHotel,https://www.wikidata.org/wiki/Q29000342,intercityhotel,TOTAL Deutschland GmbH,total_deutschland_gmbh,semipublic,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/IntercityHotel-Herweghstrasse-51/54128/
54.084067,12.136002,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q99302548,Paulstraße,33,,18055,Hermannstr. 32,https://www.wikidata.org/wiki/Q39524051,hermannstr_32,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,0.39 €/kWh; Base 0.99 €,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Hermannstrasse-Hermannstrasse-35/38864/
54.081326,12.192001,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104165030,Timmermannsstrat,3,,18055,A.T.U.,https://www.wikidata.org/wiki/Q75560554,atu,Allego,allego_gmbh,semipublic,3,1x Combo Typ 2 50kW; 1x Typ2 43 kW; 1x CHAdeMO 50kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/ATU-Timmermannsstrat-3/29596/
54.099138,12.176441,Brinckmansdorf,https://www.wikidata.org/wiki/Q917349,brinckmansdorf,https://www.wikidata.org/wiki/Q104163760,Alt Bartelsdorfer Straße,18,,18146,Grönfingers,https://www.wikidata.org/wiki/Q75560554,gronfingers,Allego,allego_gmbh,public,6,Combo Typ 2 300 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Groenfingers-Roevershaeger-Chaussee-1/44152/
54.142702,12.10256,Peez,https://www.wikidata.org/wiki/Q2067247,peez,https://www.wikidata.org/wiki/Q104164957,Simon-van-Utrecht-Straße,1,,18147,Parkplatz P2 Seehafen,,parkplatz_p2_seehafen,TankE GmbH,tanke_gmbh,public,6,2 x Combo Typ 2 (CCS) EU 50 kW; 2 x CHAdeMO 50 kW; 2 x Typ 2 Dose 22 kW,ADAC e-Charge;DKV Card+Charge;EnBW mobility+;TankE-Netzwerk,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkplatz-P2-Seehafen-Ost-West-Strasse/76504/
54.107701,12.158064,Dierkow-West,https://www.wikidata.org/wiki/Q15944749,dierkow_west,https://www.wikidata.org/wiki/Q104164337,Hinrichsdorfer Straße,13,a,18146,Lidl,https://www.wikidata.org/wiki/Q151954,lidl,Lidl,lidl_vertriebs_gmbh_and_co_kg,semipublic,3,1x Typ 2 22 kW; 1x CHAdeMO 50 kW; 1x Combo Typ 2 50 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge,,Mo-Sa 07:00-21:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Lidl-Hinrichsdorfer-Strasse-Hinrichsdorfer-Strasse-13a/47003/
54.086457,12.126408,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q104163842,Am Vögenteich,25,,18055,Am Vögenteich 25,https://www.wikidata.org/wiki/Q39524051,am_vogenteich_25,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,Stadtwerke Rostock,,24/7,https://www.e-stations.de/ladestationen/map
54.090974,12.149139,Stadtmitte,https://www.wikidata.org/wiki/Q1124159,stadtmitte,https://www.wikidata.org/wiki/Q2294800,Slüterstraße,10,,18055,Parkplatz Slüterstr.,https://www.wikidata.org/wiki/Q39524051,parkplatz_sluterstr,Stadtwerke Rostock,stadtwerke_rostock_ag,public,2,Typ 2 22 kW,ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock,,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkplatz-Slueterstrasse-Slueterstrasse-10/78572/
