id_terraza,id_local,id_distrito,nombreDistrito,barrio,tipoVia,nombreCalle,portal,codPostal,coordenadaX,coordenadaY,situacion,rotulo,superficie,horaApertura,horaCierre,mesas,sillas
A7.2_S10_M5_I7,S_X448901_Y4474755,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,ROSAS,CALLE,SOFIA,177,28022,448900.55,4474755.41,Abierto,SR,7.2,08:00:00,01:30:00,5,10
A21.06_S27_M9_I33,H_X442587_Y4476525,SALAM,SALAMANCA,GUINDALERA,AVENIDA,AMERICA,2,28028,442586.58,4476524.51,Abierto,HONTANARES,21.06,10:00:00,02:30:00,9,27
A11.16_S14_M4_I34,BML_X442987_Y4476380,SALAM,SALAMANCA,GUINDALERA,CALLE,ALONSO HEREDIA,25,28028,442986.58,4476379.5,Abierto,BAR MARISQUERIA LUIS,11.16,10:00:00,02:30:00,4,14
A7.2_S10_M5_I36,S_X442973_Y4476351,SALAM,SALAMANCA,GUINDALERA,CALLE,AGUSTIN DURAN,10,28028,442972.58,4476350.5,Abierto,SAGAR,7.2,10:00:00,00:00:00,5,10
A25.48_S24_M8_I40,W_X441657_Y4475471,SALAM,SALAMANCA,RECOLETOS,CALLE,AYALA,14,28001,441656.59,4475470.52,Abierto,WAGABOO,25.48,10:00:00,02:30:00,8,24
A21.04_S24_M6_I41,TJJIP_X441351_Y4474586,SALAM,SALAMANCA,RECOLETOS,CALLE,ALCALA,59,28014,441350.59,4474585.52,Abierto,THE JAMES JOYCE IRISH PUB,21.04,10:00:00,02:30:00,6,24
A19.44_S24_M6_I44,HAM_X442927_Y4476682,SALAM,SALAMANCA,GUINDALERA,AVENIDA,AMERICA,32,28028,442926.58,4476681.5,Abierto,HOTEL ABBA MADRID,19.44,10:00:00,02:30:00,6,24
A84.68_S92_M27_I50,LC_X447241_Y4470141,VILLA-DE-VALLE,VILLA DE VALLECAS,CASCO H.VALLECAS,PLAZA,JUAN DE MALASAÑA,5,28031,447240.53,4470141.43,Abierto,LA CHOZITA,84.68,10:00:00,02:30:00,27,92
A21.66_S25_M8_I51,ENRDJ_X443566_Y4475688,SALAM,SALAMANCA,GUINDALERA,CALLE,ALCALA,225,28028,443565.58,4475688.49,Abierto,EL NUEVO RINCON DE JAEN,21.66,10:00:00,02:30:00,8,25
A12.43_S9_M3_I52,VC_X442348_Y4474953,SALAM,SALAMANCA,GOYA,CALLE,ALCALA,127,28009,442347.58,4474952.51,Abierto,VIENA CAPELLANES,12.43,10:00:00,02:30:00,3,9
A21.66_S24_M6_I54,BLT_X441295_Y4465803,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,MONCADA,119,28021,441294.52,4465802.5,Abierto,BAR LAS TORRES,21.66,08:00:00,01:30:00,6,24
A12.96_S16_M4_I56,KA_X441342_Y4467434,VILLA,VILLAVERDE,LOS ROSALES,CALLE,VILLAJOYOSA,73,28041,441341.54,4467433.5,Abierto,KEBAB ARMENIA,12.96,08:00:00,01:30:00,4,16
A33.65_S24_M8_I58,CP_X443482_Y4475598,SALAM,SALAMANCA,FUENTE DEL BERRO,CALLE,ALCALA,172,28028,443481.58,4475598.49,Abierto,CAFETERIA PARISIENA,33.65,08:00:00,01:30:00,8,24
A34.07_S32_M8_I60,ERDTP_X447267_Y4469503,VILLA-DE-VALLE,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,PEÑA DE VARGAS,7,28031,447266.53,4469503.43,Abierto,EL RINCON DEL TIO PEPE,34.07,10:00:00,02:30:00,8,32
A10.23_S16_M4_I66,BJ_X446594_Y4475579,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,SIMANCAS,CALLE,MIERES,13,28037,446593.56,4475579.45,Abierto,BAR JOSUE,10.23,10:00:00,01:00:00,4,16
A36.78_S47_M12_I67,RBT_X449559_Y4477260,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,REJAS,COLONIA,OCCIDENTE,6,28022,449558.56,4477260.41,Abierto,RESTAURANTE BAR TORRES,36.78,08:00:00,00:00:00,12,47
A11.19_S13_M5_I68,BC_X439137_Y4466099,VILLA,VILLAVERDE,SAN ANDRES,CALLE,TORDEGRILLOS,45,28021,439136.54,4466098.52,Abierto,BONGO CAFE,11.19,08:00:00,01:30:00,5,13
A5.04_S6_M3_I69,EAYLT_X441878_Y4474704,SALAM,SALAMANCA,RECOLETOS,CALLE,ALCALA,89,28009,441877.58,4474703.52,Abierto,EL ARBOL Y LA TOSTA,5.04,10:00:00,02:30:00,3,6
A29.16_S36_M9_I72,BK_X450641_Y4480471,BARAJ,BARAJAS,TIMON,CALLE,ALAS,30,28042,450640.58,4480471.4,Abierto,BURGER KING,29.16,10:00:00,02:30:00,9,36
A97.2_S120_M30_I73,R4&C_X448327_Y4468742,VILLA-DE-VALLE,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,AVENIDA,ENSANCHE DE VALLECAS,44,28051,448326.52,4468742.41,Abierto,RESTAURANTE 40 & CUATRO,97.2,10:00:00,02:30:00,30,120
A104.6_S112_M30_I74,BR_X447533_Y4470237,VILLA-DE-VALLE,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,SIERRA GORDA,25,28031,447532.53,4470237.43,Abierto,BAR-RESTAURANTE,104.6,10:00:00,02:30:00,30,112
A28.8_S32_M8_I76,CM_X442612_Y4466074,VILLA,VILLAVERDE,BUTARQUE,CALLE,BERROCAL,11,28021,442611.52,4466074.49,Abierto,CERVECERIA MINERVA,28.8,08:00:00,01:30:00,8,32
A64.12_S80_M21_I77,BDS_X441338_Y4467034,VILLA,VILLAVERDE,LOS ROSALES,PLAZA,CHOZAS DE CANALES,1,28021,441337.53,4467033.5,Abierto,BAR DONDE SIEMPRE,64.12,08:00:00,01:30:00,21,80
A47.96_S44_M11_I78,LPE_X441703_Y4467388,VILLA,VILLAVERDE,LOS ROSALES,CALLE,MARIA BARRIENTOS,4,28021,441702.54,4467387.5,Abierto,LA PARADA ESQUINA,47.96,08:00:00,01:30:00,11,44
A29.13_S40_M10_I79,BC_X439582_Y4466422,VILLA,VILLAVERDE,SAN ANDRES,PASEO,ALBERTO PALACIOS,20,28021,439581.54,4466421.52,Abierto,BURGUER CAROVI,29.13,08:00:00,01:30:00,10,40
A111.3_S56_M16_I80,AGI_X440774_Y4467750,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA DEL MANOJO DE ROSAS,44,28041,440773.55,4467749.51,Abierto,A GAIVOTIÑA II,111.3,08:00:00,01:30:00,16,56
A32.4_S60_M15_I81,PDF_X440573_Y4466763,VILLA,VILLAVERDE,LOS ANGELES,PASEO,TALLERES,2,28021,440572.54,4466762.51,Abierto,PEÑA DE FRANCIA,32.4,08:00:00,01:30:00,15,60
A12.96_S16_M8_I82,L_X440243_Y4466571,VILLA,VILLAVERDE,SAN ANDRES,PASEO,TALLERES,48,28021,440242.54,4466570.51,Abierto,LUCKY,12.96,08:00:00,01:30:00,8,16
A127.98_S64_M16_I83,EK_X440666_Y4467318,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA DEL MANOJO DE ROSAS,102,28041,440665.54,4467317.51,Abierto,EL KUBO,127.98,08:00:00,01:30:00,16,64
A68.4_S88_M22_I84,BA_X439929_Y4466554,VILLA,VILLAVERDE,SAN ANDRES,PLAZA,MAYOR DE VILLAVERDE,4,28021,439928.54,4466553.51,Abierto,BAR ASTURIAS,68.4,08:00:00,01:30:00,22,88
A18.72_S24_M8_I85,LA_X441485_Y4467626,VILLA,VILLAVERDE,LOS ROSALES,AVENIDA,OROVILLA,63,28041,441484.54,4467625.5,Abierto,LA ABUELA,18.72,10:00:00,00:00:00,8,24
A37_S42_M11_I86,BP_X441021_Y4467962,VILLA,VILLAVERDE,LOS ANGELES,CALLE,PAN Y TOROS,11,28041,441020.55,4467961.51,Abierto,BAR PEMA,37,08:00:00,01:30:00,11,42
A50.04_S56_M15_I87,CM_X441053_Y4467693,VILLA,VILLAVERDE,LOS ANGELES,CALLE,PAN Y TOROS,37,28041,441052.54,4467692.51,Abierto,CASA MONICA,50.04,08:00:00,01:30:00,15,56
A97.56_S96_M24_I88,EJDB_X448358_Y4470622,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,CASTRILLO DE AZA,9,28031,448357.53,4470622.41,Abierto,EL JARDIN DEL BACO,97.56,10:00:00,02:30:00,24,96
A48.6_S57_M15_I89,CLT_X448374_Y4470489,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,PUENTELARRA,10,28031,448373.53,4470489.41,Abierto,CERVECERIA LA TOMASA,48.6,10:00:00,02:30:00,15,57
A83.16_S96_M24_I91,BLH_X448411_Y4470525,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,PUENTELARRA,8,28031,448410.53,4470525.41,Abierto,BAR  LA HACIENDA,83.16,10:00:00,02:30:00,24,96
A27_S40_M10_I95,CLT_X448431_Y4470416,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,PUENTELARRA,7,28031,448430.53,4470416.41,Abierto,CERVECERIA LA TORRE,27,10:00:00,02:30:00,10,40
A44.38_S68_M17_I98,EJDBI_X448570_Y4470101,VILLA-DE-VALLE,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,FUENTESPINA,6,28031,448569.53,4470101.41,Abierto,EL JARDIN DE BACO II,44.38,10:00:00,02:30:00,17,68
A25.92_S32_M8_I101,DN_X439621_Y4466400,VILLA,VILLAVERDE,SAN ANDRES,PASEO,ALBERTO PALACIOS,15,28021,439620.54,4466399.52,Abierto,D'YISA NAILS,25.92,08:00:00,01:30:00,8,32
A99.12_S84_M25_I102,LB_X439063_Y4466078,VILLA,VILLAVERDE,SAN ANDRES,PASEO,ALBERTO PALACIOS,83,28021,439062.54,4466077.52,Abierto,LAS BEGONIAS,99.12,08:00:00,01:30:00,25,84
A37.08_S12_M4_I103,BCC_X440872_Y4467124,VILLA,VILLAVERDE,LOS ANGELES,CALLE,ARECHAVALETA,50,28041,440871.54,4467123.51,Abierto,BAR CASA CONEL,37.08,08:00:00,01:30:00,4,12
A30_S30_M10_I104,PPCC_X442610_Y4466445,VILLA,VILLAVERDE,BUTARQUE,CALLE,CANCHAL,4,28021,442609.52,4466445.49,Abierto,PASTELERIA PANADERIA CAFETERIA CHICO,30,08:00:00,01:30:00,10,30
A10.08_S14_M7_I105,BLN_X439442_Y4466239,VILLA,VILLAVERDE,SAN ANDRES,PASEO,ALBERTO PALACIOS,39,28021,439441.54,4466238.52,Abierto,BAR LAS NIÑAS,10.08,08:00:00,01:30:00,7,14
A31.86_S12_M6_I106,BM_X439236_Y4466442,VILLA,VILLAVERDE,SAN ANDRES,CALLE,GRAFITO,12,28021,439235.54,4466441.52,Abierto,BAR MEZQUITA,31.86,08:00:00,01:30:00,6,12
A98.81_S88_M22_I107,BR_X440118_Y4466834,VILLA,VILLAVERDE,SAN ANDRES,CALLE,ALCOCER,45,28021,440117.54,4466833.51,Abierto,BAR RENATO,98.81,08:00:00,01:30:00,22,88
A19.44_S24_M6_I108,PC_X441814_Y4466135,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,BENIMAMET,95,28021,441813.52,4466134.5,Abierto,PEREZ CAFETERIA,19.44,08:00:00,01:30:00,6,24
A72.5_S84_M21_I109,1M_X442507_Y4466515,VILLA,VILLAVERDE,BUTARQUE,CALLE,BERROCAL,3,28021,442506.52,4466515.49,Abierto,100 MONTADITOS,72.5,08:00:00,01:30:00,21,84
A51.84_S64_M16_I110,RG_X440612_Y4467374,VILLA,VILLAVERDE,LOS ANGELES,CALLE,HERMANDAD DE DONANTES DE SANGRE,1,28041,440611.54,4467373.51,Abierto,RESTAURANTE GALLARDO,51.84,08:00:00,01:30:00,16,64
A97.2_S120_M30_I111,LA_X440693_Y4467515,VILLA,VILLAVERDE,LOS ANGELES,CALLE,EL HUESPED DEL SEVILLANO,7,28041,440692.54,4467514.51,Abierto,LA ATALAYA,97.2,08:00:00,01:30:00,30,120
A72_S80_M20_I112,ALBDC_X440700_Y4468092,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA CANCION DEL OLVIDO,2,28041,440699.55,4468091.51,Abierto,ALQUEZAR LA BODEGA DE COTE,72,08:00:00,01:30:00,20,80
A90.57_S56_M14_I113,RSPI_X442294_Y4467170,VILLA,VILLAVERDE,BUTARQUE,AVENIDA,LOS ROSALES,94,28021,442293.53,4467170.49,Abierto,RESTAURANTE SALINAS PROSPERIDAD III,90.57,08:00:00,01:30:00,14,56
A27_S28_M7_I114,J_X440730_Y4467407,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA DEL MANOJO DE ROSAS,78,28041,440729.54,4467406.51,Abierto,JOSE,27,08:00:00,01:30:00,7,28
A77.76_S96_M24_I115,CS_X439906_Y4466535,VILLA,VILLAVERDE,SAN ANDRES,CALLE,ANTIMONIO,2,28021,439905.54,4466534.52,Abierto,CAFE SAXO,77.76,08:00:00,01:30:00,24,96
A21.78_S24_M6_I116,CSC_X441635_Y4465851,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,ROCAFORT,22,28021,441634.52,4465850.5,Abierto,CERVECERIA SAN CRISTOBAL,21.78,08:00:00,01:30:00,6,24
A99.77_S84_M21_I117,EP_X441186_Y4467322,VILLA,VILLAVERDE,LOS ROSALES,CALLE,SAHARA,48,28041,441185.54,4467321.51,Abierto,EL PORTON,99.77,08:00:00,01:30:00,21,84
A32.4_S63_M18_I119,PI_X441339_Y4467063,VILLA,VILLAVERDE,LOS ROSALES,PLAZA,CHOZAS DE CANALES,6,28021,441338.53,4467062.5,Abierto,PLAZA II,32.4,08:00:00,01:30:00,18,63
A77_S84_M21_I120,BP_X441483_Y4465905,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,ROCAFORT,9,28021,441482.52,4465904.5,Abierto,BAR PIRATA,77,08:00:00,01:30:00,21,84
A17.36_S16_M6_I121,CLL_X441014_Y4471632,ARGAN,ARGANZUELA,CHOPERA,PASEO,DELICIAS,132,28045,441013.58,4471631.52,Abierto,CERVECERIA LA LASTRA,17.36,10:00:00,02:30:00,6,16
A37.41_S36_M9_I122,BS_X441428_Y4472682,ARGAN,ARGANZUELA,PALOS DE MOGUER,CALLE,ANCORA,28,28045,441427.58,4472681.52,Abierto,BAR SORIA,37.41,10:00:00,02:30:00,9,36
A47.81_S61_M17_I124,CCR_X439274_Y4472846,ARGAN,ARGANZUELA,IMPERIAL,PASEO,IMPERIAL,53,28005,439273.59,4472845.53,Abierto,CERVECERIA CANTALEJO RESTAURANTE,47.81,10:00:00,02:30:00,17,61
A12.96_S16_M4_I125,BO_X440775_Y4472082,ARGAN,ARGANZUELA,CHOPERA,CALLE,JAIME EL CONQUISTADOR,11,28045,440774.58,4472081.52,Abierto,BAR ORENSE,12.96,10:00:00,02:30:00,4,16
A37.87_S47_M12_I126,BEC_X440769_Y4472031,ARGAN,ARGANZUELA,CHOPERA,CALLE,JAIME EL CONQUISTADOR,15,28045,440768.58,4472030.52,Abierto,BAR EL CONQUISTADOR,37.87,10:00:00,02:30:00,12,47
A27.93_S26_M8_I127,CL_X440750_Y4471855,ARGAN,ARGANZUELA,CHOPERA,CALLE,JAIME EL CONQUISTADOR,29,28045,440749.58,4471854.52,Abierto,CAFETERIA LOA,27.93,10:00:00,02:30:00,8,26
A45.22_S56_M14_I128,LSD_X446974_Y4475983,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,SIMANCAS,CALLE,VALDECANILLAS,49,28037,446973.56,4475983.45,Abierto,LA SEDE D'ANDRUBEN,45.22,08:00:00,01:30:00,14,56
A39.06_S44_M11_I129,ERDS_X440326_Y4471468,USERA,USERA,MOSCARDO,CALLE,EUGENIO CAXES,14,28026,440325.58,4471467.52,Abierto,"EL RINCON DE SIXTO,",39.06,10:00:00,01:30:00,11,44
A31.35_S22_M6_I130,BR_X440616_Y4471128,USERA,USERA,MOSCARDO,CALLE,ANTONIO LOPEZ,137,28026,440615.58,4471127.52,Abierto,BAR RESTAURANTE,31.35,08:00:00,01:30:00,6,22
A32.61_S40_M10_I131,BA_X440270_Y4471098,USERA,USERA,MOSCARDO,CALLE,MIRASIERRA,39,28026,440269.58,4471097.52,Abierto,BAR ALFIL,32.61,08:00:00,01:30:00,10,40
A20.77_S22_M10_I132,BP_X439994_Y4470544,USERA,USERA,PRADOLONGO,CALLE,DOLORES BARRANCO,50,28026,439993.58,4470543.52,Abierto,BAR PISCIS,20.77,10:00:00,01:30:00,10,22
A20.52_S20_M5_I135,LA_X440594_Y4471153,USERA,USERA,MOSCARDO,CALLE,ANTONIO LOPEZ,131,28026,440593.58,4471152.52,Abierto,LA ALEGRIA,20.52,10:00:00,02:30:00,5,20
A16.38_S21_M7_I136,BC_X440485_Y4470339,USERA,USERA,ALMENDRALES,CALLE,CRISTO DE LA VICTORIA,21,28026,440484.57,4470338.52,Abierto,BAR CLEMENTE,16.38,10:00:00,02:30:00,7,21
A15.84_S20_M6_I137,CBM_X441485_Y4469451,USERA,USERA,SAN FERMIN,CALLE,SAN FORTUNATO,27,28041,441484.56,4469450.51,Abierto,CAFE BAR MARTIN,15.84,10:00:00,02:30:00,6,20
A18.9_S25_M10_I138,CH_X440298_Y4472902,ARGAN,ARGANZUELA,ACACIAS,PASEO,ACACIAS,3,28005,440297.59,4472901.53,Abierto,CAFETERIA HINOJAR,18.9,10:00:00,02:30:00,10,25
A50.86_S48_M12_I145,DG_X439208_Y4465220,VILLA,VILLAVERDE,SAN ANDRES,CALLE,BERZOSA DE LOZOYA,1,28021,439207.53,4465219.52,Abierto,DON GERMAN,50.86,10:00:00,00:00:00,12,48
A55.43_S70_M21_I147,RPRC_X442622_Y4466379,VILLA,VILLAVERDE,BUTARQUE,CALLE,CANCHAL,3,28021,442621.52,4466379.49,Abierto,RESTAURANTE PARQUE ROSALES CERVECERIA,55.43,10:00:00,00:00:00,21,70
A8.47_S16_M5_I148,EB_X440580_Y4471303,USERA,USERA,MOSCARDO,AVENIDA,MANZANARES,212,28026,440579.58,4471302.52,Abierto,EL BAR,8.47,10:00:00,02:30:00,5,16
A19.46_S31_M8_I149,81LDC_X439457_Y4475120,MONCL-ARAVA,MONCLOA - ARAVACA,ARGUELLES,CALLE,MARTIN DE LOS HEROS,11,28008,439456.6,4475119.54,Abierto,8 1/2 LIBROS DE CINE,19.46,10:00:00,02:30:00,8,31
A65.55_S36_M18_I151,M_X440958_Y4470489,USERA,USERA,ALMENDRALES,CALLE,ANTONIO LOPEZ,201,28026,440957.57,4470488.52,Abierto,MONTEFERRO,65.55,08:00:00,01:30:00,18,36
A51.3_S60_M15_I152,C2_X440753_Y4470915,USERA,USERA,ALMENDRALES,CALLE,ANTONIO LOPEZ,204,28026,440752.58,4470914.52,Abierto,CAFETERIA 204,51.3,10:00:00,02:30:00,15,60
A22.8_S25_M7_I153,PB_X441236_Y4468764,USERA,USERA,SAN FERMIN,AVENIDA,LOS ROSALES,16,28041,441235.55,4468763.51,Abierto,PARRILLA BONALMA,22.8,10:00:00,01:30:00,7,25
A60.01_S68_M17_I154,B_X439358_Y4470781,USERA,USERA,MOSCARDO,CALLE,MARCELO USERA,164,28026,439357.59,4470780.53,Abierto,BAR,60.01,10:00:00,02:30:00,17,68
A48.59_S60_M15_I155,BL_X439942_Y4471235,USERA,USERA,MOSCARDO,CALLE,DOLORES SOPEÑA,1,28026,439941.59,4471234.53,Abierto,BAR LUZON,48.59,10:00:00,02:30:00,15,60
A20_S15_M4_I156,CH_X440612_Y4468696,USERA,USERA,ORCASUR,CALLE,PADRE JOSE MARIA,2,28041,440611.56,4468695.51,Abierto,CAFETERIA HALLEY,20,08:00:00,01:30:00,4,15
A25.92_S32_M8_I157,BS_X440045_Y4469090,USERA,USERA,ORCASITAS,PLAZA,MIL DELEGADOS,1,28041,440044.56,4469089.52,Abierto,BAR SANCHEZ,25.92,10:00:00,02:30:00,8,32
A64.03_S64_M16_I159,VC_X440868_Y4467568,VILLA,VILLAVERDE,LOS ANGELES,CALLE,BOHEMIOS,12,28041,440867.54,4467567.51,Abierto,VENTA CARMONA,64.03,08:00:00,01:30:00,16,64
A37.73_S48_M12_I160,CL_X440934_Y4466975,VILLA,VILLAVERDE,LOS ANGELES,CALLE,ESCORIAZA,5,28041,440933.54,4466974.51,Abierto,CAFETERIA LUMAR,37.73,08:00:00,01:30:00,12,48
A195.7_S116_M29_I161,BCM_X440718_Y4468046,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA CANCION DEL OLVIDO,1,28041,440717.55,4468045.51,Abierto,BAR CASA MONICA,195.7,08:00:00,01:30:00,29,116
A86.68_S80_M30_I163,EP_X441065_Y4467353,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA DOLOROSA,11,28041,441064.54,4467352.51,Abierto,EL PILAR,86.68,08:00:00,01:30:00,30,80
A21.06_S27_M9_I164,EP_X439862_Y4465980,VILLA,VILLAVERDE,SAN ANDRES,CALLE,DOMINGO PARRAGA,6,28021,439861.53,4465979.51,Abierto,EL PORTON,21.06,08:00:00,01:30:00,9,27
A53.2_S54_M15_I165,BERDQ_X441058_Y4467706,VILLA,VILLAVERDE,LOS ANGELES,CALLE,PAN Y TOROS,37,28041,441057.54,4467705.51,Abierto,BAR EL RINCON DEL QUIJOTE,53.2,08:00:00,01:30:00,15,54
A231.32_S152_M38_I167,DM_X441208_Y4467291,VILLA,VILLAVERDE,LOS ROSALES,CALLE,SAHARA,50,28041,441207.54,4467290.51,Abierto,DI MADRID,231.32,08:00:00,01:30:00,38,152
A118.6_S80_M20_I168,EZ_X441189_Y4467239,VILLA,VILLAVERDE,LOS ROSALES,CALLE,SAHARA,56,28041,441188.54,4467238.51,Abierto,EL ZAGUAN,118.6,08:00:00,01:30:00,20,80
A39.64_S32_M8_I171,LBI_X441324_Y4467542,VILLA,VILLAVERDE,LOS ROSALES,CALLE,VILLAJOYOSA,63,28041,441323.54,4467541.51,Abierto,LA BODEGUILLA IBERICA,39.64,08:00:00,01:30:00,8,32
A40.05_S44_M11_I172,BV_X441691_Y4465825,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,GODELLA,251,28021,441690.52,4465824.5,Abierto,BAR VIETNAM,40.05,08:00:00,01:30:00,11,44
A31.34_S34_M11_I173,BJL_X440621_Y4466863,VILLA,VILLAVERDE,LOS ANGELES,CALLE,VIRGEN DE LOS DESAMPARADOS,38,28041,440620.54,4466862.51,Abierto,BAR JOSE LUIS,31.34,08:00:00,01:30:00,11,34
A44.64_S38_M14_I175,CF_X440932_Y4472465,ARGAN,ARGANZUELA,DELICIAS,CALLE,FERROCARRIL,19,28045,440931.58,4472464.52,Abierto,CAFETERIA FERROCARRIL                             ,44.64,10:00:00,02:30:00,14,38
A94.07_S104_M26_I177,RO_X440740_Y4471735,ARGAN,ARGANZUELA,CHOPERA,PLAZA,GENERAL MAROTO,1,28045,440739.58,4471734.52,Abierto,RESTARAURANTE  O'PORTIÑO,94.07,10:00:00,02:30:00,26,104
A90.72_S107_M28_I179,LM_X440314_Y4472552,ARGAN,ARGANZUELA,ACACIAS,CALLE,LAUREL,33,28005,440313.59,4472551.53,Abierto,LA MARGHERITA,90.72,08:00:00,01:30:00,28,107
A4.68_S6_M2_I181,RLPD_X438860_Y4473751,ARGAN,ARGANZUELA,IMPERIAL,CALLE,LINNEO,18,28005,438859.6,4473750.54,Abierto,RESTAURANTE LA POTA DOURO,4.68,10:00:00,02:30:00,2,6
A39.57_S43_M14_I182,CYT_X439692_Y4473698,CENTR,CENTRO,PALACIO,PLAZA,PUERTA DE MOROS,8,28005,439691.59,4473697.53,Abierto,CAÑAS Y TAPAS,39.57,10:00:00,01:30:00,14,43
A12.96_S16_M4_I183,BLG_X450717_Y4480243,BARAJ,BARAJAS,CASCO H.BARAJAS,AVENIDA,LOGROÑO,118,28042,450716.58,4480243.4,Abierto,BAR LOS GALLEGOS,12.96,10:00:00,02:30:00,4,16
A72_S96_M24_I184,TBI_X441320_Y4467088,VILLA,VILLAVERDE,LOS ROSALES,PLAZA,CHOZAS DE CANALES,4,28021,441319.53,4467087.5,Cerrado,TU BOCATA II,72,08:00:00,01:30:00,24,96
A41.76_S52_M14_I186,CBL1_X441417_Y4467978,VILLA,VILLAVERDE,LOS ROSALES,AVENIDA,OROVILLA,46,28041,441416.54,4467977.51,Abierto,CAFETERIA BAR LINEA 123,41.76,08:00:00,01:30:00,14,52
A25.92_S32_M8_I189,BG_X439390_Y4466440,VILLA,VILLAVERDE,SAN ANDRES,CALLE,ENCARNACION DEL PINO,14,28021,439389.54,4466439.52,Abierto,BAR GALICIA,25.92,08:00:00,01:30:00,8,32
A54.77_S32_M8_I191,BE2_X441059_Y4467163,VILLA,VILLAVERDE,LOS ANGELES,CALLE,LA DOLOROSA,25,28041,441058.54,4467162.51,Abierto,BAR ESTRELLA 2008,54.77,08:00:00,01:30:00,8,32
A34.74_S36_M10_I192,BU_X440081_Y4466691,VILLA,VILLAVERDE,SAN ANDRES,CALLE,ARROYO BUENO,7,28021,440080.54,4466690.51,Abierto,BAR UNO,34.74,08:00:00,01:30:00,10,36
A22.68_S24_M6_I193,KA_X442545_Y4466305,VILLA,VILLAVERDE,BUTARQUE,CALLE,BERROCAL,7,28021,442544.52,4466305.49,Abierto,KEBAB ARMENIA,22.68,08:00:00,01:30:00,6,24
A19.08_S24_M7_I194,C_X442449_Y4466571,VILLA,VILLAVERDE,BUTARQUE,CALLE,BERROCAL,12,28021,442448.52,4466571.49,Abierto,CAFETERIA,19.08,08:00:00,01:30:00,7,24
A46.08_S40_M10_I197,CO_X441000_Y4466979,VILLA,VILLAVERDE,LOS ANGELES,CALLE,ESCORIAZA,4,28041,440999.54,4466978.51,Abierto,CAFETERIA OBREGON,46.08,08:00:00,01:30:00,10,40
A12.96_S16_M4_I198,ECDD_X439608_Y4466443,VILLA,VILLAVERDE,SAN ANDRES,PASEO,ALBERTO PALACIOS,18,28021,439607.54,4466442.52,Cerrado,EL CUERPO DEL DESEO,12.96,08:00:00,01:30:00,4,16
A65.01_S60_M16_I200,AGI_X440990_Y4467996,VILLA,VILLAVERDE,LOS ANGELES,CALLE,PAN Y TOROS,6,28041,440989.55,4467995.51,Abierto,A GAIVOTIÑA II,65.01,08:00:00,01:30:00,16,60
A24.48_S24_M8_I201,BMP_X440921_Y4467663,VILLA,VILLAVERDE,LOS ANGELES,AVENIDA,LA VERBENA DE LA PALOMA,31,28041,440920.54,4467662.51,Abierto,BAR MINI PILAR,24.48,10:00:00,00:00:00,8,24
A9.72_S12_M3_I204,RAJ_X441711_Y4466006,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,ROCAFORT,121,28021,441710.52,4466005.5,Abierto,RESTAURANTE AL JAWHARA,9.72,08:00:00,01:30:00,3,12
A7.02_S9_M3_I205,BLM_X440126_Y4466552,VILLA,VILLAVERDE,SAN ANDRES,CALLE,ACEBES,2,28021,440125.54,4466551.51,Abierto,BAR LAS MURALLAS,7.02,08:00:00,01:30:00,3,9
A9_S11_M3_I206,BD_X441561_Y4465748,VILLA,VILLAVERDE,SAN CRISTOBAL,CALLE,GODELLA,171,28021,441560.52,4465747.5,Abierto,BAR DULCI,9,08:00:00,01:30:00,3,11
A82.1_S79_M22_I207,LP_X443737_Y4477000,SALAM,SALAMANCA,GUINDALERA,AVENIDA,BRUSELAS,69,28028,443736.58,4477000.49,Abierto,LA PICOTERA,82.1,10:00:00,02:30:00,22,79
A25.92_S32_M8_I209,BP_X441463_Y4469557,USERA,USERA,SAN FERMIN,CAMINO,PERALES,104,28041,441462.56,4469556.51,Abierto,BAR PELAEZ,25.92,10:00:00,02:30:00,8,32
