id_terraza,id_local,id_distrito,nombreDistrito,barrio,tipoVia,nombreCalle,portal,codPostal,coordenadaX,coordenadaY,situacion,rotulo,superficie,horaApertura,horaCierre,mesas,sillas
A42.68_S28_M8_I2342,REPS_X441872_Y4479110,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,PADRE DAMIAN,37,28036,441871.6,4479109.52,Abierto,RESTAURANTE EL PUCHERO SA,42.68,10:00:00,02:30:00,8,28
A42.3_S48_M16_I2343,G_X443580_Y4477314,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,PADRE CLARET,3,28002,443579.58,4477313.5,Abierto,GREENER,42.3,10:00:00,02:30:00,16,48
A48.29_S52_M26_I2344,G_X441922_Y4479460,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,APOLONIO MORALES,1,28036,441921.6,4479459.52,Abierto,GINOS,48.29,10:00:00,02:30:00,26,52
A35_S31_M12_I2345,CS_X442216_Y4478859,CHAMA,CHAMARTIN,HISPANOAMERICA,AVENIDA,ALBERTO ALCOCER,38,28016,442215.6,4478858.52,Abierto,CURRY STATION,35,10:00:00,02:30:00,12,31
A99.83_S76_M23_I2348,REMC_X443619_Y4476589,SALAM,SALAMANCA,GUINDALERA,CALLE,OTERO,3,28028,443618.58,4476589.49,Abierto,RESTAURANTE EL MIRADOR CAFETERIA,99.83,10:00:00,02:30:00,23,76
A896.27_S78_M21_I2349,BR_X441536_Y4475479,SALAM,SALAMANCA,RECOLETOS,PASEO,CASTELLANA,12,28046,441535.59,4475478.52,Abierto,BAR RESTAURANTE,896.27,10:00:00,02:30:00,21,78
A29.57_S28_M9_I2350,LC_X441974_Y4475049,SALAM,SALAMANCA,RECOLETOS,CALLE,VELAZQUEZ,22,28001,441973.58,4475048.51,Abierto,LA CLAVE,29.57,10:00:00,02:30:00,9,28
A27_S32_M8_I2351,TB_X439563_Y4475176,MONCL-ARAVA,MONCLOA - ARAVACA,ARGUELLES,CALLE,PRINCESA,3,28008,439562.6,4475175.54,Abierto,TACO BELL,27,10:00:00,02:30:00,8,32
A84.24_S68_M19_I2364,TT_X439701_Y4474378,CENTR,CENTRO,PALACIO,CALLE,VERGARA,4,28013,439700.6,4474377.53,Abierto,TORO TAPAS,84.24,10:00:00,02:30:00,19,68
A35.17_S26_M11_I2370,CRDM_X441695_Y4477084,CHAMA,CHAMARTIN,EL VISO,CALLE,SERRANO,127,28006,441694.59,4477083.52,Abierto,CEIP RAMIRO DE MAEZTU,35.17,08:00:00,01:30:00,11,26
A45.36_S56_M14_I2372,CLS_X442898_Y4475007,SALAM,SALAMANCA,GOYA,AVENIDA,FELIPE II,34,28009,442897.58,4475006.5,Abierto,CERVECERIA LA SUREÑA,45.36,08:00:00,01:30:00,14,56
A53.2_S44_M11_I2373,GSB_X441230_Y4467239,VILLA,VILLAVERDE,LOS ROSALES,CALLE,SAHARA,54,28041,441229.54,4467238.51,Abierto,GOL SPORT BAR,53.2,08:00:00,01:30:00,11,44
A2.94_S7_M4_I2375,EJYEC_X440974_Y4479109,TETUA,TETUAN,CASTILLEJOS,CALLE,INFANTA MERCEDES,64,28020,440973.61,4479108.53,Abierto,EL JAMON Y EL CHURRASCO,2.94,10:00:00,02:00:00,4,7
A48.72_S54_M18_I2376,MC_X440351_Y4473987,CENTR,CENTRO,CORTES,PLAZA,JACINTO BENAVENTE,2,28012,440350.59,4473986.53,Abierto,MAESTRO CHURRERO,48.72,10:00:00,02:30:00,18,54
A38.85_S38_M11_I2377,MCC_X440339_Y4473968,CENTR,CENTRO,CORTES,PLAZA,JACINTO BENAVENTE,2,28012,440338.59,4473967.53,Abierto,MAESTRO CHURERO CHOCOLATERIA,38.85,10:00:00,02:30:00,11,38
A20.08_S24_M7_I2381,PC_X439851_Y4479083,TETUA,TETUAN,BERRUGUETE,CALLE,ISLA DE CORCEGA,8,28039,439850.61,4479082.55,Abierto,PIZZERIA CARLOS,20.08,10:00:00,02:00:00,7,24
A6.37_S6_M2_I2383,OP_X439613_Y4471670,CARAB,CARABANCHEL,COMILLAS,CALLE,FERNANDO DIAZ DE MENDOZA,22,28019,439612.59,4471669.53,Abierto,OTTO PIZZA,6.37,10:00:00,02:30:00,2,6
A6.53_S8_M4_I2384,E_X439163_Y4475310,MONCL-ARAVA,MONCLOA - ARAVACA,ARGUELLES,CALLE,FERRAZ,36,28008,439162.6,4475309.54,Abierto,ENKLIMA,6.53,10:00:00,02:30:00,4,8
A77.24_S76_M23_I2385,OR_X438633_Y4475001,MONCL-ARAVA,MONCLOA - ARAVACA,CASA DE CAMPO,PASEO,FLORIDA,18,28008,438632.61,4475000.55,Abierto,ORZAN RESTAURANTE,77.24,10:00:00,02:30:00,23,76
A7.2_S10_M5_I2386,RBR_X444176_Y4476275,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,AVENIDA,DONOSTIARRA,11,28027,444175.58,4476275.49,Abierto,RESTAURANTE BAR RETORNO,7.2,08:00:00,01:30:00,5,10
A14.58_S18_M5_I2387,CO_X444389_Y4478566,CIUDA-LINEA,CIUDAD LINEAL,SAN JUAN BAUTISTA,CALLE,ULISES,2,28043,444388.59,4478566.49,Abierto,CAFETERIA ORFE,14.58,08:00:00,01:30:00,5,18
A4.32_S6_M3_I2388,MLCB_X445236_Y4476050,CIUDA-LINEA,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,LOS URQUIZA,9,28017,445235.57,4476050.47,Abierto,MESON LA CHOZA BAR,4.32,10:00:00,02:30:00,3,6
A19.95_S24_M6_I2392,BLG_X444082_Y4475438,CIUDA-LINEA,CIUDAD LINEAL,VENTAS,CALLE,SAN EMILIO,22,28017,444081.57,4475438.49,Abierto,BAR LAS GARGOLAS,19.95,08:00:00,01:30:00,6,24
A54.53_S56_M14_I2393,CLP_X444886_Y4475103,CIUDA-LINEA,CIUDAD LINEAL,VENTAS,CALLE,SANTA FELICIDAD,25,28017,444885.57,4475103.47,Abierto,CERVECERIA LA PLAZA,54.53,08:00:00,01:30:00,14,56
A29.52_S32_M8_I2394,BC_X445013_Y4475386,CIUDA-LINEA,CIUDAD LINEAL,VENTAS,CALLE,SANTA PRISCA,9,28017,445012.57,4475386.47,Abierto,BAR-CAFETERIA,29.52,08:00:00,01:30:00,8,32
A29.16_S16_M4_I2395,CBN_X445017_Y4475386,CIUDA-LINEA,CIUDAD LINEAL,VENTAS,CALLE,SANTA PRISCA,9,28017,445016.57,4475386.47,Abierto,CAFETERIA BAR NORTE,29.16,10:00:00,01:30:00,4,16
A21.28_S24_M7_I2399,S_X446673_Y4474676,CIUDA-LINEA,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,VILLASILOS,8,28017,446672.56,4474676.45,Abierto,SHANGO,21.28,10:00:00,02:30:00,7,24
A30.19_S45_M15_I2400,BCLC_X444283_Y4476142,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE LA ALEGRIA,21,28027,444282.58,4476142.48,Abierto,BAR CAFETERIA LA CASTIZA,30.19,08:00:00,01:30:00,15,45
A44.37_S52_M13_I2401,TE7_X444470_Y4476329,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DEL PORTILLO,7,28027,444469.58,4476329.48,Abierto,TABERNA EL 7,44.37,08:00:00,01:30:00,13,52
A55.42_S93_M27_I2402,PDV_X444899_Y4475130,CIUDA-LINEA,CIUDAD LINEAL,VENTAS,CALLE,SANTA FELICIDAD,17,28017,444898.57,4475130.47,Abierto,PIZZERIA DON VITO,55.42,08:00:00,01:30:00,27,93
A27_S28_M7_I2404,BLTDYALA_X448340_Y4473054,VICAL,VICALVARO,CASCO H.VICALVARO,PASEO,ARTILLEROS,25,28032,448339.54,4473054.42,Abierto,BAR LA TABERNA DE YOLI ANTES LOS ANGELES,27,10:00:00,02:30:00,7,28
A3.56_S4_M2_I2405,ESDG_X440882_Y4477684,TETUA,TETUAN,CUATRO CAMINOS,CALLE,EDGAR NEVILLE,9,28020,440881.6,4477683.53,Abierto,EL SUEÑO DE GONZALO,3.56,08:00:00,00:00:00,2,4
A15.12_S21_M7_I2406,MC_X440683_Y4473660,CENTR,CENTRO,EMBAJADORES,CALLE,SANTA ISABEL,16,28012,440682.59,4473659.52,Abierto,MAS CORAZON                                      ,15.12,10:00:00,02:00:00,7,21
A14.94_S19_M6_I2408,EGDL_X440668_Y4473288,CENTR,CENTRO,EMBAJADORES,CALLE,ARGUMOSA,10,28012,440667.59,4473287.52,Abierto,EL GRANERO DE LAVAPIES                            ,14.94,10:00:00,02:00:00,6,19
A49.16_S40_M10_I2409,BLP_X447075_Y4470262,VILLA-DE-VALLE,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,SIERRA DE GUADALUPE,8,28031,447074.53,4470262.44,Abierto,BAR LOS PUENTES,49.16,10:00:00,02:30:00,10,40
A1.44_S2_M1_I2410,EYM_X441716_Y4476565,SALAM,SALAMANCA,CASTELLANA,CALLE,MARIA DE MOLINA,16,28006,441715.59,4476564.52,Abierto,ENSALADAS Y MAS,1.44,10:00:00,00:00:00,1,2
A27.11_S24_M6_I2411,B_X441196_Y4480081,TETUA,TETUAN,ALMENARA,CALLE,SAN BENITO,27,28029,441195.61,4480080.54,Abierto,BAR,27.11,10:00:00,00:00:00,6,24
A11.31_S21_M7_I2412,S_X445512_Y4476869,CIUDA-LINEA,CIUDAD LINEAL,QUINTANA,CALLE,JOSE DEL HIERRO,60,28027,445511.57,4476869.47,Abierto,SAPAMA,11.31,10:00:00,01:30:00,7,21
A22.68_S28_M7_I2414,CCV_X440723_Y4480881,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,LA PAZ,CALLE,VILLA DE MARIN,13,28029,440722.62,4480880.54,Abierto,CERVECERIA CARLOS V,22.68,10:00:00,02:30:00,7,28
A35.92_S36_M11_I2417,TLB_X439762_Y4473677,CENTR,CENTRO,PALACIO,PLAZA,CEBADA,10,28005,439761.59,4473676.53,Abierto,TABERNA LA BUHA,35.92,09:00:00,01:00:00,11,36
A46.02_S42_M11_I2418,BEV_X439741_Y4473688,CENTR,CENTRO,PALACIO,PLAZA,CEBADA,11,28005,439740.59,4473687.53,Abierto,BAR EL VIAJERO,46.02,10:00:00,01:30:00,11,42
A9.72_S12_M3_I2419,BEP_X441229_Y4467178,VILLA,VILLAVERDE,LOS ROSALES,CALLE,SAHARA,58,28041,441228.54,4467177.51,Abierto,BAR EL PARQUE,9.72,08:00:00,01:30:00,3,12
A39.5_S36_M9_I2421,EOS_X441634_Y4468656,USERA,USERA,SAN FERMIN,CALLE,RUTILO,5,28041,441633.55,4468655.51,Abierto,EL OBRADOR SEVERIANO,39.5,10:00:00,02:30:00,9,36
A46.59_S48_M12_I2422,LB_X440965_Y4470392,USERA,USERA,ALMENDRALES,CALLE,ANTONIO LOPEZ,217,28026,440964.57,4470391.52,Abierto,LA BRAÑA,46.59,10:00:00,02:30:00,12,48
A40.8_S22_M10_I2424,CC_X442650_Y4474236,RETIR,RETIRO,IBIZA,CALLE,ALCALDE SAINZ DE BARANDA,18,28009,442649.58,4474235.5,Abierto,CERVECERIA CHUNDA                                 ,40.8,08:00:00,01:30:00,10,22
A7.02_S9_M3_I2425,PYC_X443005_Y4472937,RETIR,RETIRO,PACIFICO,CALLE,DOCTOR ESQUERDO,140,28007,443004.57,4472936.5,Abierto,POLLO Y CARBON,7.02,10:00:00,02:30:00,3,9
A23.57_S24_M8_I2426,HS_X442615_Y4474439,RETIR,RETIRO,IBIZA,CALLE,NARVAEZ,62,28009,442614.58,4474438.51,Abierto,HELADOS SIENNA,23.57,10:00:00,02:30:00,8,24
A22.53_S20_M6_I2427,C_X442270_Y4476447,SALAM,SALAMANCA,CASTELLANA,CALLE,CASTELLO,115,28006,442269.59,4476446.51,Abierto,CAFETERIA,22.53,10:00:00,00:00:00,6,20
A18.72_S20_M7_I2432,CYM_X439446_Y4472754,ARGAN,ARGANZUELA,IMPERIAL,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,47,28005,439445.59,4472753.53,Abierto,CAFE Y MAS,18.72,10:00:00,02:30:00,7,20
A14.94_S22_M6_I2442,I&D_X442858_Y4474067,RETIR,RETIRO,NIÑO JESUS,PLAZA,DOCTOR LAGUNA,2,28009,442857.58,4474066.5,Abierto,IBERICO & D.O.,14.94,08:00:00,01:30:00,6,22
A64.77_S77_M21_I2445,RB_X443326_Y4477964,CHAMA,CHAMARTIN,CIUDAD JARDIN,CALLE,GUSTAVO FERNANDEZ BALBUENA,17,28002,443325.59,4477963.5,Abierto,RESTAURANTE BACO,64.77,08:00:00,01:30:00,21,77
A28.08_S24_M6_I2446,TLG_X441814_Y4479168,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,GENERAL GALLEGOS,3,28036,441813.6,4479167.52,Abierto,TABERNA LA GOYESCA,28.08,10:00:00,02:30:00,6,24
A25.92_S32_M8_I2447,PLB_X441551_Y4478487,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,DOCTOR FLEMING,3,28036,441550.6,4478486.53,Abierto,PENALTY LOUNGE BAR,25.92,10:00:00,02:30:00,8,32
A28.43_S31_M8_I2448,B_X442797_Y4478297,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,PUERTO RICO,9,28016,442796.59,4478296.51,Abierto,BAR,28.43,08:00:00,01:30:00,8,31
A43.77_S46_M13_I2450,LVB_X441872_Y4479137,CHAMA,CHAMARTIN,NUEVA ESPAÑA,CALLE,PADRE DAMIAN,37,28036,441871.6,4479136.52,Abierto,LA VILLANA BAR,43.77,10:00:00,02:30:00,13,46
A9_S24_M6_I2451,LI_X443238_Y4477609,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,LOPEZ DE HOYOS,176,28002,443237.59,4477608.5,Abierto,LUMAN II,9,10:00:00,02:30:00,6,24
A13.5_S20_M5_I2453,BHV_X448284_Y4477609,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,CANILLEJAS,CALLE,BOLTAÑA,57,28022,448283.57,4477609.43,Abierto,BAR HERMANOS VELASCO,13.5,08:00:00,00:00:00,5,20
A21.42_S27_M8_I2454,BA_X440724_Y4473300,CENTR,CENTRO,EMBAJADORES,CALLE,ARGUMOSA,17,28012,440723.59,4473299.52,Abierto,BAR AUTOMATICO,21.42,10:00:00,02:00:00,8,27
A11.16_S14_M4_I2455,TLC_X439797_Y4475378,CENTR,CENTRO,UNIVERSIDAD,CALLE,CRISTO,1,28015,439796.6,4475377.54,Abierto,TABERNA LA CASTA,11.16,10:00:00,02:00:00,4,14
A7.74_S16_M8_I2459,PYPLT_X435513_Y4468621,CARAB,CARABANCHEL,BUENAVISTA,CALLE,CUEVAS DE ALTAMIRA,1,28054,435512.59,4468620.56,Abierto,PASA Y PICA LA TABERNA,7.74,10:00:00,02:30:00,8,16
A8.64_S8_M4_I2460,BBR_X441729_Y4474999,SALAM,SALAMANCA,RECOLETOS,CALLE,JORGE JUAN,8,28001,441728.59,4474998.52,Abierto,BIOTZA  BAR-RESTAURANTE,8.64,10:00:00,02:30:00,4,8
A16.62_S28_M14_I2461,CPB_X437837_Y4471072,CARAB,CARABANCHEL,PUERTA BONITA,CALLE,PARRA,46,28025,437836.6,4471071.54,Abierto,CAFETERIA PUERTA BONITA,16.62,10:00:00,00:30:00,14,28
A31.67_S36_M12_I2463,CLR_X442781_Y4477213,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,LOPEZ DE HOYOS,106,28002,442780.59,4477212.51,Abierto,CERVECERIA LA RIA,31.67,10:00:00,02:30:00,12,36
A9.52_S16_M8_I2466,CF_X443254_Y4477625,CHAMA,CHAMARTIN,PROSPERIDAD,CALLE,LOPEZ DE HOYOS,178,28002,443253.59,4477624.5,Abierto,CAFETERIA FANNY,9.52,08:00:00,01:30:00,8,16
A35.13_S48_M12_I2467,R_X442998_Y4478659,CHAMA,CHAMARTIN,HISPANOAMERICA,CALLE,VICTOR DE LA SERNA,37,28016,442997.59,4478658.51,Abierto,RESTAURANTE,35.13,10:00:00,02:30:00,12,48
A32.4_S40_M10_I2468,CBE7_X449259_Y4468236,VILLA-DE-VALLE,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,AVENIDA,ENSANCHE DE VALLECAS,71,28051,449258.51,4468236.4,Abierto,CAFE BAR ENSANCHE 71,32.4,10:00:00,02:30:00,10,40
A74.7_S93_M25_I2471,FS_X442423_Y4472600,RETIR,RETIRO,PACIFICO,CALLE,TELLEZ,27,28007,442422.58,4472599.51,Abierto,FORKON S.L.,74.7,10:00:00,02:30:00,25,93
A16.38_S21_M7_I2472,LTDR_X442365_Y4474666,RETIR,RETIRO,IBIZA,AVENIDA,MENENDEZ PELAYO,11,28009,442364.58,4474665.51,Abierto,LA TASCA DEL RETIRO,16.38,10:00:00,02:30:00,7,21
A32.4_S40_M10_I2473,LL_X446041_Y4473425,MORAT,MORATALAZ,MARROQUINA,CALLE,ANTONIO CUMELLA,8,28030,446040.55,4473425.46,Abierto,LA LUNA,32.4,10:00:00,01:00:00,10,40
A19.37_S24_M8_I2485,LC_X444814_Y4476493,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DEL SAGRARIO,19,28027,444813.57,4476493.48,Abierto,LA CABAÑA,19.37,08:00:00,01:30:00,8,24
A25.44_S31_M8_I2487,BI_X444892_Y4476594,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DEL PORTILLO,29,28027,444891.57,4476594.48,Abierto,BAR IDEAL,25.44,08:00:00,01:30:00,8,31
A13.38_S18_M5_I2488,SA_X444929_Y4476617,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DEL PORTILLO,31,28027,444928.57,4476617.48,Abierto,SIDRERIA ASTIGARRAGA,13.38,08:00:00,01:30:00,5,18
A6.91_S9_M4_I2489,EN_X443166_Y4481054,CIUDA-LINEA,CIUDAD LINEAL,COSTILLARES,CALLE,CALERUEGA,21,28033,443165.61,4481053.51,Abierto,EL NAVIO,6.91,08:00:00,01:30:00,4,9
A75.55_S60_M15_I2490,BEPD_X445071_Y4476202,CIUDA-LINEA,CIUDAD LINEAL,QUINTANA,CALLE,ELFO,78,28027,445070.57,4476202.47,Abierto,BAR EL PASO DOBLE,75.55,10:00:00,01:30:00,15,60
A16.2_S20_M5_I2492,LBDS_X444112_Y4475953,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE LA ALEGRIA,9,28027,444111.58,4475953.49,Abierto,LA BOTELLERIA DEL SUR,16.2,10:00:00,02:30:00,5,20
A12.24_S18_M6_I2493,V_X0_Y0,CENTR,CENTRO,PALACIO,CALLE,GRAN VIA,43,28013,0,0,Baja Reunificación,VIPS,12.24,08:00:00,01:30:00,6,18
A45.25_S38_M11_I2494,EP_X441068_Y4474020,CENTR,CENTRO,CORTES,PLAZA,CANOVAS DEL CASTILLO,4,28014,441067.59,4474019.52,Abierto,ESTADO PURO,45.25,08:00:00,01:30:00,11,38
A22.32_S24_M8_I2495,LG_X440042_Y4474048,CENTR,CENTRO,SOL,CALLE,BOTONERAS,5,28012,440041.59,4474047.53,Abierto,LOS GALAYOS,22.32,10:00:00,01:30:00,8,24
A56.88_S64_M30_I2496,CV_X440091_Y4474523,CENTR,CENTRO,SOL,CALLE,POSTIGO DE SAN MARTIN,7,28013,440090.59,4474522.53,Abierto,CHOCOLATERIA VALOR,56.88,10:00:00,02:30:00,30,64
A24.13_S28_M8_I2497,CEM_X440333_Y4473784,CENTR,CENTRO,EMBAJADORES,CALLE,MAGDALENA,1,28012,440332.59,4473783.53,Abierto,COMETE EL MUNDO,24.13,10:00:00,02:30:00,8,28
A36.3_S34_M17_I2499,SC_X441035_Y4474070,CENTR,CENTRO,CORTES,PLAZA,CORTES,7,28014,441034.59,4474069.52,Abierto,STARBUCKS COFFEE,36.3,10:00:00,02:00:00,17,34
A4.76_S8_M4_I2500,PS2_X440848_Y4475479,CENTR,CENTRO,JUSTICIA,CALLE,SAGASTA,28,28004,440847.59,4475478.53,Abierto,PUB SAGASTA 28,4.76,10:00:00,02:30:00,4,8
A1.46_S2_M2_I2501,LF_X440326_Y4474357,CENTR,CENTRO,SOL,CALLE,TETUAN,20,28013,440325.59,4474356.53,Abierto,LA FAROLA,1.46,10:00:00,02:30:00,2,2
A20.06_S23_M6_I2502,LMBCR_X440000_Y4473662,CENTR,CENTRO,EMBAJADORES,PLAZA,CASCORRO,1,28005,439999.59,4473661.53,Abierto,"LA MANYULA, BAR, CAFETERIA, RACIONES",20.06,10:00:00,02:30:00,6,23
A17.33_S20_M5_I2503,M_X439584_Y4475245,CENTR,CENTRO,UNIVERSIDAD,PLAZA,CRISTINO MARTOS,2,28015,439583.6,4475244.54,Abierto,MÜR,17.33,10:00:00,02:30:00,5,20
A5.76_S8_M4_I2504,RCPDA_X440359_Y4474008,CENTR,CENTRO,CORTES,PLAZA,ANGEL,1,28012,440358.59,4474007.53,Abierto,RESTAURANTE CHINO PLAZA DEL ANGEL,5.76,10:00:00,01:30:00,4,8
A11.16_S14_M4_I2505,LTC_X440430_Y4474064,CENTR,CENTRO,CORTES,CALLE,CRUZ,27,28012,440429.59,4474063.53,Abierto,LA TIA CEBOLLA,11.16,10:00:00,01:30:00,4,14
A1.7_S2_M1_I2506,MMV_X440737_Y4474910,CENTR,CENTRO,JUSTICIA,CALLE,PELAYO,19,28004,440736.59,4474909.53,Abierto,MAD MAD VEGAN,1.7,10:00:00,01:30:00,1,2
A6.66_S9_M3_I2507,TLE_X440613_Y4474877,CENTR,CENTRO,JUSTICIA,CALLE,PEREZ GALDOS,7,28004,440612.59,4474876.53,Abierto,TABERNA LA ESPAÑOLA,6.66,10:00:00,02:00:00,3,9
A36.57_S58_M16_I2508,AC_X444188_Y4476056,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE LA ALEGRIA,17,28027,444187.58,4476056.49,Abierto,ANJO CERVECERIA,36.57,08:00:00,01:30:00,16,58
A7.2_S10_M5_I2509,PLC_X444405_Y4476167,CIUDA-LINEA,CIUDAD LINEAL,QUINTANA,CALLE,VIRGEN DE LLUC,4,28027,444404.57,4476167.48,Abierto,PELUQUERIA LOW COST,7.2,08:00:00,01:30:00,5,10
A12.06_S15_M4_I2510,ACC_X444274_Y4476337,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE LOURDES,28,28027,444273.58,4476337.48,Abierto,ALACENA CAFETERIA CERVECERIA,12.06,10:00:00,02:30:00,4,15
A42.85_S53_M20_I2511,BALC_X444551_Y4476328,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE NURIA,3,28027,444550.57,4476328.48,Abierto,BAR ASTUR LEONES CERVECERIA,42.85,08:00:00,01:30:00,20,53
A48.9_S58_M20_I2512,BLVDTC_X444645_Y4476388,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE NURIA,11,28027,444644.57,4476388.48,Abierto,BAR LA VILLA DE TONY CAFE,48.9,08:00:00,01:30:00,20,58
A27.96_S34_M9_I2513,CBQ_X444676_Y4476406,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE NURIA,13,28027,444675.57,4476406.48,Abierto,CAFETERIA BAR QUEPAR,27.96,10:00:00,02:30:00,9,34
A52.71_S62_M22_I2514,CI_X444696_Y4476419,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE NURIA,15,28027,444695.57,4476419.48,Abierto,CAFETERIA ISLA,52.71,08:00:00,01:30:00,22,62
A16.38_S21_M7_I2516,BC_X444796_Y4476481,CIUDA-LINEA,CIUDAD LINEAL,CONCEPCION,CALLE,VIRGEN DE NURIA,23,28027,444795.57,4476481.48,Abierto,BAR-CERVECERIA,16.38,08:00:00,01:30:00,7,21
A99.47_S84_M21_I2517,BLTDCV_X447277_Y4472503,VICAL,VICALVARO,VALDEBERNARDO,CALLE,RAYA,13,28032,447276.54,4472503.44,Abierto,BAR LA TABERNA DE CHANA VICALVARO,99.47,10:00:00,02:30:00,21,84
A8.77_S28_M14_I2518,1M_X440327_Y4477662,TETUA,TETUAN,CUATRO CAMINOS,CALLE,BRAVO MURILLO,98,28020,440326.6,4477661.54,Abierto,100 MONTADITOS,8.77,10:00:00,02:00:00,14,28
A71.48_S114_M29_I2519,D_X441217_Y4479001,TETUA,TETUAN,CASTILLEJOS,CALLE,SOR ANGELA DE LA CRUZ,12,28020,441216.6,4479000.53,Abierto,DIDECO,71.48,10:00:00,00:00:00,29,114
A69.55_S80_M20_I2520,BLT_X444141_Y4477943,CIUDA-LINEA,CIUDAD LINEAL,SAN JUAN BAUTISTA,CALLE,TREVIANA,10,28043,444140.58,4477943.49,Abierto,BAR LA TERRAZA,69.55,10:00:00,02:30:00,20,80
A4.32_S6_M3_I2521,ER_X445749_Y4475889,CIUDA-LINEA,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,ESTEBAN COLLANTES,34,28017,445748.57,4475889.46,Abierto,EL RINCONCITO,4.32,10:00:00,02:30:00,3,6
A12.25_S16_M4_I2523,B_X443763_Y4472438,PUENT-DE-VALLE,PUENTE DE VALLECAS,NUMANCIA,CALLE,MONTSENY,29,28038,443762.57,4472438.49,Abierto,BAR,12.25,10:00:00,02:00:00,4,16
A33.2_S34_M10_I2526,LBDC_X440915_Y4474504,CENTR,CENTRO,JUSTICIA,CALLE,ALCALA,43,28014,440914.59,4474503.52,Abierto,LAS BOVEDAS DE CIBELES,33.2,10:00:00,02:30:00,10,34
A7.92_S10_M3_I2528,TT_X439965_Y4474333,CENTR,CENTRO,SOL,CALLE,ARENAL,15,28013,439964.59,4474332.53,Abierto,TAPA TAPA,7.92,10:00:00,02:30:00,3,10
A14.4_S18_M5_I2529,RJ_X441181_Y4473429,CENTR,CENTRO,EMBAJADORES,CALLE,ATOCHA,116,28012,441180.58,4473428.52,Abierto,RESTAURANTE JALO,14.4,10:00:00,02:30:00,5,18
A32.4_S40_M10_I2530,BB_X440720_Y4470279,USERA,USERA,ALMENDRALES,CALLE,TOMELLOSO,9,28026,440719.57,4470278.52,Abierto,BAR BAHIA,32.4,10:00:00,02:30:00,10,40
A18_S20_M5_I2531,BEE_X441301_Y4469188,USERA,USERA,SAN FERMIN,AVENIDA,SAN FERMIN,14,28041,441300.56,4469187.51,Abierto,BAR EL ENCIERRO,18,10:00:00,02:30:00,5,20
A36_S40_M10_I2532,BEA_X439608_Y4480843,FUENC-EL-PARDO,FUENCARRAL - EL PARDO,EL PILAR,CALLE,PONFERRADA,60,28029,439607.62,4480842.56,Abierto,BAR: EMANUELA ANA,36,09:00:00,02:30:00,10,40
A52.99_S72_M21_I2536,T_X441291_Y4479498,TETUA,TETUAN,CASTILLEJOS,CALLE,JOSE CASTAN TOBEÑAS,1,28020,441290.61,4479497.53,Abierto,TAPIKAS,52.99,08:00:00,01:30:00,21,72
A9.72_S12_M3_I2537,BEMDSI_X441328_Y4467439,VILLA,VILLAVERDE,LOS ROSALES,CALLE,VILLAJOYOSA,71,28041,441327.54,4467438.51,Abierto,BAR EL MIRADOR DE SAN ISIDRO,9.72,08:00:00,01:30:00,3,12
A8.5_S12_M6_I2539,P&B_X442380_Y4471634,ARGAN,ARGANZUELA,LEGAZPI,CALLE,EROS,7,28045,442379.57,4471633.51,Abierto,PURE & BOWI,8.5,10:00:00,02:30:00,6,12
A1.68_S2_M2_I2540,SR_X447984_Y4474592,SAN-BLAS-CANIL,SAN BLAS - CANILLEJAS,ARCOS,CALLE,AQUITANIA,42,28032,447983.55,4474592.43,Abierto,SIN ROTULO,1.68,08:00:00,01:30:00,2,2
