id_terraza;id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;id_ndp_edificio;id_clase_ndp_edificio;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;nom_edificio;num_edificio;Cod_Postal;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;secuencial_local_PC;Escalera;id_planta_agrupado;id_local_agrupado;coordenada_x_agrupacion;coordenada_y_agrupacion;rotulo;id_periodo_terraza;desc_periodo_terraza;id_situacion_terraza;desc_situacion_terraza;Superficie_ES;Superficie_RA;Fecha_confir_ult_decreto_resol;id_ndp_terraza;id_clase_ndp_terraza;ID_VIAL;DESC_CLASE;DESC_NOMBRE;nom_terraza;num_terraza;cal_terraza;desc_ubicacion_terraza;hora_ini_LJ_es;hora_fin_LJ_es;hora_ini_LJ_ra;hora_fin_LJ_ra;hora_ini_VS_es;hora_fin_VS_es;hora_ini_VS_ra;hora_fin_VS_ra;mesas_aux_es;mesas_aux_ra;mesas_es;mesas_ra;sillas_es;sillas_ra
76;170001120;17;VILLAVERDE          ;1703;BUTARQUE            ;20166865;1;2879;CALLE                   ;BERROCAL                                          ;NUM;11;28021;442611,52;4466074,49;1;Puerta Calle;1;Abierto;70;;PB;;;;CERVECERIA MINERVA;1;Anual;1;Abierta;28,8;28,8;24/04/2014;20166865;1;2879;CALLE                   ;BERROCAL                                          ;NUM;11;  ;Acera;08:00:00;01:30:00;08:00:00;00:00:00;08:00:00;01:30:00;08:00:00;00:00:00;0;0;8;8;32;  
77;170000836;17;VILLAVERDE          ;1704;LOS ROSALES         ;11126886;1;230650;PLAZA                   ;CHOZAS DE CANALES                                 ;NUM;1;28021;441337,53;4467033,5;1;Puerta Calle;1;Abierto;20;;PB;;;;BAR DONDE SIEMPRE;1;Anual;1;Abierta;64,12;64,12;24/04/2014;11126886;1;230650;PLAZA                   ;CHOZAS DE CANALES                                 ;NUM;1;  ;Plaza peatonal;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;21;21;80;  
78;170001098;17;VILLAVERDE          ;1704;LOS ROSALES         ;31002008;1;2697;CALLE                   ;MARIA BARRIENTOS                                  ;NUM;4;28021;441702,54;4467387,5;1;Puerta Calle;1;Abierto;10;;PB;;;;LA PARADA ESQUINA;2;Estacional;1;Abierta;47,96;;24/04/2014;31002008;1;2697;CALLE                   ;MARIA BARRIENTOS                                  ;NUM;4; A;Acera;08:00:00;01:30:00;;;08:00:00;01:30:00;;;0;;11;;44; A
79;270228707;17;VILLAVERDE          ;1701;SAN ANDRES          ;11124826;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;20;28021;439581,54;4466421,52;1;Puerta Calle;1;Abierto;10;;PB;;;;BURGUER CAROVI;1;Anual;1;Abierta;29,13;29,13;24/04/2014;11124826;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;20;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;10;40;  
80;170000967;17;VILLAVERDE          ;1705;LOS ANGELES         ;11129020;1;426685;CALLE                   ;LA DEL MANOJO DE ROSAS                            ;NUM;44;28041;440773,55;4467749,51;1;Puerta Calle;1;Abierto;10;;PB;;;;A GAIVOTIÑA II;1;Anual;1;Abierta;111,3;111,3;24/04/2014;11129020;1;426685;CALLE                   ;LA DEL MANOJO DE ROSAS                            ;NUM;44;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;16;10;56;  
81;170000259;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128297;1;733450;PASEO                   ;TALLERES                                          ;NUM;2;28021;440572,54;4466762,51;1;Puerta Calle;1;Abierto;10;;PB;;;;PEÑA DE FRANCIA;1;Anual;1;Abierta;32,4;32,4;24/04/2014;11128297;1;733450;PASEO                   ;TALLERES                                          ;NUM;2;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;15;15;60;  
82;270456160;17;VILLAVERDE          ;1701;SAN ANDRES          ;11125480;1;733450;PASEO                   ;TALLERES                                          ;NUM;48;28021;440242,54;4466570,51;1;Puerta Calle;1;Abierto;20;;PB;;;;LUCKY;1;Anual;1;Abierta;12,96;7,56;24/04/2014;11125480;1;733450;PASEO                   ;TALLERES                                          ;NUM;48;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;8;3;16;  
83;170002005;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128595;1;426685;CALLE                   ;LA DEL MANOJO DE ROSAS                            ;NUM;102;28041;440665,54;4467317,51;1;Puerta Calle;1;Abierto;10;;PB;;;;EL KUBO;1;Anual;1;Abierta;127,98;32,97;24/04/2014;11128595;1;426685;CALLE                   ;LA DEL MANOJO DE ROSAS                            ;NUM;102;  ;Plaza peatonal;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;16;8;64;  
84;270181857;17;VILLAVERDE          ;1701;SAN ANDRES          ;11125333;1;498200;PLAZA                   ;MAYOR DE VILLAVERDE                               ;NUM;4;28021;439928,54;4466553,51;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR ASTURIAS;1;Anual;1;Abierta;68,4;68,4;24/04/2014;11125333;1;498200;PLAZA                   ;MAYOR DE VILLAVERDE                               ;NUM;4;  ;Plaza peatonal;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;22;22;88;  
85;270379680;17;VILLAVERDE          ;1704;LOS ROSALES         ;20061933;1;88907357;AVENIDA                 ;OROVILLA                                          ;NUM;63;28041;441484,54;4467625,5;1;Puerta Calle;1;Abierto;10;;PB;;;;LA ABUELA;2;Estacional;1;Abierta;18,72;16,38;24/04/2014;20061933;1;88907357;AVENIDA                 ;OROVILLA                                          ;NUM;63;  ;Acera;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;0;;8;;24;  
86;170000257;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128909;1;561025;CALLE                   ;PAN Y TOROS                                       ;NUM;11;28041;441020,55;4467961,51;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR PEMA;1;Anual;1;Abierta;37;37;24/04/2014;11128909;1;561025;CALLE                   ;PAN Y TOROS                                       ;NUM;11;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;11;11;42;  
87;270286727;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128847;1;561025;CALLE                   ;PAN Y TOROS                                       ;NUM;37;28041;441052,54;4467692,51;1;Puerta Calle;1;Abierto;40;;PB;;;;CASA MONICA;1;Anual;1;Abierta;50,04;50,04;24/04/2014;11128847;1;561025;CALLE                   ;PAN Y TOROS                                       ;NUM;37;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;15;15;56;  
88;180000366;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131599;1;156450;CALLE                   ;CASTRILLO DE AZA                                  ;NUM;9;28031;448357,53;4470622,41;1;Puerta Calle;1;Abierto;10;;PB;;;;EL JARDIN DEL BACO;1;Anual;1;Abierta;97,56;97,56;25/04/2014;31011644;1;156450;CALLE                   ;CASTRILLO DE AZA                                  ;NUM;9; B;Acera;10:00:00;01:00:00;08:00:00;00:00:00;10:00:00;02:30:00;08:00:00;00:00:00;0;0;24;24;96;  
89;270324826;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131603;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;10;28031;448373,53;4470489,41;1;Puerta Calle;1;Abierto;10;;PB;;;;CERVECERIA LA TOMASA;1;Anual;1;Abierta;48,6;48,6;25/04/2014;11131603;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;10;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;15;15;57;  
91;270032503;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131597;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;8;28031;448410,53;4470525,41;1;Puerta Calle;1;Abierto;20;;PB;;;;BAR  LA HACIENDA;1;Anual;1;Abierta;83,16;58,32;25/04/2014;11131597;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;8;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;24;18;96;  
95;270184841;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131611;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;7;28031;448430,53;4470416,41;1;Puerta Calle;1;Abierto;50;;PB;;;;CERVECERIA LA TORRE;2;Estacional;1;Abierta;27;58,32;28/04/2014;31011646;1;614050;CALLE                   ;PUENTELARRA                                       ;NUM;7; A;Acera;10:00:00;01:00:00;08:00:00;01:00:00;10:00:00;02:30:00;08:00:00;01:00:00;0;0;10;18;40;  
98;270185092;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131648;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;6;28031;448569,53;4470101,41;1;Puerta Calle;1;Abierto;50;;PB;;;;EL JARDIN DE BACO II;1;Anual;1;Abierta;44,38;44,38;28/04/2014;11131648;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;6;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;17;17;68;  
101;170000673;17;VILLAVERDE          ;1701;SAN ANDRES          ;11124234;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;15;28021;439620,54;4466399,52;1;Puerta Calle;1;Abierto;30;;PB;;;;D`YISA NAILS;2;Estacional;1;Abierta;25,92;25,92;30/04/2014;11124234;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;15;  ;Calle peatonal;08:00:00;01:30:00;10:00:00;00:00:00;08:00:00;01:30:00;10:00:00;00:00:00;0;0;8;8;32;  
102;270456985;17;VILLAVERDE          ;1701;SAN ANDRES          ;11123229;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;83;28021;439062,54;4466077,52;1;Puerta Calle;1;Abierto;10;;PB;;;;LAS BEGONIAS;1;Anual;1;Abierta;99,12;45,75;30/04/2014;11123229;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;83;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;25;12;84;  
103;170000832;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128441;1;68200;CALLE                   ;ARECHAVALETA                                      ;NUM;50;28041;440871,54;4467123,51;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR CASA CONEL;1;Anual;1;Abierta;37,08;37,08;30/04/2014;11128431;1;53750;CALLE                   ;ANOETA                                            ;NUM;21;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;4;4;12;  
104;170001203;17;VILLAVERDE          ;1703;BUTARQUE            ;31001355;1;2878;CALLE                   ;CANCHAL                                           ;NUM;4;28021;442609,52;4466445,49;1;Puerta Calle;1;Abierto;20;;PB;;;;PASTELERIA PANADERIA CAFETERIA CHICO;1;Anual;1;Abierta;30;30;30/04/2014;31001355;1;2878;CALLE                   ;CANCHAL                                           ;NUM;4;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;10;0;30;  
105;170000724;17;VILLAVERDE          ;1701;SAN ANDRES          ;11123351;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;39;28021;439441,54;4466238,52;1;Puerta Calle;1;Abierto;30;;PB;;;;BAR LAS NIÑAS;1;Anual;1;Abierta;10,08;10,08;30/04/2014;11123351;1;18100;PASEO                   ;ALBERTO PALACIOS                                  ;NUM;39;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;7;7;14;  
106;270181482;17;VILLAVERDE          ;1701;SAN ANDRES          ;11124565;1;342600;CALLE                   ;GRAFITO                                           ;NUM;12;28021;439235,54;4466441,52;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR MEZQUITA;1;Anual;1;Abierta;31,86;31,86;30/04/2014;11124565;1;342600;CALLE                   ;GRAFITO                                           ;NUM;12;  ;Zona de estacionamiento;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;6;3;12;  
107;170000308;17;VILLAVERDE          ;1701;SAN ANDRES          ;20078353;1;20800;CALLE                   ;ALCOCER                                           ;NUM;45;28021;440117,54;4466833,51;1;Puerta Calle;1;Abierto;30;;PB;;;;BAR RENATO;1;Anual;1;Abierta;98,81;98,81;30/04/2014;20078353;1;20800;CALLE                   ;ALCOCER                                           ;NUM;45; A;Bulevar;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;1;1;22;22;88; A
108;270020492;17;VILLAVERDE          ;1702;SAN CRISTOBAL       ;31009355;1;102500;CALLE                   ;BENIMAMET                                         ;NUM;95;28021;441813,52;4466134,5;1;Puerta Calle;1;Abierto;10;;PB;;;;PEREZ CAFETERIA;1;Anual;1;Abierta;19,44;10,8;30/04/2014;31009355;1;102500;CALLE                   ;BENIMAMET                                         ;NUM;95;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;6;6;24;  
109;270539656;17;VILLAVERDE          ;1703;BUTARQUE            ;20166853;1;2879;CALLE                   ;BERROCAL                                          ;NUM;3;28021;442506,52;4466515,49;1;Puerta Calle;1;Abierto;30;;PB;;;;100 MONTADITOS;1;Anual;1;Abierta;72,5;72,5;30/04/2014;20166853;1;2879;CALLE                   ;BERROCAL                                          ;NUM;3; A;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;21;21;84; A
110;270183511;17;VILLAVERDE          ;1705;LOS ANGELES         ;11128639;1;355650;CALLE                   ;HERMANDAD DE DONANTES DE SANGRE                   ;NUM;1;28041;440611,54;4467373,51;1;Puerta Calle;1;Abierto;20;;PB;;;;RESTAURANTE GALLARDO;1;Anual;1;Abierta;51,84;51,84;30/04/2014;11128639;1;355650;CALLE                   ;HERMANDAD DE DONANTES DE SANGRE                   ;NUM;1;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;16;16;64;  
111;270023348;17;VILLAVERDE          ;1705;LOS ANGELES         ;20150104;1;259450;CALLE                   ;EL HUESPED DEL SEVILLANO                          ;NUM;7;28041;440692,54;4467514,51;1;Puerta Calle;1;Abierto;10;;PB;;;;LA ATALAYA;2;Estacional;1;Abierta;97,2;;30/04/2014;20150104;1;259450;CALLE                   ;EL HUESPED DEL SEVILLANO                          ;NUM;7;  ;Acera;08:00:00;01:30:00;;;08:00:00;01:30:00;;;0;;30;;120;  
112;170000123;17;VILLAVERDE          ;1705;LOS ANGELES         ;11129040;1;426660;CALLE                   ;LA CANCION DEL OLVIDO                             ;NUM;2;28041;440699,55;4468091,51;1;Puerta Calle;1;Abierto;10;;PB;;;;ALQUEZAR LA BODEGA DE COTE;1;Anual;1;Abierta;72;72;30/04/2014;11129040;1;426660;CALLE                   ;LA CANCION DEL OLVIDO                             ;NUM;2;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;20;20;80;  
113;270314735;17;VILLAVERDE          ;1703;BUTARQUE            ;11126551;1;678700;AVENIDA                 ;LOS ROSALES                                       ;NUM;94;28021;442293,53;4467170,49;1;Puerta Calle;1;Abierto;5;;PB;;;;RESTAURANTE SALINAS PROSPERIDAD III;1;Anual;1;Abierta;90,57;90,57;30/04/2014;11126551;1;678700;AVENIDA                 ;LOS ROSALES                                       ;NUM;94;  ;Otros;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;14;8;56;  
