id_terraza;id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;id_ndp_edificio;id_clase_ndp_edificio;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;nom_edificio;num_edificio;Cod_Postal;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;secuencial_local_PC;Escalera;id_planta_agrupado;id_local_agrupado;coordenada_x_agrupacion;coordenada_y_agrupacion;rotulo;id_periodo_terraza;desc_periodo_terraza;id_situacion_terraza;desc_situacion_terraza;Superficie_ES;Superficie_RA;Fecha_confir_ult_decreto_resol;id_ndp_terraza;id_clase_ndp_terraza;ID_VIAL;DESC_CLASE;DESC_NOMBRE;nom_terraza;num_terraza;cal_terraza;desc_ubicacion_terraza;hora_ini_LJ_es;hora_fin_LJ_es;hora_ini_LJ_ra;hora_fin_LJ_ra;hora_ini_VS_es;hora_fin_VS_es;hora_ini_VS_ra;hora_fin_VS_ra;mesas_aux_es;mesas_aux_ra;mesas_es;mesas_ra;sillas_es;sillas_ra
2954;50000178;5;CHAMARTIN           ;504;HISPANOAMERICA      ;11025567;1;556300;CALLE                   ;PADRE DAMIAN                                      ;NUM;38;28036;441888,6;4478814,52;1;Puerta Calle;1;Abierto;30;;PB;;;;LA TARANTELLA;1;Anual;1;Abierta;100,19;100,19;27/08/2015;11025567;1;556300;CALLE                   ;PADRE DAMIAN                                      ;NUM;38;  ;Zona de estacionamiento;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;24;24;73;  
2956;285017396;10;LATINA              ;1002;PUERTA DEL ANGEL    ;11060661;1;418900;CALLE                   ;JUAN TORNERO                                      ;NUM;47;28011;438082,6;4473625,55;1;Puerta Calle;1;Abierto;10;;PB;;;;CAFETERIA CERVECERÍA BLANCO Y NEGRO;1;Anual;1;Abierta;375;3,75;27/08/2015;11060661;1;418900;CALLE                   ;JUAN TORNERO                                      ;NUM;47;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:00:00;10:00:00;00:00:00;0;0;2;2;4;  
2958;40002334;4;SALAMANCA           ;402;GOYA                ;11015355;1;88907782;CALLE                   ;ALCALA                                            ;NUM;146;28009;443189,58;4475415,5;1;Puerta Calle;1;Abierto;10;;PB;;;;SENY                                              ;2;Estacional;1;Abierta;24,18;;28/08/2015;11015355;1;88907782;CALLE                   ;ALCALA                                            ;NUM;146;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;9;;27;  
2960;270084203;4;SALAMANCA           ;406;CASTELLANA          ;11020098;1;238100;CALLE                   ;DIEGO DE LEON                                     ;NUM;9;28006;441940,59;4476283,52;1;Puerta Calle;1;Abierto;20;;PB;;;;EL ASADOR DE ARANDA                               ;2;Estacional;1;Abierta;17,31;;28/08/2015;11020098;1;238100;CALLE                   ;DIEGO DE LEON                                     ;NUM;9;  ;Acera;10:00:00;00:00:00;;;10:00:00;00:00:00;;;0;;5;;19;  
2962;270083280;4;SALAMANCA           ;406;CASTELLANA          ;11019913;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;57;28006;442350,58;4476051,51;1;Puerta Calle;1;Abierto;20;;PB;;;;SOÑA;2;Estacional;1;Abierta;9,97;;01/09/2015;11019913;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;57;  ;Acera;10:00:00;00:00:00;;;10:00:00;00:00:00;;;0;;4;;12;  
2966;285002981;1;CENTRO              ;104;JUSTICIA            ;11004483;1;584300;CALLE                   ;PEREZ GALDOS                                      ;NUM;4;28004;440589,59;4474875,53;1;Puerta Calle;1;Abierto;10;;PB;;;;LA TITA RIVERA;1;Anual;1;Abierta;13,81;13,81;02/09/2015;11004483;1;584300;CALLE                   ;PEREZ GALDOS                                      ;NUM;4;  ;Calle peatonal;10:00:00;00:30:00;10:00:00;23:00:00;10:00:00;02:00:00;10:00:00;23:00:00;0;0;6;6;12;  
2968;280011478;1;CENTRO              ;106;SOL                 ;11007350;1;519000;CALLE                   ;MONTERA                                           ;NUM;47;28013;440451,59;4474565,53;1;Puerta Calle;1;Abierto;10;;PB;;;;TAPA MONTERA;1;Anual;8;Suspension temporal;46,08;46,08;02/09/2015;11007350;1;519000;CALLE                   ;MONTERA                                           ;NUM;47;  ;Calle peatonal;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;12;48;  
2969;270376765;1;CENTRO              ;101;PALACIO             ;11001015;1;659300;COSTANILLA              ;SAN ANDRES                                        ;NUM;8;28005;439613,6;4473857,53;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR TIMON;1;Anual;1;Abierta;30,41;30,41;02/09/2015;11001015;1;659300;COSTANILLA              ;SAN ANDRES                                        ;NUM;8;  ;Plaza peatonal;10:00:00;00:30:00;10:00:00;23:00:00;10:00:00;02:00:00;10:00:00;23:00:00;0;0;8;8;32;  
2970;285027809;11;CARABANCHEL         ;1106;BUENAVISTA          ;31023457;1;31000018;CALLE                   ;MORALES                                           ;NUM;10;28054;435780,58;4468157,55;1;Puerta Calle;1;Abierto;40;;PB;;;;LA CALETA;1;Anual;1;Abierta;41,4;23,1;02/09/2015;31023457;1;31000018;CALLE                   ;MORALES                                           ;NUM;10; F;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;01:30:00;10:00:00;00:30:00;0;0;10;8;27; F
2971;180000508;18;VILLA DE VALLECAS   ;1801;CASCO H.VALLECAS    ;11130324;1;288040;PASEO                   ;FEDERICO GARCIA LORCA                             ;NUM;17;28031;447300,53;4469892,43;1;Puerta Calle;1;Abierto;10;;PB;;;;100 MONTADITOS;1;Anual;1;Abierta;41,44;41,44;03/09/2015;11130324;1;288040;PASEO                   ;FEDERICO GARCIA LORCA                             ;NUM;17;  ;Acera;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;0;0;14;14;54;  
2973;270298509;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131648;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;6;28031;448560,53;4470097,41;1;Puerta Calle;1;Abierto;40;;PB;;;;EL REY DE COPAS;1;Anual;1;Abierta;6,94;6,94;03/09/2015;20174806;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;8;  ;Otros;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;3;3;12;  
2975;40001374;4;SALAMANCA           ;402;GOYA                ;11014914;1;341900;CALLE                   ;GOYA                                              ;NUM;67;28001;442355,58;4475165,51;1;Puerta Calle;1;Abierto;20;;PB;;;;VIPS;1;Anual;1;Abierta;11,48;11,48;07/09/2015;11014914;1;341900;CALLE                   ;GOYA                                              ;NUM;67;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;6;6;12;  
2977;270326502;4;SALAMANCA           ;406;CASTELLANA          ;20148543;1;405300;CALLE                   ;JOSE ORTEGA Y GASSET                              ;NUM;29;28006;442109,58;4475789,51;1;Puerta Calle;1;Abierto;50;;PB;;;;MAKKILA;1;Anual;1;Abierta;70,7;70,7;07/09/2015;11019543;1;542800;CALLE                   ;NUÑEZ DE BALBOA                                   ;NUM;75;  ;Acera;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;0;0;21;21;45;  
2978;280048108;8;FUENCARRAL-EL PARDO ;806;VALVERDE            ;20052172;1;1429;RONDA                   ;INGENIOSO HIDALGO                                 ;NUM;47;28034;441439,63;4483699,55;1;Puerta Calle;1;Abierto;10;;PB;;;;CERVECERÍA C. MARTÍN;1;Anual;1;Abierta;74,83;32,62;08/09/2015;20052172;1;1429;RONDA                   ;INGENIOSO HIDALGO                                 ;NUM;47;  ;Calle peatonal;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;1;1;39;18;80;  
2979;285016681;8;FUENCARRAL-EL PARDO ;808;EL GOLOSO           ;31006856;1;31000147;CALLE                   ;MONASTERIO DE LIEBANA                             ;NUM;5;28049;441144,63;4484231,55;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR RESTAURANTE;1;Anual;1;Abierta;54,36;54,36;08/09/2015;31045242;1;31000135;AVENIDA                 ;MONASTERIO DE SILOS                               ;NUM;71; B;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;14;14;76; B
2980;270245427;12;USERA               ;1202;ORCASUR             ;11080893;1;59400;CALLE                   ;ANTONIO LOPEZ                                     ;NUM;235;28041;440975,57;4470221,52;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR RESTAURANTE CASA MARIANO;1;Anual;1;Abierta;59,76;59,76;08/09/2015;11080893;1;59400;CALLE                   ;ANTONIO LOPEZ                                     ;NUM;235;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;16;16;64;  
2981;280051063;12;USERA               ;1205;MOSCARDO            ;20113222;1;511100;CALLE                   ;MIRASIERRA                                        ;NUM;35;28026;440256,58;4471118,52;1;Puerta Calle;1;Abierto;30;;PB;;;;DONNER KEBAB POLLO ASADO;2;Estacional;1;Abierta;48;;08/09/2015;20113222;1;511100;CALLE                   ;MIRASIERRA                                        ;NUM;35;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;14;;42;  
2991;280065692;20;SAN BLAS-CANILLEJAS ;2008;EL SALVADOR         ;31008484;1;738200;CALLE                   ;TELEMACO                                          ;NUM;8;28027;445337,58;4477653,47;0;Agrupado;1;Abierto;0;;PB;EX9A;445337,58;4477652,47;RESTAURANTE CAFETERIA JOSMA (LOCAL 9A, 9B Y 10);2;Estacional;1;Abierta;40,5;;08/09/2015;31008484;1;738200;CALLE                   ;TELEMACO                                          ;NUM;8;  ;Superficie en parcela privada;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;10;;40;  
2992;40001499;4;SALAMANCA           ;403;FUENTE DEL BERRO    ;11016534;1;488600;PASEO                   ;MARQUES DE ZAFRA                                  ;NUM;8;28028;443376,58;4475318,5;1;Puerta Calle;1;Abierto;10;;PB;;;;EZARO;1;Anual;1;Abierta;21;21;09/09/2015;11016534;1;488600;PASEO                   ;MARQUES DE ZAFRA                                  ;NUM;8;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;10;0;20;  
3015;280042920;10;LATINA              ;1004;ALUCHE              ;11065879;1;271200;CALLE                   ;ESCALONA                                          ;NUM;12;28024;435365,62;4472161,57;1;Puerta Calle;1;Abierto;20;;PB;;;;BAR ECLIPSE;1;Anual;1;Abierta;12,98;12,98;10/09/2015;11065879;1;271200;CALLE                   ;ESCALONA                                          ;NUM;12;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;3;3;10;  
3026;285043819;15;CIUDAD LINEAL       ;1501;VENTAS              ;11104466;1;88907782;CALLE                   ;ALCALA                                            ;NUM;226;28027;444115,58;4475836,49;1;Puerta Calle;1;Abierto;20;;PB;;;;OLE TÚ;1;Anual;1;Abierta;90,22;38,68;11/09/2015;11104466;1;88907782;CALLE                   ;ALCALA                                            ;NUM;226;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;4;2;26;12;101;  
3027;60001372;6;TETUAN              ;604;ALMENARA            ;11031991;1;153600;PASEO                   ;CASTELLANA                                        ;NUM;251;28046;441691,61;4480548,53;1;Puerta Calle;1;Abierto;10;;PB;;;;LE PETIT RESTAURANT;1;Anual;1;Abierta;19,72;19,72;15/09/2015;11031991;1;153600;PASEO                   ;CASTELLANA                                        ;NUM;251;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;01:00:00;10:00:00;00:00:00;0;0;7;7;24;  
3029;270137856;9;MONCLOA-ARAVACA     ;904;VALDEZARZA          ;11054803;1;77400;CALLE                   ;ARTAJONA                                          ;NUM;29;28039;439143,62;4479546,56;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR ARTAJONA;1;Anual;1;Abierta;16,1;16,1;16/09/2015;11054803;1;77400;CALLE                   ;ARTAJONA                                          ;NUM;29;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;3;3;12;  
3042;270150152;11;CARABANCHEL         ;1104;VISTA ALEGRE        ;11074415;1;69200;CALLE                   ;AREVALO                                           ;NUM;20;28025;436848,6;4471205,55;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR CHIGAR;1;Anual;1;Abierta;14,04;14,04;17/09/2015;11074414;1;777860;CALLE                   ;VIA CARPETANA                                     ;NUM;197;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;6;6;18;  
3044;280044390;9;MONCLOA-ARAVACA     ;902;ARGUELLES           ;11052652;1;487400;CALLE                   ;MARQUES DE URQUIJO                                ;NUM;37;28008;438933,61;4475655,54;1;Puerta Calle;1;Abierto;20;;PB;;;;ADEREZO 37;2;Estacional;1;Abierta;2,43;;18/09/2015;11052652;1;487400;CALLE                   ;MARQUES DE URQUIJO                                ;NUM;37;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;3;;5;  
3046;100001617;10;LATINA              ;1002;PUERTA DEL ANGEL    ;11062515;1;285200;PASEO                   ;EXTREMADURA                                       ;NUM;158;28011;437267,61;4473525,55;1;Puerta Calle;1;Abierto;60;;PB;;;;KEBABISH;1;Anual;1;Abierta;19,35;19,35;18/09/2015;11062515;1;285200;PASEO                   ;EXTREMADURA                                       ;NUM;158;  ;Plaza peatonal;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;5;20;  
3047;280073837;15;CIUDAD LINEAL       ;1502;PUEBLO NUEVO        ;31015575;1;370750;CALLE                   ;IDIOMA ESPERANTO                                  ;NUM;2;28017;446842,56;4474501,45;1;Puerta Calle;1;Abierto;60;;PB;;;;LA PARRILLA;1;Anual;1;Abierta;45,67;45,67;18/09/2015;31015575;1;370750;CALLE                   ;IDIOMA ESPERANTO                                  ;NUM;2;  ;Calle peatonal;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;13;13;42;  
3049;270439995;4;SALAMANCA           ;401;RECOLETOS           ;11014376;1;341900;CALLE                   ;GOYA                                              ;NUM;57;28001;442219,58;4475173,51;1;Puerta Calle;1;Abierto;10;;PB;;;;LA CASA DEL ABUELO;1;Anual;1;Abierta;7,2;7,2;21/09/2015;11014376;1;341900;CALLE                   ;GOYA                                              ;NUM;57;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;5;5;10;  
3052;270315662;4;SALAMANCA           ;406;CASTELLANA          ;11020124;1;710300;CALLE                   ;SERRANO                                           ;NUM;110;28006;441790,59;4476293,52;1;Puerta Calle;1;Abierto;20;;PB;;;;MAKKILA;1;Anual;1;Abierta;63,9;13,64;21/09/2015;11020094;1;238100;CALLE                   ;DIEGO DE LEON                                     ;NUM;1;  ;Acera;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;10:00:00;00:00:00;0;0;21;4;62;  
3054;280004026;4;SALAMANCA           ;406;CASTELLANA          ;11019934;1;238100;CALLE                   ;DIEGO DE LEON                                     ;NUM;42;28006;442310,58;4476222,51;1;Puerta Calle;1;Abierto;10;;PB;;;;LA BOIGA;1;Anual;1;Abierta;45,11;22,59;22/09/2015;11019934;1;238100;CALLE                   ;DIEGO DE LEON                                     ;NUM;42;  ;Acera;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;0;0;13;7;41;  
3058;90000305;9;MONCLOA-ARAVACA     ;903;CIUDAD UNIVERSITARIA;20077700;1;31600;CALLE                   ;ALMANSA                                           ;NUM;105;28040;439312,61;4477834,55;1;Puerta Calle;1;Abierto;10;;PB;;;;BEER & GRILL CERVEZA BRASA;1;Anual;1;Abierta;90,95;90,95;22/09/2015;20077700;1;31600;CALLE                   ;ALMANSA                                           ;NUM;105;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;25;25;58;  
3059;270354171;4;SALAMANCA           ;404;GUINDALERA          ;11018551;1;35200;CALLE                   ;ALONSO HEREDIA                                    ;NUM;28;28028;442999,58;4476378,5;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR RESTAURANTE JESUS                             ;2;Estacional;1;Abierta;45,94;;24/09/2015;20008860;1;593300;CALLE                   ;PILAR DE ZARAGOZA                                 ;NUM;65;  ;Acera;10:00:00;00:00:00;;;10:00:00;00:00:00;;;0;;11;;40;  
3060;270083264;4;SALAMANCA           ;406;CASTELLANA          ;11019912;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;55;28006;442347,58;4476016,51;1;Puerta Calle;1;Abierto;10;;PB;;;;TELEPIZZA;2;Estacional;1;Abierta;16,02;;24/09/2015;11019912;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;55;  ;Acera;10:00:00;00:00:00;;;10:00:00;00:00:00;;;0;;8;;18;  
3061;40001805;4;SALAMANCA           ;406;CASTELLANA          ;11019997;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;97;28006;442380,59;4476486,51;1;Puerta Calle;1;Abierto;20;;PB;;;;VERGARA 97 ;1;Anual;1;Abierta;13,19;13,19;24/09/2015;11019997;1;610450;CALLE                   ;PRINCIPE DE VERGARA                               ;NUM;97;  ;Acera;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;08:00:00;00:00:00;0;0;4;4;16;  
3063;285001516;1;CENTRO              ;101;PALACIO             ;11000989;1;669000;CARRERA                 ;SAN FRANCISCO                                     ;NUM;15;28005;439453,6;4473562,53;1;Puerta Calle;1;Abierto;10;;PB;;;;DISCOMAR;1;Anual;1;Abierta;8,67;8,67;24/09/2015;11000989;1;669000;CARRERA                 ;SAN FRANCISCO                                     ;NUM;15;  ;Acera;10:00:00;00:30:00;10:00:00;23:00:00;10:00:00;01:30:00;10:00:00;23:00:00;0;0;3;3;12;  
3064;280007445;1;CENTRO              ;101;PALACIO             ;11000471;1;680700;CALLE                   ;SAN NICOLAS                                       ;NUM;8;28013;439609,6;4474170,53;1;Puerta Calle;1;Abierto;10;;PB;;;;RESTAURANTE PISCO 41;1;Anual;1;Abierta;29,49;29,49;24/09/2015;11000435;1;106900;CALLE                   ;BIOMBO                                            ;NUM;2;  ;Otros;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;01:00:00;10:00:00;00:00:00;0;0;10;10;40;  
3065;270552682;1;CENTRO              ;104;JUSTICIA            ;11004794;1;295400;CALLE                   ;FERNANDO VI                                       ;NUM;6;28004;440927,59;4475192,52;1;Puerta Calle;1;Abierto;10;;PB;;;;RÓTULO NO INFORMADO;1;Anual;1;Abierta;6,3;6,3;24/09/2015;11004794;1;295400;CALLE                   ;FERNANDO VI                                       ;NUM;6;  ;Acera;10:00:00;00:00:00;10:00:00;23:00:00;10:00:00;01:30:00;10:00:00;23:00:00;0;0;2;2;6;  
3066;270043413;1;CENTRO              ;103;CORTES              ;11003787;1;48800;PLAZA                   ;ANGEL                                             ;NUM;2;28012;440386,59;4473997,53;1;Puerta Calle;1;Abierto;20;;PB;;;;RESTAURANTE MESON CARDEÑA;1;Anual;1;Abierta;4,76;4,76;24/09/2015;11003787;1;48800;PLAZA                   ;ANGEL                                             ;NUM;2;  ;Acera;10:00:00;00:00:00;10:00:00;23:00:00;10:00:00;01:30:00;10:00:00;23:00:00;0;0;4;4;8;  
3068;270527579;4;SALAMANCA           ;402;GOYA                ;11015708;1;544600;CALLE                   ;O'DONNELL                                         ;NUM;63;28009;443206,58;4474739,5;1;Puerta Calle;1;Abierto;10;;PB;;;;GOYESCA II;2;Estacional;1;Abierta;9,36;;25/09/2015;11015708;1;544600;CALLE                   ;O'DONNELL                                         ;NUM;63;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;;4;;12;  
3071;270135489;9;MONCLOA-ARAVACA     ;902;ARGUELLES           ;11052636;1;295600;CALLE                   ;FERRAZ                                            ;NUM;37;28008;438942,61;4475572,54;1;Puerta Calle;1;Abierto;10;;PB;;;;PEPE NERO;2;Estacional;1;Abierta;7,8;;28/09/2015;11052636;1;295600;CALLE                   ;FERRAZ                                            ;NUM;37;  ;Acera;10:00:00;01:00:00;;;10:00:00;02:30:00;;;0;0;7;0;12;  
3073;140000363;14;MORATALAZ           ;1403;MARROQUINA          ;11101689;1;213600;CALLE                   ;CORREGIDOR JOSE DE PASAMONTE                      ;NUM;3;28030;444895,56;4473516,47;1;Puerta Calle;1;Abierto;30;;PB;;;;BAR DE LOLISS;1;Anual;1;Abierta;12,96;12,96;29/09/2015;11101689;1;213600;CALLE                   ;CORREGIDOR JOSE DE PASAMONTE                      ;NUM;3;  ;Acera;10:00:00;00:00:00;10:00:00;23:00:00;10:00:00;23:00:00;10:00:00;23:00:00;0;0;8;8;32;  
3075;280042483;10;LATINA              ;1004;ALUCHE              ;11065386;1;468600;CALLE                   ;MAQUEDA                                           ;NUM;138;28024;435327,62;4471050,56;1;Puerta Calle;1;Abierto;80;;PB;;;;VUKATA;1;Anual;1;Abierta;13,52;13,52;02/10/2015;11065386;1;468600;CALLE                   ;MAQUEDA                                           ;NUM;138;  ;Acera;11:00:00;00:00:00;11:00:00;00:00:00;11:00:00;00:00:00;11:00:00;00:00:00;0;0;3;3;11;  
3076;285018878;10;LATINA              ;1004;ALUCHE              ;11064245;1;800700;CALLE                   ;LOS YEBENES                                       ;NUM;69;28047;436137,61;4471793,56;1;Puerta Calle;1;Abierto;10;;PB;;;;MONTE MUNIELLOS;1;Anual;1;Abierta;7,62;7,62;02/10/2015;11064245;1;800700;CALLE                   ;LOS YEBENES                                       ;NUM;69;  ;Acera;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;00:30:00;10:00:00;00:00:00;0;0;7;7;14;  
3077;280060468;18;VILLA DE VALLECAS   ;1802;SANTA EUGENIA       ;11131650;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;12;28031;448489,53;4470071,41;1;Puerta Calle;1;Abierto;50;;PB;;;;BAR ;1;Anual;1;Abierta;6,24;6,24;06/10/2015;11131650;1;318050;CALLE                   ;FUENTESPINA                                       ;NUM;12;  ;Otros;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;2;2;4;  
3078;270518645;5;CHAMARTIN           ;504;HISPANOAMERICA      ;11025600;1;626900;CALLE                   ;RAFAEL SALGADO                                    ;NUM;19;28036;441721,6;4478417,52;1;Puerta Calle;1;Abierto;30;;PB;;;;PANARIA;1;Anual;1;Abierta;29,1;29,1;06/10/2015;20107251;1;556300;CALLE                   ;PADRE DAMIAN                                      ;NUM;3;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;14;14;38;  
3079;270061784;3;RETIRO              ;303;ESTRELLA            ;11011949;1;723800;CALLE                   ;SIRIO                                             ;NUM;28;28007;443661,57;4473698,49;1;Puerta Calle;1;Abierto;10;;PB;;;;BAR SIRIO 28;1;Anual;1;Abierta;36,42;36,42;06/10/2015;11011949;1;723800;CALLE                   ;SIRIO                                             ;NUM;28;  ;Superficie en parcela privada;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;12;24;  
3080;280007488;1;CENTRO              ;101;PALACIO             ;11000525;1;679700;PLAZA                   ;SAN MIGUEL                                        ;NUM;4;28005;439894,59;4474075,53;1;Puerta Calle;1;Abierto;30;;PB;;;;RICÓN DE ATI;1;Anual;1;Abierta;14,04;14,04;06/10/2015;20003860;1;158800;CALLE                   ;CAVA DE SAN MIGUEL                                ;NUM;4;  ;Acera;10:00:00;00:30:00;10:00:00;23:00:00;10:00:00;01:30:00;10:00:00;23:00:00;0;0;6;6;18;  
3081;280012122;1;CENTRO              ;101;PALACIO             ;20147514;1;206000;PLAZA                   ;CONDE DE MIRANDA                                  ;NUM;4;28005;439816,59;4474066,53;1;Puerta Calle;1;Abierto;20;;PB;;;;EL PIMIENTO VERDE;1;Anual;1;Abierta;14,45;14,45;06/10/2015;20003864;1;205900;CALLE                   ;CONDE DE MIRANDA                                  ;NUM;2;  ;Otros;10:00:00;00:30:00;10:00:00;23:00:00;10:00:00;01:30:00;10:00:00;23:00:00;0;0;5;5;20;  
3082;270097529;5;CHAMARTIN           ;506;CASTILLA            ;11027401;1;496800;CALLE                   ;MAURICIO LEGENDRE                                 ;NUM;2;28046;441817,61;4480133,53;1;Puerta Calle;1;Abierto;5;;PB;;;;BAHIA NEGRA;1;Anual;1;Abierta;45;45;07/10/2015;11027401;1;496800;CALLE                   ;MAURICIO LEGENDRE                                 ;NUM;2;  ;Bulevar;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;12;12;48;  
3083;50001782;5;CHAMARTIN           ;502;PROSPERIDAD         ;11022341;1;210200;CALLE                   ;CORAZON DE MARIA                                  ;NUM;43;28002;443424,58;4477440,5;1;Puerta Calle;1;Abierto;20;;PB;;;;ARCADE;1;Anual;1;Abierta;37,4;37,4;07/10/2015;11022341;1;210200;CALLE                   ;CORAZON DE MARIA                                  ;NUM;43;  ;Acera;08:00:00;01:30:00;08:00:00;01:00:00;08:00:00;01:30:00;08:00:00;01:00:00;0;0;13;13;44;  
3084;40002062;4;SALAMANCA           ;401;RECOLETOS           ;11013709;1;633000;CALLE                   ;RECOLETOS                                         ;NUM;13;28001;441494,59;4474796,52;1;Puerta Calle;1;Abierto;30;;PB;;;;LE CAFE;2;Estacional;1;Abierta;4,32;;08/10/2015;11013709;1;633000;CALLE                   ;RECOLETOS                                         ;NUM;13;  ;Acera;10:00:00;00:00:00;;;10:00:00;00:00:00;;;0;;3;;6;  
3085;270165770;14;MORATALAZ           ;1404;MEDIA LEGUA         ;11102105;1;790100;CALLE                   ;CAMINO DE LOS VINATEROS                           ;NUM;12;28030;443994,57;4473508,49;1;Puerta Calle;1;Abierto;30;;PB;;;;EL JARDÍN DEL AZOGUEJO;1;Anual;1;Abierta;91;91;08/10/2015;11102105;1;790100;CALLE                   ;CAMINO DE LOS VINATEROS                           ;NUM;12;  ;Acera;10:00:00;00:00:00;10:00:00;23:00:00;10:00:00;01:00:00;10:00:00;23:00:00;0;0;21;21;84;  
3086;10003486;1;CENTRO              ;105;UNIVERSIDAD         ;11005485;1;313100;CALLE                   ;FUENCARRAL                                        ;NUM;95;28004;440472,59;4475407,53;1;Puerta Calle;1;Abierto;30;;PB;;;;SIN RÓTULO;1;Anual;1;Abierta;20,52;20,52;09/10/2015;11005485;1;313100;CALLE                   ;FUENCARRAL                                        ;NUM;95;  ;Plaza con bandas permanentes de circulación rodada;10:00:00;01:00:00;10:00:00;00:00:00;10:00:00;02:30:00;10:00:00;00:00:00;0;0;8;8;26;  
