id_registroPeatones,calle,numPeatones,fechaHora,distrito,codigoPostal,observacionesDireccion,latitud,longitud
PERM_PEA19_PM012021-01-01T00:00Z,Calle Bailén,7,2021-01-01T00:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-01-01T04:00Z,calle de Fuencarral,139,2021-01-01T04:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-01-01T04:00Z,San Bernardo street,12,2021-01-01T04:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-01-01T04:00Z,calle de Hortaleza,6,2021-01-01T04:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-01-01T04:00Z,Carrera de San Jerónimo,20,2021-01-01T04:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-01-01T04:00Z,Calle de Atocha,16,2021-01-01T04:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-01-01T04:00Z,Calle Mayor,2,2021-01-01T04:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-01-01T04:00Z,Gran Vía,3,2021-01-01T04:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-01-01T04:00Z,Gran Vía,12,2021-01-01T04:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-01-01T04:00Z,Paseo de Recoletos,51,2021-01-01T04:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-01-01T04:00Z,calle de Génova,53,2021-01-01T04:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-01-01T04:00Z,"Calle de las Huertas, Madrid",15,2021-01-01T04:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-01-01T04:00Z,Madrid Río,0,2021-01-01T04:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-01-01T04:00Z,Princesa,4,2021-01-01T04:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-01-01T04:00Z,Calle de Alberto Aguilera,19,2021-01-01T04:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-01-01T04:00Z,Calle de Toledo,5,2021-01-01T04:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-01-01T04:00Z,Plaza del Emperador Carlos V,2,2021-01-01T04:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-01-01T04:00Z,Ronda de Valencia,72,2021-01-01T04:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-01-01T04:00Z,Alcalá Street,150,2021-01-01T04:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-01-01T04:00Z,Calle Bailén,5,2021-01-01T04:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-01-01T08:00Z,calle de Fuencarral,107,2021-01-01T08:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-01-01T08:00Z,San Bernardo street,29,2021-01-01T08:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-01-01T08:00Z,calle de Hortaleza,8,2021-01-01T08:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-01-01T08:00Z,Carrera de San Jerónimo,23,2021-01-01T08:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-01-01T08:00Z,Calle de Atocha,26,2021-01-01T08:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-01-01T08:00Z,Calle Mayor,30,2021-01-01T08:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-01-01T08:00Z,Gran Vía,10,2021-01-01T08:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-01-01T08:00Z,Gran Vía,19,2021-01-01T08:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-01-01T08:00Z,Paseo de Recoletos,48,2021-01-01T08:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-01-01T08:00Z,calle de Génova,41,2021-01-01T08:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-01-01T08:00Z,"Calle de las Huertas, Madrid",24,2021-01-01T08:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-01-01T08:00Z,Madrid Río,70,2021-01-01T08:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-01-01T08:00Z,Princesa,14,2021-01-01T08:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-01-01T08:00Z,Calle de Alberto Aguilera,107,2021-01-01T08:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-01-01T08:00Z,Calle de Toledo,43,2021-01-01T08:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-01-01T08:00Z,Plaza del Emperador Carlos V,5,2021-01-01T08:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-01-01T08:00Z,Ronda de Valencia,101,2021-01-01T08:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-01-01T08:00Z,Alcalá Street,127,2021-01-01T08:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-01-01T08:00Z,Calle Bailén,43,2021-01-01T08:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-01-01T12:00Z,calle de Fuencarral,421,2021-01-01T12:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-01-01T12:00Z,San Bernardo street,146,2021-01-01T12:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-01-01T12:00Z,calle de Hortaleza,63,2021-01-01T12:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-01-01T12:00Z,Carrera de San Jerónimo,159,2021-01-01T12:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-01-01T12:00Z,Calle de Atocha,199,2021-01-01T12:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-01-01T12:00Z,Calle Mayor,339,2021-01-01T12:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-01-01T12:00Z,Gran Vía,66,2021-01-01T12:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-01-01T12:00Z,Gran Vía,169,2021-01-01T12:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-01-01T12:00Z,Paseo de Recoletos,81,2021-01-01T12:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-01-01T12:00Z,calle de Génova,149,2021-01-01T12:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-01-01T12:00Z,"Calle de las Huertas, Madrid",5,2021-01-01T12:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-01-01T12:00Z,Madrid Río,239,2021-01-01T12:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-01-01T12:00Z,Princesa,51,2021-01-01T12:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-01-01T12:00Z,Calle de Alberto Aguilera,212,2021-01-01T12:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-01-01T12:00Z,Calle de Toledo,378,2021-01-01T12:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-01-01T12:00Z,Plaza del Emperador Carlos V,352,2021-01-01T12:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-01-01T12:00Z,Ronda de Valencia,206,2021-01-01T12:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-01-01T12:00Z,Alcalá Street,302,2021-01-01T12:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-01-01T12:00Z,Calle Bailén,177,2021-01-01T12:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-01-01T16:00Z,calle de Fuencarral,612,2021-01-01T16:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-01-01T16:00Z,San Bernardo street,85,2021-01-01T16:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-01-01T16:00Z,calle de Hortaleza,71,2021-01-01T16:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-01-01T16:00Z,Carrera de San Jerónimo,139,2021-01-01T16:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-01-01T16:00Z,Calle de Atocha,80,2021-01-01T16:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-01-01T16:00Z,Calle Mayor,170,2021-01-01T16:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-01-01T16:00Z,Gran Vía,163,2021-01-01T16:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-01-01T16:00Z,Gran Vía,285,2021-01-01T16:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-01-01T16:00Z,Paseo de Recoletos,52,2021-01-01T16:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-01-01T16:00Z,calle de Génova,58,2021-01-01T16:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-01-01T16:00Z,"Calle de las Huertas, Madrid",10,2021-01-01T16:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-01-01T16:00Z,Madrid Río,100,2021-01-01T16:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-01-01T16:00Z,Princesa,339,2021-01-01T16:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-01-01T16:00Z,Calle de Alberto Aguilera,237,2021-01-01T16:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-01-01T16:00Z,Calle de Toledo,436,2021-01-01T16:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-01-01T16:00Z,Plaza del Emperador Carlos V,93,2021-01-01T16:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-01-01T16:00Z,Ronda de Valencia,153,2021-01-01T16:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-01-01T16:00Z,Alcalá Street,186,2021-01-01T16:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-01-01T16:00Z,Calle Bailén,120,2021-01-01T16:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-01-01T20:00Z,calle de Fuencarral,1.445,2021-01-01T20:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-01-01T20:00Z,San Bernardo street,200,2021-01-01T20:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-01-01T20:00Z,calle de Hortaleza,184,2021-01-01T20:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-01-01T20:00Z,Carrera de San Jerónimo,471,2021-01-01T20:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-01-01T20:00Z,Calle de Atocha,233,2021-01-01T20:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-01-01T20:00Z,Calle Mayor,403,2021-01-01T20:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-01-01T20:00Z,Gran Vía,630,2021-01-01T20:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-01-01T20:00Z,Gran Vía,1.357,2021-01-01T20:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-01-01T20:00Z,Paseo de Recoletos,636,2021-01-01T20:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-01-01T20:00Z,calle de Génova,127,2021-01-01T20:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-01-01T20:00Z,"Calle de las Huertas, Madrid",49,2021-01-01T20:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-01-01T20:00Z,Madrid Río,168,2021-01-01T20:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-01-01T20:00Z,Princesa,122,2021-01-01T20:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-01-01T20:00Z,Calle de Alberto Aguilera,717,2021-01-01T20:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-01-01T20:00Z,Calle de Toledo,1.155,2021-01-01T20:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-01-01T20:00Z,Plaza del Emperador Carlos V,630,2021-01-01T20:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-01-01T20:00Z,Ronda de Valencia,279,2021-01-01T20:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-01-01T20:00Z,Alcalá Street,914,2021-01-01T20:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-01-01T20:00Z,Calle Bailén,343,2021-01-01T20:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-02-01T00:00Z,calle de Fuencarral,296,2021-02-01T00:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-02-01T00:00Z,San Bernardo street,33,2021-02-01T00:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-02-01T00:00Z,calle de Hortaleza,35,2021-02-01T00:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-02-01T00:00Z,Carrera de San Jerónimo,163,2021-02-01T00:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-02-01T00:00Z,Calle de Atocha,118,2021-02-01T00:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-02-01T00:00Z,Calle Mayor,81,2021-02-01T00:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-02-01T00:00Z,Gran Vía,78,2021-02-01T00:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-02-01T00:00Z,Gran Vía,106,2021-02-01T00:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-02-01T00:00Z,Paseo de Recoletos,96,2021-02-01T00:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-02-01T00:00Z,calle de Génova,134,2021-02-01T00:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-02-01T00:00Z,"Calle de las Huertas, Madrid",50,2021-02-01T00:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-02-01T00:00Z,Madrid Río,11,2021-02-01T00:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-02-01T00:00Z,Princesa,158,2021-02-01T00:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-02-01T00:00Z,Calle de Alberto Aguilera,203,2021-02-01T00:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-02-01T00:00Z,Calle de Toledo,223,2021-02-01T00:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-02-01T00:00Z,Plaza del Emperador Carlos V,349,2021-02-01T00:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-02-01T00:00Z,Ronda de Valencia,84,2021-02-01T00:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-02-01T00:00Z,Alcalá Street,473,2021-02-01T00:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-02-01T00:00Z,Calle Bailén,43,2021-02-01T00:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-02-01T04:00Z,calle de Fuencarral,123,2021-02-01T04:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-02-01T04:00Z,San Bernardo street,22,2021-02-01T04:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-02-01T04:00Z,calle de Hortaleza,1,2021-02-01T04:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-02-01T04:00Z,Carrera de San Jerónimo,23,2021-02-01T04:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-02-01T04:00Z,Calle de Atocha,17,2021-02-01T04:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-02-01T04:00Z,Calle Mayor,15,2021-02-01T04:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-02-01T04:00Z,Gran Vía,1,2021-02-01T04:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-02-01T04:00Z,Gran Vía,216,2021-02-01T04:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-02-01T04:00Z,Paseo de Recoletos,82,2021-02-01T04:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-02-01T04:00Z,calle de Génova,47,2021-02-01T04:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-02-01T04:00Z,"Calle de las Huertas, Madrid",12,2021-02-01T04:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-02-01T04:00Z,Madrid Río,2,2021-02-01T04:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-02-01T04:00Z,Princesa,14,2021-02-01T04:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-02-01T04:00Z,Calle de Alberto Aguilera,42,2021-02-01T04:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-02-01T04:00Z,Calle de Toledo,2,2021-02-01T04:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-02-01T04:00Z,Plaza del Emperador Carlos V,0,2021-02-01T04:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-02-01T04:00Z,Ronda de Valencia,99,2021-02-01T04:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-02-01T04:00Z,Alcalá Street,316,2021-02-01T04:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-02-01T04:00Z,Calle Bailén,1,2021-02-01T04:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-02-01T08:00Z,calle de Fuencarral,129,2021-02-01T08:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-02-01T08:00Z,San Bernardo street,13,2021-02-01T08:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-02-01T08:00Z,calle de Hortaleza,9,2021-02-01T08:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
PERM_PEA05_PM012021-02-01T08:00Z,Carrera de San Jerónimo,13,2021-02-01T08:00:00Z,Centro,28014,Acera_Pares,40.41664098,-3.701246554
PERM_PEA06_PM012021-02-01T08:00Z,Calle de Atocha,23,2021-02-01T08:00:00Z,Centro,28012,Acera_Impares,40.41110888,-3.696471467
PERM_PEA07_PM012021-02-01T08:00Z,Calle Mayor,3,2021-02-01T08:00:00Z,Centro,28013,Acera_Impares,40.41637598,-3.706029098
PERM_PEA08_PM012021-02-01T08:00Z,Gran Vía,10,2021-02-01T08:00:00Z,Centro,28013,Acera_Pares,40.4202703,-3.704325575
PERM_PEA08_PM022021-02-01T08:00Z,Gran Vía,21,2021-02-01T08:00:00Z,Centro,28013,Acera_Impares,40.42015321,-3.70435898
PERM_PEA09_PM012021-02-01T08:00Z,Paseo de Recoletos,57,2021-02-01T08:00:00Z,Centro,28001,Acera_Pares,40.41990798,-3.692363251
PERM_PEA10_PM012021-02-01T08:00Z,calle de Génova,38,2021-02-01T08:00:00Z,Chamberí,28004,Acera_Pares,40.42695341,-3.69448847
PERM_PEA11_PM012021-02-01T08:00Z,"Calle de las Huertas, Madrid",21,2021-02-01T08:00:00Z,Centro,28014,Calle_Peatonal ,40.41338702,-3.697740186
PERM_PEA12_PM012021-02-01T08:00Z,Madrid Río,62,2021-02-01T08:00:00Z,Latina,28011,Calle_Peatonal ,40.41373441,-3.723947718
PERM_PEA13_PM012021-02-01T08:00Z,Princesa,13,2021-02-01T08:00:00Z,Moncloa-Aravaca,28008,Acera_Impares,40.42479893,-3.712094845
PERM_PEA14_PM012021-02-01T08:00Z,Calle de Alberto Aguilera,13,2021-02-01T08:00:00Z,Chamberí,28015,Acera_Pares,40.43046926,-3.713297939
PERM_PEA15_PM012021-02-01T08:00Z,Calle de Toledo,129,2021-02-01T08:00:00Z,Centro,28005,Acera_Impares,40.41289138,-3.707464267
PERM_PEA16_PM012021-02-01T08:00Z,Plaza del Emperador Carlos V,28,2021-02-01T08:00:00Z,Arganzuela,28012,Acera_Impares,40.409118,-3.692441
PERM_PEA17_PM012021-02-01T08:00Z,Ronda de Valencia,81,2021-02-01T08:00:00Z,Arganzuela,28012,Acera_Pares,40.405367,-3.701798
PERM_PEA18_PM012021-02-01T08:00Z,Alcalá Street,116,2021-02-01T08:00:00Z,Centro,28014,Acera_Pares,40.418256,-3.697732
PERM_PEA19_PM012021-02-01T08:00Z,Calle Bailén,3,2021-02-01T08:00:00Z,Centro,28013,Acera_Pares,40.415111,-3.713569
PERM_PEA02_PM012021-02-01T12:00Z,calle de Fuencarral,1.923,2021-02-01T12:00:00Z,Centro,28004,Calle_Peatonal ,40.42200905,-3.700891722
PERM_PEA03_PM012021-02-01T12:00Z,San Bernardo street,119,2021-02-01T12:00:00Z,Centro,28015,Acera_Pares,40.42380314,-3.707379398
PERM_PEA04_PM012021-02-01T12:00Z,calle de Hortaleza,161,2021-02-01T12:00:00Z,Centro,28004,Acera_Pares,40.42107227,-3.70049043
