name,value
,92
,859
,49
,14199
,60
,922
,47
,78
,3486
,2812
,89
,56
,2239
,87
,4203
,3035
,55
,88
,1146
,56
,14545
,10922
,59
,1293
,69
,5645
,49
,361
,60
,4059
,62
,9152
,83
,3344
,95
,69
,6888
,225
,58
,3379
,69
,3185
,66
,2063
,51
,191
,57
,1056
,74
,73
,141
,13121
,91
,947
,53
,82
,1718
,66
,10429
,63
,1204
,64
,7254
,59
,11948
,564
,71
,678
,53
,17363
,80
,2302
,59
,98
,83
,3231
,82
,30
,16956
,89
,840
,2504
,77
,41
,3703
,86
,4083
,8756
,68
,5
,2208
,3018
,72
,1939
,58
,61
,2497
,84
,1361
,65
,8500
,9799
,78
,58
,2518
,71
,10427
,27300
,72
,2699
,63
,3943
,94
,996
,13
,79
,1666
,67
,18448
,1813
,68
,5313
,50
,56
,1267
,9444
,58
,224
,70
,68
,21610
,68
,781
,959
,92
,72
,507
,8786
,76
,76
,20251
,79
,4082
,83
,2567
,2425
,82
,54
,7592
,59
,3200
,80
,1195
,68
,1087
,3032
,51
,2214
,75
,77
,718
,48
,7319
,2333
,75
,6597
,83
,370
,53
,7933
,66
,5445
,92
,71
,4175
,77
,645
,37
,957
,1302
,74
,4320
,64
,57
,2243
,10352
,56
,743
,94
,2418
,74
,5790
,62
,81
,1711
,54
,2560
,60
,1261
,10710
,60
,2227
,90
,291
,72
,618
,53
,58
,2997
,94
,5419
,1371
,83
,83
,3076
,512
,60
,13346
,58
,8691
,29
,57
,4749
,99
,6665
,637
,95
,1801
,71
,57
,523
,92
,2801
,97
,1537
,54
,1439
,13259
,83
,68
,1870
,1334
,32
,3560
,64
,10706
,57
,3400
,67
,8761
,83
,76
,4603
,422
,89
,48
,1207
,2254
,86
,3004
,84
,1128
,77
,72
,2356
,13914
,77
,2239
,89
,70
,3573
,34
,2310
,1627
,46
,441
,65
,176
,75
,61
,1569
,292
,62
,4113
,72
,694
,76
,87
,1207
,52
,1398
,100
,4
,984
,90
,85
,3632
,1146
,71
,75
,1024
,75
,14219
,1404
,48
,60
,5961
,2290
,52
,2507
,68
,6153
,35
,5125
,58
,12219
,82
,98
,623
,97
,763
,764
,48
,71
,957
,1419
,90
,1022
,75
,83
,3389
,617
,43
,31
,3061
,84
,4419
,75
,1830
,424
,55
,7137
,58
,18
,3869
,29
,2345
,3507
,70
,80
,2092
,1196
,57
,1309
,40
,79
,1011
,37
,5736
,61
,1987
,83
,450
,1761
,77
,185
,37
,1850
,75
,27
,1364
,69
,1345
,4691
,84
,26
,4602
,2425
,74
,35
,3915
,7891
,58
,6260
,59
,81
,3048
,1548
,8
,27449
,53
,47
,11880
,63
,1909
,55
,577
,859
,99
,796
,65
,3351
,63
,51
,1342
,671
,74
,12104
,42
,99
,762
,3221
,72
,4805
,43
,1726
,82
,1333
,60
,15301
,32
,64
,550
,67
,651
,6361
,66
,3292
,89
,2090
,86
,591
,81
,1424
,65
,3364
,69
,573
,98
,68
,1737
,75
,1228
,31
,11537
,6185
,66
,34
,717
,78
,5533
,51
,5251
,60
,2515
,52
,1850
,61
,3518
,1288
,22
,81
,387
,1643
,19
,72
,731
,54
,292
,67
,1307
,72
,4158
,68
,2888
,58
,513
,93
,46
,85
,802
,4665
,33
,2247
,65
,1869
,65
,71
,2633
,53
,500
,15
,6222
,3424
,67
,63
,7632
,60
,793
,3673
,75
,87
,585
,76
,1437
,35
,1336
,52
,673
,86
,756
,461
,88
,1988
,71
,73
,1126
,6346
,31
,47
,1657
,69
,3106
,5044
,59
,78
,4963
,8327
,52
,78
,4409
,75
,992
,1270
,91
,67
,1485
,380
,54
,1379
,64
,48
,5034
,9140
,29
,929
,76
,41
,7713
,63
,553
,53
,715
,644
,55
,67
,1758
,5529
,36
,3174
,89
,1549
,71
,71
,2170
,72
,15149
,54
,3165
,675
,67
,74
,1432
,71
,1940
,490
,55
,1419
,63
,2342
,73
,78
,1568
,83
,1639
,84
,2197
,1720
,70
,656
,60
,55
,1879
,772
,75
,50
,1610
,65
,1359
,82
,286
,77
,5917
,343
,64
,944
,90
,2835
,77
,41
,450
,1134
,27
,4077
,13
,71
,1244
,91
,1548
,1386
,73
,3670
,46
,100
,306
,90
,526
,361
,67
,81
,1366
,744
,74
,452
,97
,96
,677
,53
,853
,53
,5682
,3421
,58
,45
,332
,8411
,76
,1315
,72
,881
,83
,32
,476
,56
,13053
,99
,9761
,933
,66
,1738
,53
,57
,8472
,2844
,65
,1233
,45
,4486
,84
,76
,2729
,1691
,66
,52
,2073
,58
,715
,3323
,54
,18779
,60
,1910
,73
,849
,35
,3458
,74
,1650
,74
,17515
,56
,553
,78
,21
,10405
,2291
,86
,1944
,64
,8464
,59
,3747
,57
,1966
,90
,9076
,61
,75
,1313
,5521
,89
,318
,55
,3037
,63
,64
,2697
,1870
,65
,995
,61
,1725
,67
,4908
,59
,2656
,77
,3519
,35
,66
,2088
,2512
,88
,2153
,55
,6474
,56
,77
,1391
,69
,2792
,75
,1943
,14
,1054
,49
,1152
,92
,976
,3299
,81
,71
,6585
,2378
,46
,4314
,77
,71
,2593
,85
,1310
,85
,3151
,479
,68
,63
,1254
,17
,1203
,1841
,58
,203
,48
,647
,11
,74
,3017
,1063
,50
,24
,1832
,4879
,61
,59
,2374
,2764
,57
,1766
,73
,55
,828
,57
,1058
,1017
,62
,2327
,81
,77
,1800
,2478
,73
,71
,1990
,3517
,37
,10332
,72
,93
,3527
,333
,73
,35
,2123
,4934
,86
,93
,3790
,1612
,45
,75
,3653
,45
,2193
,30
,3882
,5577
,44
,391
,89
,64
,4918
,1679
,97
,1772
,42
,74
,15770
,63
,20070
,1861
,66
,2282
,61
,17055
,47
,2435
,76
,51
,7344
,562
,81
,65
,698
,2820
,73
,23956
,42
,3876
,37
,90
,10040
,2927
,64
,45
,1646
,78
,6165
,469
,82
,45
,816
,769
,74
,520
,61
,46
,3052
,303
,51
,14686
,52
,1994
,74
,4571
,85
,89
,5149
,11165
,73
,72
,778
,91
,4458
,3640
,80
,1103
,90
,55
,1001
,12326
,76
,1240
,64
,59
,878
,76
,4090
,80
,7305
,66
,12709
,88
,358
,92
,1867
,68
,1295
,1010
,90
,60
,209
,44
,24556
,76
,2653
,72
,5816
,14969
,82
,902
,47
,1267
,24
,7173
,54
,1054
,49
,66
,3667
,92
,7871
,1676
,87
,1514
,82
,16473
,78
,2498
,56
,4542
,94
,61
,91
,2631
,56
,63
,812
,49
,2168
,89
,816
,63
,1491
,30
,2262
,2874
,55
,1021
,85
,41
,31
,64
,297
,3095
,74
,69
,13728
,2240
,87
,1505
,70
,38
,885
,87
,1048
,8135
,75
,1214
,76
,6086
,68
,787
,46
,3480
,55
,82
,3760
,14394
,63
,1476
,20
,75
,1520
,1335
,61
,3035
,75
,10
,584
,247
,7
,93
,4311
,53
,258
,66
,4393
,887
,81
,74
,603
,16679
,55
,84
,1550
,75
,2232
,4683
,34
,81
,4162
,45
,3739
,1488
,60
,2289
,47
,79
,4255
,37
,433
,42
,480
,17817
,45
,201
,96
,2668
,77
,69
,2385
,761
,52
,1599
,68
,71
,929
,2084
,62
,3672
,82
,1656
,80
,14
,947
,924
,87
,1833
,62
,6125
,50
,66
,1798
,46
,12333
,1032
,44
,82
,1426
,95
,9437
,65
,6514
,25
,1215
,80
,4841
,61
,2229
,1894
,71
,57
,670
,2880
,63
,1161
,74
,1158
,97
,56
,3704
,14060
,85
,597
,57
,4774
,86
,87
,572
,59
,2100
,79
,4146
,592
,58
,67
,910
,530
,51
,338
,43
,654
,93
,52
,500
,50
,5205
,72
,475
,9900
,76
,1038
,71
,1654
,60
,9786
,69
,37
,1519
,43
,7566
,960
,59
,68
,10582
,7974
,83
,842
,23
,4142
,86
,259
,74
,96
,1342
,3315
,66
,380
,73
,72
,3134
,67
,15841
,10630
,84
,4373
,37
,26
,15066
,55
,1516
,79
,1854
,83
,764
,2209
,26
,571
,69
,72
,1594
,44
,2263
,88
,8190
,63
,1819
,69
,523
,82
,12113
,1290
,53
,2904
,35
,255
,57
,74
,396
,8045
,54
,969
,77
,68
,1145
,91
,6913
,31057
,91
,7197
,33
,65
,836
,329
,36
,2618
,66
,10539
,76
,2691
,49
,46
,3299
,83
,2135
,2670
,8
,544
,89
,71
,617
,55
,1757
,3113
,61
,2377
,33
,1007
,66
,15570
,33
,1242
,67
,4302
,69
,38
,2722
,68
,371
,78
,2655
,361
,47
,54
,817
,90
,7247
,85
,1054
,17465
,80
,73
,3983
,7961
,26
,2432
,31
,906
,69
,1740
,46
,2901
,78
,8510
,69
,543
,56
,79
,558
,834
,60
,5054
,76
,98
,264
,78
,1334
,1412
,42
,4357
,58
,3257
,68
,460
,99
,59
,1321
,21
,857
,1614
,77
,40
,736
,52
,712
,2388
,58
,60
,3783
,608
,77
,2625
,68
,66
,2536
,13648
,82
,379
,80
,7045
,37
,38
,1899
,1912
,64
,2790
,33
,15
,4912
,551
,34
,73
,352
,32
,7905
,50
,777
,67
,13914
,198
,73
,6061
,54
,5289
,69
,55
,3148
,684
,82
,521
,70
,3703
,82
,1346
,68
,2283
,34
,784
,73
,376
,100
,6250
,85
,73
,7302
,68
,1482
,896
,66
,53
,656
,79
,2232
,651
,61
,37
,3630
,13462
,57
,2771
,63
,2786
,96
,62
,3084
,64
,8626
,75
,1861
,1213
,43
,4381
,60
,72
,591
,63
,1956
,5716
,88
,4894
,65
,980
,69
,63
,6160
,61
,3416
,25772
,54
,85
,3750
,2768
,76
,105
,68
,71
,2779
,66
,4058
,2784
,87
,65
,769
,78
,15603
,64
,1413
,66
,15034
,35815
,81
,18
,643
,70
,1220
,2049
,57
,318
,56
,69
,1560
,19
,9395
,183
,82
,418
,93
,52
,855
,84
,846
,74
,1716
,76
,3462
,3274
,95
,51
,244
,74
,725
,521
,27
,3612
,23
,76
,1780
,2517
,72
,2589
,44
,386
,85
,79
,800
,63
,595
,5
,2047
,32
,2346
,62
,4255
,62
,2462
,4449
,80
,21
,15981
,2581
,16
,47
,419
,17
,1518
,77
,994
,11433
,92
,20716
,62
,61
,521
,2204
,54
,2016
,38
,92
,6565
,62
,9658
,92
,828
,65
,1093
,56
,3336
,59
,19851
,6999
,64
,2967
,54
,298
,71
,41
,2063
,68
,4098
,81
,6733
,57
,2487
,877
,51
,44
,1406
,40
,15335
,1495
,28
,2056
,69
,1983
,43
,62
,1513
,2066
,68
,1294
,82
,84
,4830
,1352
,76
,65
,297
,53
,240
,3241
,68
,18843
,62
,4091
,47
,1027
,51
,521
,88
,78
,4653
,895
,58
,2468
,84
,62
,6381
,882
,50
,59
,6227
,58
,497
,29
,1387
,65
,2366
,38
,1556
,94
,2009
,79
,2203
,80
,2056
,757
,61
,71
,12327
,69
,845
,6401
,91
,1562
,71
,602
,63
,2224
,72
,67
,962
,63
,5838
,64
,3299
,66
,2607
,1209
,59
,867
,68
,1021
,71
,61
,9338
,3910
,85
,76
,3016
,648
,82
,1318
,61
,1618
,56
,48
,267
,93
,1175
,14
,597
,2052
,71
,1897
,43
,80
,2011
,1356
,76
,1986
,53
,78
,459
,2136
,84
,3169
,59
,80
,8841
,78
,1029
,68
,847
,51
,2807
,64
,1912
,955
,88
,12900
,45
,47
,929
,2009
,54
,8000
,80
,80
,871
,64
,7405
,39
,1323
,79
,4221
,87
,386
,65
,812
,91
,735
,2034
,39
,81
,4881
,58
,2843
,78
,2720
,11370
,72
,52
,5473
,2408
,66
,43
,794
,1382
,88
,1982
,71
,1063
,68
,54
,3382
,6519
,71
,1395
,35
,2260
,9
,49
,2476
,2465
,66
,1123
,84
,42
,4548
,93
,1080
,71
,5027
,1811
,64
,1260
,59
,4900
,86
,6367
,85
,27
,7847
,78
,6088
,467
,70
,87
,1209
,58
,772
,10758
,81
,4643
,70
,470
,68
,2329
,71
,5897
,68
,48
,376
,74
,1580
,9399
,76
,50
,994
,84
,4542
,3805
,62
,59
,827
,76
,1277
,57
,1527
,2256
,49
,2455
,55
,416
,49
,68
,104
,2969
,94
,63
,818
,57
,482
,76
,2643
,56
,1473
,2345
,78
,58
,670
,265
,66
,55
,11744
,5762
,49
,47
,952
,3509
,72
,43
,7122
,1104
,48
,77
,17357
,61
,667
,1734
,35
,2021
,73
,22
,3936
,1307
,71
,75
,6818
,1663
,76
,2041
,72
,2662
,63
,2708
,59
,2076
,48
,2654
,9
,12
,3963
,85
,777
,1878
,82
,189
,62
,169
,82
,79
,1314
,1969
,64
,59
,531
,8476
,90
,40
,2965
,47
,409
,52
,1827
,529
,67
,2362
,7
,1032
,57
,64
,1869
,47
,976
,60
,4006
,3727
,80
,13990
,49
,1489
,48
,10
,30
,6437
,84
,677
,50
,2393
,73
,1081
,39
,12957
,76
,44
,986
,41
,69
,63
,7744
,5304
,82
,79
,141
,45
,20071
,3980
,80
,79
,8498
,183
,43
,91
,1360
,2666
,68
,3541
,57
,4001
,95
,65
,53
,15970
,31
,73
,11721
,73
,3812
,1113
,42
,65
,7108
,50
,334
,5834
,71
,64
,3442
,75
,1431
,22
,480
,1377
,50
,36
,1752
,53
,14745
,47
,3933
,59
,4141
,341
,65
,69
,2100
,48
,5463
,85
,4856
,52
,8011
,291
,72
,48
,79
,5527
,80
,18
,1147
,4472
,50
,737
,85
,527
,69
,53
,1023
,13963
,77
,86
,1018
,5932
,76
,2134
,37
,68
,5500
,1833
,67
,71
,1441
,1963
,7
,82
,2729
,1926
,75
,1430
,72
,1208
,70
,4389
,45
,68
,13592
,1303
,67
,886
,64
,35
,945
,3332
,67
,44
,3430
,60
,4727
,517
,65
,3471
,18
,74
,8139
,2826
,83
,72
,877
,66
,586
,10204
,96
,79
,4880
,66
,1164
,72
,3726
,63
,15967
,1756
,71
,1994
,79
,51
,205
,89
,854
,764
,46
,77
,2093
,43
,5620
,56
,3536
,3808
,63
,359
,67
,2289
,90
,9416
,68
,77
,1902
,2415
,37
,62
,3776
,2054
,46
,69
,3120
,3667
,61
,326
,55
,5776
,59
,4888
,84
,1804
,100
,83
,785
,1354
,82
,75
,2373
,2327
,72
,1544
,68
,837
,96
,16467
,64
,57
,16809
,1310
,49
,6069
,60
,13959
,56
,2851
,39
,58
,625
,66
,2240
,571
,51
,2729
,88
,69
,906
,159
,69
,47
,8791
,80
,1550
,38
,2312
,64
,2192
,4650
,66
,84
,486
,960
,36
,49
,619
,22812
,37
,4184
,45
,93
,1411
,814
,52
,3096
,72
,96
,8757
,2362
,83
,1597
,96
,19121
,44
,73
,1013
,2574
,42
,391
,13
,69
,682
,63
,3627
,72
,807
,389
,44
,60
,1980
,11963
,39
,1702
,54
,4962
,83
,218
,40
,1498
,76
,2110
,57
,46
,13566
,2118
,66
,87
,3169
,11691
,40
,76
,3678
,15572
,48
,60
,9839
,2791
,76
,95
,770
,1650
,65
,75
,1569
,64
,90
,41
,1727
,3034
,72
,625
,59
,66
,6004
,191
,46
,1415
,22
,11108
,17
,6367
,81
,78
,9176
,3137
,67
,12618
,46
,80
,3203
,3413
,16
,4931
,24
,67
,2256
,3812
,86
,1043
,69
,52
,781
,1167
,64
,59
,6405
,6922
,51
,67
,2754
,37
,2056
,3101
,83
,20
,2102
,437
,13
,892
,74
,46
,1747
,763
,84
,47
,376
,3911
,65
,62
,2521
,64
,2609
,477
,95
,1870
,60
,950
,98
,69
,8180
,2076
,58
,18230
,59
,69
,7632
,5806
,71
,7833
,76
,75
,1989
,2653
,78
,19710
,87
,10364
,60
,63
,12016
,60
,2129
,52
,2843
,923
,62
,58
,962
,97
,1413
,6082
,77
,1362
,51
,2270
,41
,1465
,69
,432
,58
,1132
,65
,72
,517
,15
,4684
,277
,80
,53
,3913
,1275
,96
,554
,43
,67
,3673
,54
,1015
,54
,6209
,57
,4690
,65
,1755
,11076
,58
,3920
,71
,4711
,89
,2114
,43
,85
,2864
,79
,63
,4896
,54
,2240
,57
