TRAM,Measurement,Unit,X_Coordinate,Y_Coordinate
T10828P,25-30,µg/m³,426595.23255013,4583236.83253033
T01180X,20-25,µg/m³,430889.64839171,4580894.48629488
T20249H,20-25,µg/m³,431267.60497804,4588799.77171713
T15044L,30-35,µg/m³,432325.96577908,4583942.5350734
T18285M,20-25,µg/m³,433131.0253121,4586220.2075168
T09724N,25-30,µg/m³,433086.70338239,4585842.42124991
T00627D,20-25,µg/m³,431373.69465459,4581751.90194258
T16762M,25-30,µg/m³,426225.57816431,4575217.82991592
T04509O,20-25,µg/m³,431155.71619059,4586078.39523749
T11094F,25-30,µg/m³,428078.33534156,4583696.24794179
T12592W,20-25,µg/m³,430380.36120174,4587295.15004892
T06390Z,20-25,µg/m³,432421.5634996,4587709.19625202
T17324Y,25-30,µg/m³,434845.29893696,4584900.29746807
T12189P,25-30,µg/m³,431199.21543009,4586629.50478851
T16734I,25-30,µg/m³,425791.00261719,4576022.73243417
T06297D,20-25,µg/m³,431959.76808921,4587353.37618358
T01595Q,25-30,µg/m³,431218.27883893,4581281.3323987
T02295L,20-25,µg/m³,431642.71700142,4582532.29909831
T12794E,20-25,µg/m³,431329.04357248,4588733.68914726
T05585E,15-20,µg/m³,427551.26806151,4586666.58457326
RL0023W,20-25,µg/m³,429665.85729502,4578450.95670027
T18559T,25-30,µg/m³,431611.04132985,4584028.43861465
T20503C,25-30,µg/m³,428227.18182643,4578329.09454819
T05114D,25-30,µg/m³,429702.58286566,4586464.54187686
T17121P,25-30,µg/m³,432635.87337933,4583301.21375202
T08023N,25-30,µg/m³,429495.49763956,4584104.53577482
T17440B,20-25,µg/m³,430436.24938268,4581249.0192743
T20482O,20-25,µg/m³,428092.92771969,4585321.36230175
T01778V,20-25,µg/m³,428491.85272815,4581162.12291966
T20349K,25-30,µg/m³,433255.93108792,4582611.09900433
T04469X,20-25,µg/m³,430979.4565709,4585371.81343948
T07863P,25-30,µg/m³,429441.13963635,4583983.69600541
T00150N,25-30,µg/m³,432151.96072176,4581207.59321219
LVA0001,20-25,µg/m³,426442.0190865,4583829.15969431
T17873W,25-30,µg/m³,430161.60931126,4584846.00782515
T11995H,20-25,µg/m³,431464.33353891,4588305.76644546
LRD0010,25-30,µg/m³,428438.72859605,4586555.32064081
T05463V,20-25,µg/m³,428603.88773371,4586143.39972631
T10471G,20-25,µg/m³,428429.00314631,4583204.46052396
T16192A,20-25,µg/m³,428754.940429,4586204.32367378
T09708N,25-30,µg/m³,432315.27608464,4584510.65501612
T05091N,20-25,µg/m³,429497.6745066,4586326.8632163
T10926Q,20-25,µg/m³,427229.85943922,4584013.79588422
T18410Z,20-25,µg/m³,428037.28573936,4586260.24122609
T10641G,20-25,µg/m³,428152.55314042,4583391.54391294
T03004Q,20-25,µg/m³,428280.61624099,4580350.42327545
T08965Y,20-25,µg/m³,431720.32777662,4584853.53603671
T05138L,25-30,µg/m³,429983.34073226,4586521.69083161
T05769K,20-25,µg/m³,431486.51627038,4585889.30743181
T05736B,20-25,µg/m³,431739.76598444,4586064.07179484
T10437E,20-25,µg/m³,428441.13887375,4583034.55517257
T16330S,25-30,µg/m³,432155.42190824,4585308.820442
T21535O,20-25,µg/m³,431680.90672957,4590132.87868627
T03380L,25-30,µg/m³,426894.38628428,4581033.32287002
T08887B,20-25,µg/m³,431849.17681799,4584964.2552291
T00442W,20-25,µg/m³,431845.32641755,4581756.39437708
T03920R,25-30,µg/m³,426922.16004551,4580468.9967872
T11133V,20-25,µg/m³,428662.89606493,4583935.3738557
T00386F,20-25,µg/m³,431390.78701759,4581401.3582759
T18925V,20-25,µg/m³,432725.81859105,4581732.01467106
T00799W,20-25,µg/m³,431162.81469268,4582063.00301586
T08884Y,20-25,µg/m³,431825.3736284,4585075.5555773
T09287N,25-30,µg/m³,433559.50580623,4583827.92556415
T11421A,20-25,µg/m³,428598.67868043,4584555.34228477
T11728Q,15-20,µg/m³,425849.18667478,4585116.8740761
T14061I,25-30,µg/m³,429618.86001214,4580971.0520569
T19007W,20-25,µg/m³,432228.02086567,4587533.07943803
T05530P,15-20,µg/m³,427662.31402038,4586638.38168307
T12011Q,20-25,µg/m³,431804.44399896,4588824.56368979
T20084E,20-25,µg/m³,431612.03157551,4590126.68519851
T09986H,20-25,µg/m³,433674.7054673,4583365.53998746
T18404B,20-25,µg/m³,431480.08731307,4587744.88543699
T02456K,20-25,µg/m³,428408.02764696,4581826.86257775
T16687S,30-35,µg/m³,433222.56615827,4588819.71394142
T06233N,20-25,µg/m³,432201.16692663,4587414.63545337
T11340A,20-25,µg/m³,428915.29082805,4583589.83140969
T04979O,20-25,µg/m³,429050.2064679,4585752.63070374
T05145K,25-30,µg/m³,429674.4538927,4586341.74589467
T03495V,25-30,µg/m³,429476.45268518,4580561.78251042
T17340Y,20-25,µg/m³,428536.81895058,4584997.83642536
T18900M,20-25,µg/m³,432035.70700161,4583110.20400421
T19913V,20-25,µg/m³,426733.3894358,4583456.81581476
T01099F,25-30,µg/m³,430610.32914649,4581314.05705496
T13868J,15-20,µg/m³,424465.47246485,4585374.07301627
T08286I,20-25,µg/m³,430157.96168891,4584107.93973788
T00699T,25-30,µg/m³,431410.85513489,4582070.72814899
T09563O,25-30,µg/m³,433366.15264551,4585556.31767941
T12315D,20-25,µg/m³,430894.42469888,4586859.37946234
T03099N,25-30,µg/m³,427561.28886293,4580842.03750317
T09723M,25-30,µg/m³,433046.00469038,4585891.35963587
T12145D,25-30,µg/m³,431329.84928933,4586848.34414861
T13847E,15-20,µg/m³,424587.24350361,4586278.40152589
T17296L,20-25,µg/m³,433762.74155468,4583622.26571286
T08455H,30-35,µg/m³,429472.35172364,4584646.0637705
T07558J,20-25,µg/m³,425552.12708881,4582204.09288563
T07084W,20-25,µg/m³,426797.35856035,4582406.86072101
RD0029C,30-35,µg/m³,429173.32807612,4587708.68504298
T18177J,20-25,µg/m³,432053.34774272,4587288.54437217
T01453D,25-30,µg/m³,430997.35755363,4581552.01148729
T19884H,20-25,µg/m³,431013.39288067,4587123.16698207
T06694M,20-25,µg/m³,433696.97789768,4587501.97026897
T02843R,25-30,µg/m³,427878.26684183,4580511.28858268
T20508H,25-30,µg/m³,428177.93665244,4578184.20569662
T18550K,20-25,µg/m³,425314.02875821,4582868.0407182
T03055B,25-30,µg/m³,427286.90016785,4580806.27053459
T21491T,25-30,µg/m³,433753.31150553,4586119.33664821
T09037X,25-30,µg/m³,432185.72049083,4584458.85091796
T07149W,20-25,µg/m³,427006.60990396,4581487.39771616
T08028S,25-30,µg/m³,429427.20610396,4584310.91960719
T09676W,20-25,µg/m³,433146.24565852,4585998.81104886
RD0039M,>40,µg/m³,428696.1003063,4587248.76829779
RD0128X,30-35,µg/m³,426471.27725686,4584208.83046908
T13885K,15-20,µg/m³,424561.39062387,4585111.70187964
T18021Q,20-25,µg/m³,433762.74155468,4583622.26571286
T02808O,25-30,µg/m³,427371.454383,4580422.05229831
T05767I,20-25,µg/m³,432281.96008871,4585703.20211573
T03249J,20-25,µg/m³,427763.25527095,4580854.73098692
T07715E,25-30,µg/m³,429580.63119446,4583634.30041376
T14586G,25-30,µg/m³,430233.57501421,4587432.47038085
T12348M,20-25,µg/m³,431235.13852824,4587823.38141639
T16153T,20-25,µg/m³,429521.07090401,4585978.20548052
T17353D,20-25,µg/m³,429229.7157747,4586020.71076629
T21326H,20-25,µg/m³,430530.16339038,4587157.31669505
T00171S,20-25,µg/m³,432073.87141255,4581314.40596783
T18538O,20-25,µg/m³,426125.53011298,4581035.74972172
T17655O,25-30,µg/m³,430628.56297044,4587213.77203997
T03383O,25-30,µg/m³,426848.28362535,4580824.0858977
T07854O,20-25,µg/m³,429344.4152015,4584077.65588404
T12813Q,20-25,µg/m³,431068.07156368,4588785.98120684
RD0034H,30-35,µg/m³,428866.87392692,4587531.0217207
T20877D,25-30,µg/m³,433261.81127907,4588899.30659321
T20150X,20-25,µg/m³,426029.0106213,4580858.8121824
T07150P,25-30,µg/m³,427153.28417833,4581888.8342177
T04645V,25-30,µg/m³,430298.80076256,4586461.2893355
T08616G,25-30,µg/m³,428482.6065645,4585353.07538525
T07596P,20-25,µg/m³,426723.22283671,4581141.00833798
T04234G,25-30,µg/m³,430743.20190405,4584805.73535862
T12524K,20-25,µg/m³,430294.11396429,4587413.52589056
T12810N,20-25,µg/m³,431466.16034803,4588807.92522595
T02348H,25-30,µg/m³,430703.91515666,4582349.0199284
T03446M,20-25,µg/m³,428535.028232,4580692.86086923
T09072A,25-30,µg/m³,432188.46471233,4584355.9747413
T03601F,25-30,µg/m³,429901.65155652,4580195.44171462
T13997R,25-30,µg/m³,429037.36267957,4585386.75821527
T14117H,25-30,µg/m³,430791.53664808,4584630.89372885
T01344Z,20-25,µg/m³,430274.66276298,4581332.03262581
T12108Y,20-25,µg/m³,431551.58791434,4586753.53931909
T18405C,20-25,µg/m³,432439.95560455,4581133.63591686
T01407X,25-30,µg/m³,430643.61591345,4581539.82714855
T04956H,20-25,µg/m³,429423.3876273,4585961.61719752
T00675L,25-30,µg/m³,431403.05661889,4581872.8279053
T00004E,20-25,µg/m³,432178.51565417,4581061.64278663
T14693I,25-30,µg/m³,430198.03307433,4585070.22988587
T10618H,20-25,µg/m³,427290.26505784,4582766.8005215
T05122D,25-30,µg/m³,429660.33667325,4586447.75217154
T04425L,20-25,µg/m³,430852.12991935,4585708.17694221
T19319J,25-30,µg/m³,429224.00617355,4587263.36079246
T12561P,20-25,µg/m³,430510.44533545,4587286.16104962
T11063Y,20-25,µg/m³,427893.23728557,4583595.05519666
T04941A,25-30,µg/m³,429732.61141609,4585870.47769782
T05533S,15-20,µg/m³,427715.11560443,4586572.62417645
RD0030D,30-35,µg/m³,429120.93751516,4587698.67503849
T06053L,20-25,µg/m³,432203.95344708,4586822.80149166
T17319B,25-30,µg/m³,434820.49826057,4584816.38852817
T15670F,25-30,µg/m³,431587.12620116,4581780.41536958
T04686E,20-25,µg/m³,430957.59651023,4586293.20208029
T02955Y,20-25,µg/m³,428288.43654373,4580520.48447836
T21415H,20-25,µg/m³,433572.82695592,4587666.79746951
T18138C,25-30,µg/m³,430552.14421037,4587393.15590427
T19462P,20-25,µg/m³,429795.40174704,4586165.66169252
T00112H,25-30,µg/m³,432257.76138813,4581273.8165125
T14116G,25-30,µg/m³,430758.09837215,4584601.42793741
T08395M,20-25,µg/m³,429772.73201196,4584491.47125013
T08178F,20-25,µg/m³,429352.43018684,4583548.15501957
T11986G,20-25,µg/m³,431831.29316273,4588576.8680951
T11174E,25-30,µg/m³,428250.59528069,4584047.73716488
T01341W,20-25,µg/m³,431127.75835424,4580972.68261076
T01515A,25-30,µg/m³,431083.00733855,4581506.26276835
T08460E,20-25,µg/m³,429677.73337063,4584820.73947078
T10430X,20-25,µg/m³,428650.84778866,4583112.26769526
T14008D,20-25,µg/m³,431546.29050666,4586568.73306458
T01688U,25-30,µg/m³,428969.59315837,4581253.52542725
LRD0049,35-40,µg/m³,428333.36526379,4586268.83898589
T18959F,25-30,µg/m³,433552.23901538,4583067.80045969
T05869N,25-30,µg/m³,432404.51504667,4586200.95498321
T19693C,20-25,µg/m³,428181.9926385,4585029.19617484
T05222G,25-30,µg/m³,429870.17708479,4586855.56122592
T09401X,25-30,µg/m³,433188.29049225,4584781.88082196
VA0013M,25-30,µg/m³,426266.98389833,4584054.9673038
T03652Q,25-30,µg/m³,430196.72487868,4580441.61885073
T19674Z,20-25,µg/m³,434491.82421899,4585403.82492241
T16745L,20-25,µg/m³,426370.56540707,4575746.52361558
T06300H,25-30,µg/m³,431826.74318498,4587393.17525387
T09760R,25-30,µg/m³,434099.31814664,4585605.78621288
T10093A,20-25,µg/m³,434552.58778585,4585202.33614154
T06921E,25-30,µg/m³,432635.07134492,4589359.68924128
T15831E,25-30,µg/m³,427639.22969166,4580671.85264798
T17762Q,25-30,µg/m³,433189.84809342,4584203.37793236
T02857X,25-30,µg/m³,428010.46306863,4580382.55037887
T11724M,15-20,µg/m³,425770.6850449,4585181.67877254
T11651M,15-20,µg/m³,425984.66621508,4584765.46951014
T02313W,25-30,µg/m³,430022.19960745,4582283.83599916
T21303A,20-25,µg/m³,426802.54885659,4584156.0623543
T20058C,25-30,µg/m³,433565.66703682,4584777.20896007
T05935G,25-30,µg/m³,431530.22834815,4586286.93873647
T07749O,20-25,µg/m³,429512.00524788,4583786.74616737
T20642M,25-30,µg/m³,427488.82358655,4577259.37348613
T04071F,25-30,µg/m³,427906.66486068,4578002.7554744
T08194F,20-25,µg/m³,430001.92202274,4583526.21504383
T12254H,20-25,µg/m³,430659.49185328,4586795.75813934
RL0052Z,30-35,µg/m³,434906.3852662,4584477.55918851
T01163W,25-30,µg/m³,430248.50021622,4581133.78352035
T19396W,>40,µg/m³,431192.5783952,4588487.87332453
T20857Z,25-30,µg/m³,428790.91409525,4580754.67001892
T10530A,20-25,µg/m³,428098.97447901,4583183.85600413
T17443E,25-30,µg/m³,427763.25527095,4580854.73098692
T08445F,25-30,µg/m³,429522.87165418,4584758.08055515
T12109Z,20-25,µg/m³,431474.43080857,4586755.32790597
T01941O,20-25,µg/m³,429075.62021699,4582292.82221291
T07551C,20-25,µg/m³,425122.6041049,4582294.1792932
T02074A,25-30,µg/m³,431071.02203726,4583310.80961303
T08085B,20-25,µg/m³,429663.87620759,4583093.11295792
T09159G,25-30,µg/m³,433369.80058704,4583837.46201419
T05256Q,25-30,µg/m³,429504.07126535,4587086.22937942
T06672G,20-25,µg/m³,433452.57526712,4587996.08190042
T09913Q,25-30,µg/m³,434771.64174112,4585020.82620812
T13174M,30-35,µg/m³,433912.79137128,4583304.77809286
T21213Z,20-25,µg/m³,430314.40999935,4586885.69689534
T10979D,20-25,µg/m³,427112.54954747,4584052.00783554
T07357C,20-25,µg/m³,427259.53999071,4581710.7511357
T10384I,20-25,µg/m³,428886.52853503,4583294.0771787
T01976Z,25-30,µg/m³,430508.39712021,4583699.06646205
T10264B,20-25,µg/m³,434598.70385288,4585201.85379205
T00791O,25-30,µg/m³,431230.56085296,4582070.3075139
T13902U,15-20,µg/m³,425435.81031463,4586210.51695523
T07838O,20-25,µg/m³,429868.83966854,4583638.12322632
T05097T,20-25,µg/m³,429524.12213436,4586404.39313892
T04443N,20-25,µg/m³,431040.32454735,4585752.72658951
T07794T,20-25,µg/m³,429831.38789371,4583675.32856777
T11534I,>40,µg/m³,426284.33398813,4584076.80829178
T13972I,20-25,µg/m³,427569.86409005,4581792.3399004
T20588X,25-30,µg/m³,428262.43591621,4581891.9047849
T10229Y,25-30,µg/m³,432681.30488513,4583358.52649547
T19665Y,20-25,µg/m³,427840.05361354,4582069.64227049
T06299F,25-30,µg/m³,431815.29881527,4587346.7132667
T19235G,20-25,µg/m³,428908.83824125,4584039.99914243
T08218W,20-25,µg/m³,430132.32754645,4583700.08131522
T13880F,15-20,µg/m³,424626.35442755,4585600.06215026
T11348I,20-25,µg/m³,429031.31996122,4583583.74951739
T19407I,25-30,µg/m³,430723.59512206,4587478.42474175
T03058E,25-30,µg/m³,427369.60127758,4580803.90190203
T05958N,20-25,µg/m³,432251.2620651,4586366.64740709
T05421L,20-25,µg/m³,429410.9922285,4588024.57657951
T20486S,20-25,µg/m³,428100.68785608,4585205.84806115
T01081V,25-30,µg/m³,430665.45139638,4581335.7106705
T10156Y,25-30,µg/m³,432544.69912462,4583154.6742188
T07459H,20-25,µg/m³,427673.64691317,4581747.9170427
T10518E,25-30,µg/m³,427692.45929143,4583110.41398584
T13021W,20-25,µg/m³,430517.4523124,4586621.28593604
T05614S,25-30,µg/m³,430099.36844279,4587252.31111481
T07188D,20-25,µg/m³,425453.44304585,4583009.0788733
T16630B,25-30,µg/m³,430666.46043389,4581472.05687172
T04498C,25-30,µg/m³,431155.71619059,4586078.39523749
T21528P,25-30,µg/m³,432318.39225802,4588885.54389314
T11190E,25-30,µg/m³,428183.77496408,4584545.74342924
T04326J,25-30,µg/m³,431430.85868254,4585162.6206936
T09638Q,25-30,µg/m³,434030.20109297,4585612.71074668
T11741N,15-20,µg/m³,425247.40011252,4584640.10593524
T03568V,25-30,µg/m³,429414.02184421,4580331.95063116
T17878B,30-35,µg/m³,429965.34146105,4584905.55740916
T06099Z,20-25,µg/m³,432536.20234627,4587005.7712679
T05858K,25-30,µg/m³,432109.67612595,4586139.43011605
T20821N,15-20,µg/m³,424134.41125825,4585283.14539413
T08563K,25-30,µg/m³,428926.40766773,4584881.26128259
T00784P,25-30,µg/m³,431204.44516809,4582117.08478321
T16190Y,25-30,µg/m³,428987.86171955,4586987.55915028
T00955Q,25-30,µg/m³,430788.19138993,4581704.67630557
T09847X,20-25,µg/m³,434491.81683429,4585485.04705195
T07163U,25-30,µg/m³,427090.05694155,4582397.33347915
T05523Q,20-25,µg/m³,428184.69797264,4586789.14494683
T07654I,20-25,µg/m³,426532.72613803,4581087.77370479
T16709H,25-30,µg/m³,430007.56120691,4579864.57439992
T08315W,20-25,µg/m³,430512.78798934,4584075.30599871
T18618N,20-25,µg/m³,428761.19959232,4583721.69678288
T02496S,20-25,µg/m³,431275.79956109,4584258.30750031
T05278W,25-30,µg/m³,429089.24557813,4586551.92168422
T11208X,25-30,µg/m³,428065.14219139,4583942.26941639
T19234F,25-30,µg/m³,428947.15184531,4583848.64156037
T01375G,20-25,µg/m³,430163.95909428,4581529.71976883
T00458E,25-30,µg/m³,431674.75562104,4581686.24656156
T21467T,20-25,µg/m³,431997.25664286,4581360.29861868
T08083Z,20-25,µg/m³,429315.72051431,4583204.13177588
T19289U,20-25,µg/m³,428482.20796253,4579877.51401256
T11270D,25-30,µg/m³,427655.08057347,4584076.17874172
T10323V,20-25,µg/m³,432597.50516107,4585384.38121882
T18619O,20-25,µg/m³,428384.69981561,4583564.64440964
T12732Q,20-25,µg/m³,430891.73546361,4588149.11953388
T20429J,25-30,µg/m³,432214.81463708,4588429.151957
T05480W,>40,µg/m³,428197.72228045,4585895.1072786
T19193N,15-20,µg/m³,425201.39429051,4583619.78472783
T03056C,25-30,µg/m³,427223.68308842,4580808.66901903
T15022F,25-30,µg/m³,432299.16321501,4589411.20886702
T21492U,25-30,µg/m³,433934.05602999,4585887.90191243
T14992Q,25-30,µg/m³,427728.22388235,4581469.3371995
T03317E,25-30,µg/m³,428152.50027563,4580776.25590619
T14233K,20-25,µg/m³,431452.18484875,4587293.30493082
T08439H,25-30,µg/m³,429206.79565697,4584822.75505931
T00980R,25-30,µg/m³,431241.45091219,4581681.11183591
T15196A,25-30,µg/m³,428781.84297211,4584161.94829411
T04594B,25-30,µg/m³,430702.82892912,4586004.25954627
T12632N,20-25,µg/m³,430260.41712951,4587310.1659818
T05111A,25-30,µg/m³,429926.77503664,4586573.45234478
T16672L,25-30,µg/m³,433695.1958532,4587100.72564689
T09424E,20-25,µg/m³,433946.33658544,4584772.46507334
T03842U,25-30,µg/m³,427431.48670417,4579793.08086864
T20060W,25-30,µg/m³,433569.86455471,4584581.56263151
T17144W,25-30,µg/m³,433507.97184327,4583974.70017753
T04915Y,20-25,µg/m³,429602.65403741,4585979.15186105
T15228R,30-35,µg/m³,428682.73832147,4587169.42503836
T20522F,15-20,µg/m³,427528.8857848,4585842.13942954
T08866W,20-25,µg/m³,431772.71309469,4585147.48508432
T08959A,25-30,µg/m³,432271.84376171,4584739.8496918
T03371K,25-30,µg/m³,427099.69379512,4580927.04114461
T10579R,20-25,µg/m³,427366.87015944,4583027.82333763
T01391G,25-30,µg/m³,430268.03429171,4581534.57798606
T18601E,25-30,µg/m³,427635.82729641,4585095.76243504
T17207U,20-25,µg/m³,431865.31626192,4588451.08163854
T08503Y,20-25,µg/m³,429931.36197735,4584454.69698704
T02087F,25-30,µg/m³,431172.89095863,4583016.75639444
T13713R,25-30,µg/m³,429102.1690029,4580020.77952173
T01925O,25-30,µg/m³,429358.48591025,4582195.05691186
T11264F,20-25,µg/m³,427367.39975591,4583895.79965747
T09506F,20-25,µg/m³,433945.08712655,4584580.96279207
T05356T,25-30,µg/m³,429980.37294607,4587343.04316465
T18172E,25-30,µg/m³,431959.74085085,4586133.6552414
T03146D,20-25,µg/m³,427515.63062319,4581214.9994251
T13084L,20-25,µg/m³,432501.60289444,4582606.97070896
T20827T,15-20,µg/m³,428218.31233685,4587358.50759633
T10785V,25-30,µg/m³,427106.26269608,4583283.27171139
T10173Z,20-25,µg/m³,432390.16003723,4582911.4540177
T07304P,20-25,µg/m³,428155.749871,4582302.60522566
T11775X,15-20,µg/m³,424988.62215167,4584961.6603962
T19529R,20-25,µg/m³,433117.39338835,4582283.95855229
T16883U,20-25,µg/m³,428336.27815419,4582829.62065779
T17702E,15-20,µg/m³,425720.60539795,4585238.40524019
T18430D,20-25,µg/m³,428110.31847949,4584102.47931592
T05305I,20-25,µg/m³,429404.80550777,4586478.11116475
T07878W,20-25,µg/m³,429042.15063926,4584065.20716591
T07561E,20-25,µg/m³,425425.42447549,4582017.4355625
T19586A,20-25,µg/m³,428224.36720095,4586943.22389012
T20454K,20-25,µg/m³,433572.60153121,4587083.16354683
T01852O,20-25,µg/m³,428693.39678149,4581918.25054721
T08545I,25-30,µg/m³,428966.78343516,4584448.12631991
T07602W,20-25,µg/m³,426686.00837689,4581219.78174252
T06873N,20-25,µg/m³,431418.46647528,4586326.54264553
T13005W,15-20,µg/m³,431238.10828672,4590165.28509302
T17228Z,25-30,µg/m³,430025.16094476,4579563.02880097
T10614D,20-25,µg/m³,427427.06963962,4583078.74595727
T15888V,25-30,µg/m³,428120.91133609,4578285.93328829
T01801D,25-30,µg/m³,429643.61922396,4581520.50171132
T11329F,20-25,µg/m³,428737.92623804,4583548.31069642
T11303V,25-30,µg/m³,427459.6242099,4584331.34561768
T13724U,25-30,µg/m³,428292.5149357,4578198.37684831
T01978B,25-30,µg/m³,430326.10487787,4583309.88925187
T02798D,25-30,µg/m³,427282.38882585,4580366.73289
T11143X,20-25,µg/m³,428516.5594569,4583885.2058934
T13882H,15-20,µg/m³,424626.35442755,4585600.06215026
T09985G,20-25,µg/m³,433657.48456703,4583382.13914312
T15758M,20-25,µg/m³,431196.25203626,4588294.30545768
T00891R,30-35,µg/m³,431018.1072042,4582028.18005869
T21439P,20-25,µg/m³,427198.76903962,4581466.11522171
T17282F,20-25,µg/m³,432949.32563321,4587091.46927717
T15305N,20-25,µg/m³,432958.3778855,4588442.05734655
T11970Y,20-25,µg/m³,431701.55377527,4588420.36483023
T01611Z,25-30,µg/m³,431276.39621228,4581450.26921748
T16795V,25-30,µg/m³,425761.93074057,4576177.10689861
T00780L,25-30,µg/m³,431321.55778213,4582174.05198327
T03225B,25-30,µg/m³,428064.9257437,4580855.7086945
T09338H,25-30,µg/m³,433843.0743949,4584110.99384941
T14734A,25-30,µg/m³,430612.8469864,4583397.28921341
T05191Q,25-30,µg/m³,429769.93003949,4587002.12122247
T14107F,25-30,µg/m³,432807.34105305,4584406.89613557
T19925Z,20-25,µg/m³,430877.24525905,4585219.288968
T06217N,20-25,µg/m³,431980.12201095,4587470.87521607
T12167J,20-25,µg/m³,431130.17711262,4586469.60305587
T08094C,20-25,µg/m³,429476.0153765,4583284.97667914
T15189B,25-30,µg/m³,434722.62929598,4584972.19450497
T05505O,20-25,µg/m³,428344.25913108,4586909.45292391
T04060C,25-30,µg/m³,427830.73654576,4578768.09024329
T09692W,20-25,µg/m³,433419.72238329,4586170.9372541
T13437Q,25-30,µg/m³,431369.75715334,4583791.29408123
T16215Q,25-30,µg/m³,430067.21023379,4586967.11990472
T09765W,25-30,µg/m³,434215.55419687,4585720.86251711
T18621I,25-30,µg/m³,427092.95357991,4583665.52939599
T08420W,25-30,µg/m³,429247.39250514,4584925.95990612
T15916I,20-25,µg/m³,427895.61454003,4580995.02219658
T05148N,25-30,µg/m³,429904.60697686,4586305.84708567
T11581P,25-30,µg/m³,427172.74895832,4584093.76044073
T08380F,20-25,µg/m³,429527.81858147,4584484.67010422
T17927T,25-30,µg/m³,430675.30691604,4585347.36770148
T05207H,25-30,µg/m³,430016.49007123,4586823.90806209
T05773G,20-25,µg/m³,431421.49503134,4586003.10110581
T08185E,25-30,µg/m³,429901.85254832,4583484.13974142
T05116F,25-30,µg/m³,429601.66041142,4586425.15058198
T12994K,20-25,µg/m³,431137.95071384,4590373.96818002
T04748B,20-25,µg/m³,431451.94354777,4585404.51191718
T17245A,25-30,µg/m³,432372.93732887,4588883.74347717
T21285P,15-20,µg/m³,425311.43266588,4583778.31113239
T19973H,25-30,µg/m³,429438.15676861,4587034.08879789
T16293E,15-20,µg/m³,432048.10088309,4591000.29226272
T04131A,20-25,µg/m³,428709.34741781,4577781.92903326
T12427K,25-30,µg/m³,431072.14232411,4587565.78424147
T09512D,20-25,µg/m³,434228.64127288,4584674.4257891
T11200P,20-25,µg/m³,428051.68961682,4584000.97060802
T19044B,25-30,µg/m³,431208.80204642,4581573.81491888
T10874V,20-25,µg/m³,426412.91737551,4583514.41434242
T02614G,25-30,µg/m³,430993.28789493,4584359.54079174
T09048A,30-35,µg/m³,432574.60152694,4584384.84686317
T18451I,25-30,µg/m³,428582.61746205,4580186.53172669
T02492O,25-30,µg/m³,430889.24908238,4583879.56985246
T00709E,25-30,µg/m³,431485.20855225,4582110.5236467
T01872S,25-30,µg/m³,429780.11600847,4581859.32619189
T19140A,25-30,µg/m³,430692.66865424,4582548.30831747
T09975E,20-25,µg/m³,433546.69849829,4583263.97680123
T10476L,20-25,µg/m³,428366.53155026,4583270.32309974
T08244Y,25-30,µg/m³,430415.91071243,4583795.72830874
T07738L,25-30,µg/m³,429616.48249029,4583665.91618892
T07675N,25-30,µg/m³,425720.03064797,4581057.26483947
T18505F,25-30,µg/m³,427704.45219442,4580461.29182704
T18249I,25-30,µg/m³,432155.65172899,4584364.812003
T10215S,25-30,µg/m³,432128.42929839,4582998.89913258
T12426J,25-30,µg/m³,431035.39081927,4587506.65642575
T12229G,20-25,µg/m³,430784.21049955,4586723.52007993
T01749Q,25-30,µg/m³,429650.15127612,4581131.13006471
T02388P,20-25,µg/m³,430026.46338703,4580937.94090731
T05110Z,25-30,µg/m³,429999.24646145,4586614.77685932
VA0010J,>40,µg/m³,426288.24552957,4584023.47365868
T15620V,20-25,µg/m³,431765.29135675,4581633.05279425
T08591O,20-25,µg/m³,428681.38850652,4585041.43439038
T03131W,25-30,µg/m³,427349.00329531,4581205.71767811
NS0012L,30-35,µg/m³,432238.61435774,4589568.99371748
T08255B,25-30,µg/m³,430652.23111065,4583931.46272532
T21030U,25-30,µg/m³,430963.12349183,4580366.00192543
T01389M,20-25,µg/m³,430129.01184201,4581503.58999456
T06423R,20-25,µg/m³,432654.22789354,4587713.72549774
T08830K,25-30,µg/m³,432271.84376171,4584739.8496918
T01991Y,30-35,µg/m³,430408.21936994,4583226.38950329
T06877R,20-25,µg/m³,431380.61963569,4586223.37176717
T08424A,25-30,µg/m³,429299.83415028,4584868.65142027
T00035L,25-30,µg/m³,432261.094428,4580883.4098868
T19615O,20-25,µg/m³,428430.23895423,4587264.62983447
T04835Z,25-30,µg/m³,429562.00871994,4586209.77853945
T13901T,15-20,µg/m³,425328.91940384,4585716.09698299
T03599C,25-30,µg/m³,429898.98312885,4580271.35685178
T06113G,20-25,µg/m³,432530.90209789,4587106.05146734
T02993E,25-30,µg/m³,428032.60594589,4580098.31177145
T20266I,25-30,µg/m³,432410.80235713,4585976.56657761
T16502U,20-25,µg/m³,434656.35200766,4585079.08016841
T09801J,20-25,µg/m³,434319.23114066,4585560.43847735
T07807H,20-25,µg/m³,429435.60884947,4583881.36489233
T06223L,20-25,µg/m³,432028.95681649,4587303.25858019
T02332Z,25-30,µg/m³,430613.43355547,4582156.79632038
T11148C,25-30,µg/m³,428320.53218947,4584021.48659261
