ID_PARQUE,PARQUE,DISTRITO,same_as_wikidata_DISTRITO,BARRIO,same_as_wikidata_BARRIO
4737835,CALLE DEL ARROYO DE LAS PILILLAS 14,Moratalaz,https://wikidata.org/entity/Q2076109,Marroquina,https://wikidata.org/entity/Q11935636
17450,CALLE DE CARONTE 14,Carabanchel,https://wikidata.org/entity/Q1001991,San Isidro,https://wikidata.org/entity/Q3813733
52216,CALLE DEL PICO MAMPODRE 8,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370
7591499,CALLE DE LA LONJA DE LA SEDA 10,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
7591554,CALLE DE MASCARAQUE 42,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
17676,"CALLE DEL ARROYO DEL OLIVAR , 51A",Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Bajas,https://wikidata.org/entity/Q10343902
17693,AVENIDA ENTREVIAS 46,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Entrevías,https://wikidata.org/entity/Q71756
3531283,JARDINES PAJARITOS,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001
18377,CALLE DEL TREN DE ARGANDA 9,Vicálvaro,https://wikidata.org/entity/Q589403,Valdebernardo,https://wikidata.org/entity/Q43025212
7591607,CALLE DE RICARDO BELLVER 18,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
7897950,C AÑASTRO 44,Hortaleza,https://wikidata.org/entity/Q1928529,Apóstol Santiago,https://wikidata.org/entity/Q11906303
4749888,C EZEQUIEL SOLANA 41,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Pueblo Nuevo,https://wikidata.org/entity/Q71753
7591686,HONTANILLA (VILLACASTIN 14),Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
4749889,C MISTERIOS 13,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Quintana,https://wikidata.org/entity/Q71810
4749890,C JAZMIN 3,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Costillares,https://wikidata.org/entity/Q331385
4749893,C OÑA 10,Hortaleza,https://wikidata.org/entity/Q1928529,Valdefuentes,https://wikidata.org/entity/Q10388714
16662,PLAZA COMENDADORAS,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767
4749894,CARRETERA ESTACION DE HORTALEZA 7,Hortaleza,https://wikidata.org/entity/Q1928529,Apóstol Santiago,https://wikidata.org/entity/Q11906303
4749895,C MARSELLA 4,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
4749896,C LIVERPOOL 1,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
18388,CTRA. EJE  O´DONNELL,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374
7943797,CALLE DE LA VERDAD 2,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
16696,PARQUE CASINO DE LA REINA,Centro,https://wikidata.org/entity/Q1763376,Embajadores,https://wikidata.org/entity/Q2449844
16695,PLAZA PUERTA DE TOLEDO,Centro,https://wikidata.org/entity/Q1763376,Embajadores,https://wikidata.org/entity/Q2449844
16969,AVDA. ASTURIAS CON C/ ANTONIO GLEZ. ECHARTE,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427
16929,PARQUE RODRIGUEZ SAHAGUN CON C/SINESIO DELGADO,Tetuán,https://wikidata.org/entity/Q1773540,Valdeacederas,https://wikidata.org/entity/Q10388711
16683,PLAZA PLAZA DOS DE MAYO,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767
16977,C/ VEZA CON C/PLÁTANO,Tetuán,https://wikidata.org/entity/Q1773540,Valdeacederas,https://wikidata.org/entity/Q10388711
52068,C/TENERIFE CON C/SAN RAIMUNDO,Tetuán,https://wikidata.org/entity/Q1773540,Bellas Vistas,https://wikidata.org/entity/Q11908929
16990,PLAZA OLAVIDE,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027
16960,AVDA. BRASIL 13,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684
4737844,CALLE DE BENJAMIN PALENCIA 24,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Portazgo,https://wikidata.org/entity/Q18005921
3531285,PAR MIRABEL,Latina,https://wikidata.org/entity/Q794954,Las Águilas,https://wikidata.org/entity/Q5971372
4737855,AVENIDA DE MIGUEL HERNANDEZ 11,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
8800259,CALLE VIZCONDE DE ARLESSON,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851
4737941,CALLE DEL PUERTO DE BALBARAN 127,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Bajas,https://wikidata.org/entity/Q10343902
4737942,CALLE DE AMBROZ 3,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374
4737943,CALLE DE LA LADERA DE LOS ALMENDROS 14G,Vicálvaro,https://wikidata.org/entity/Q589403,Valdebernardo,https://wikidata.org/entity/Q43025212
3990963,"CALLE PUERTO DE BEJAR, 5",Arganzuela,https://wikidata.org/entity/Q2000929,Legazpi,https://wikidata.org/entity/Q3773990
16886,Pº DE LA CASTELLANA II,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735
16894,PARQUE DE BERLIN,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744
52054,PARQUE DE LA INFANCIA DE CHAMARTÍN,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744
17032,CALLE ISLAS JARVI 2,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
16838,PLAZA DE PEÑASCALES,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564
52077,"AVENIDA VENTISQUERO DE LA CONDESA, 35",Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Mirasierra,https://wikidata.org/entity/Q31134
17042,PLAZA FONSAGRADA CON PLAZA REDONDELA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964
52076,PARQUE GABRIELA MISTRAL,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Fuentelarreina,https://wikidata.org/entity/Q10286156
52075,PARQUE POBL. S. FRANCISCO,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Fuentelarreina,https://wikidata.org/entity/Q10286156
17177,PLAZA AURORA BOREAL,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Aravaca,https://wikidata.org/entity/Q3314682
16799,PARQUE DE ROMA,Retiro,https://wikidata.org/entity/Q2002296,Estrella,https://wikidata.org/entity/Q3773738
17214,PARQUE ARROYO POZUELOAMPLIACION,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Aravaca,https://wikidata.org/entity/Q3314682
17225,AMPLIACION PARQUE ARROYO  POZUELO,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Aravaca,https://wikidata.org/entity/Q3314682
52085,CALLE VALDERROMAN 24,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Valdezarza,https://wikidata.org/entity/Q10388728
3531284,PARQUE MARTIN LUTHER KING,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001
17196,PARQUE LUISA CARNES,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Valdezarza,https://wikidata.org/entity/Q10388728
17207,CALLE LONG,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Valdezarza,https://wikidata.org/entity/Q10388728
3558513,"CALLE SECO, 14",Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001
16714,PZA. MERCADO,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740
16725,ACACIAS  PASILLO VERDE,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190
17283,PARQUE ALUCHE,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140
17304,PARQUE CARAMUEL,Latina,https://wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142
17157,Pº ANICETO MARINAS,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441
17315,CALLE CASTROSERNA JUNTO CENTRO CULTURAL LUCERO,Latina,https://wikidata.org/entity/Q794954,Lucero,https://wikidata.org/entity/Q31162
3568695,"CALLE GENERAL CADENAS CAMPOS, 21",Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Valdezarza,https://wikidata.org/entity/Q10388728
17324,GRAL. FANJUL  STA. MARGARITA,Latina,https://wikidata.org/entity/Q794954,Las Águilas,https://wikidata.org/entity/Q5971372
17353,PARQUE ALUCHE,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140
3573058,PLAZA DE LOS PINAZO 23D,Villaverde,https://wikidata.org/entity/Q919536,San Cristóbal,https://wikidata.org/entity/Q390457
4704499,DETRAS DEL MERCADO,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735
4738111,PARQUE ATENAS,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510
18626,C NORAY 3,Barajas,https://wikidata.org/entity/Q807230,Alameda de Osuna,https://wikidata.org/entity/Q760737
3568166,C PRADOLUENGO 123,Barajas,https://wikidata.org/entity/Q807230,Aeropuerto,https://wikidata.org/entity/Q9586697
18617,PLAZA NAVIO 4,Barajas,https://wikidata.org/entity/Q807230,Alameda de Osuna,https://wikidata.org/entity/Q760737
18596,C AYERBE 10,Barajas,https://wikidata.org/entity/Q807230,Casco Histórico de Barajas,https://wikidata.org/entity/Q9701730
18606,C BAHIA DE SANTOÑA 6,Barajas,https://wikidata.org/entity/Q807230,Corralejos,https://wikidata.org/entity/Q10260772
3568173,C ALAS 2,Barajas,https://wikidata.org/entity/Q807230,Timón,https://wikidata.org/entity/Q10382570
3568177,C ACUARIO 27,Barajas,https://wikidata.org/entity/Q807230,Casco Histórico de Barajas,https://wikidata.org/entity/Q9701730
17015,PARQUE DEL PUEBLO DE EL PARDO,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pardo,https://wikidata.org/entity/Q3314337
17578,AVENIDA DE RAFAELA YBARRA 22,Usera,https://wikidata.org/entity/Q953368,Pradolongo,https://wikidata.org/entity/Q10352360
52142,AV MARQUES DE CORBERA 4,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762
17929,C JOSE DEL HIERRO,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Concepción,https://wikidata.org/entity/Q11915156
52143,C SAN BALDOMERO,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Pueblo Nuevo,https://wikidata.org/entity/Q71753
17918,C DOCTOR CIRAJAS,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Pueblo Nuevo,https://wikidata.org/entity/Q71753
16875,JARDINES MARIO BENEDETTI,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776
52084,"CALLE VALDERREY, 40",Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Valdezarza,https://wikidata.org/entity/Q10388728
17293,PARQUE DE CERRO ALMODOVAR  1ª  2ª FASE,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140
17343,PARQUE FÉLIX CORTÉS,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140
3573018,CALLE DE LA VIRGEN DE LAS VIÑAS 22,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Santa Eugenia,https://wikidata.org/entity/Q390463
18297,CALLE DE BABILAFUENTE 2,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370
3573773,ESCUADRON  ALMENAS,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pardo,https://wikidata.org/entity/Q3314337
3573054,CALLE DE LA ALEGRIA DE LA HUERTA 16,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18180,C MAR ADRIATICO 7,Hortaleza,https://wikidata.org/entity/Q1928529,Pinar del Rey,https://wikidata.org/entity/Q10349788
18190,C JULIO DANVILA 15,Hortaleza,https://wikidata.org/entity/Q1928529,Apóstol Santiago,https://wikidata.org/entity/Q11906303
18047,C MAR DE LAS ANTILLAS,Hortaleza,https://wikidata.org/entity/Q1928529,Pinar del Rey,https://wikidata.org/entity/Q10349788
18057,C MIGUEL RIESCO,Hortaleza,https://wikidata.org/entity/Q1928529,Canillas,https://wikidata.org/entity/Q9694341
18066,C ANDORRA 28,Hortaleza,https://wikidata.org/entity/Q1928529,Canillas,https://wikidata.org/entity/Q9694341
18076,C ACONCAGUA 4,Hortaleza,https://wikidata.org/entity/Q1928529,Canillas,https://wikidata.org/entity/Q9694341
18086,C VELEZ RUBIO 31,Hortaleza,https://wikidata.org/entity/Q1928529,Apóstol Santiago,https://wikidata.org/entity/Q11906303
18096,C JUAN DANIEL FULLAONDO 2,Hortaleza,https://wikidata.org/entity/Q1928529,Valdefuentes,https://wikidata.org/entity/Q10388714
18103,C JOSE LUIS COLL 3,Hortaleza,https://wikidata.org/entity/Q1928529,Valdefuentes,https://wikidata.org/entity/Q10388714
3531286,CALLE VALLE INCLAN 3335,Latina,https://wikidata.org/entity/Q794954,Las Águilas,https://wikidata.org/entity/Q5971372
17588,CALLE DEL DOCTOR TOLOSA LATOUR 25,Usera,https://wikidata.org/entity/Q953368,Pradolongo,https://wikidata.org/entity/Q10352360
17607,CALLE DE MARCELO USERA 149,Usera,https://wikidata.org/entity/Q953368,El Zofío,https://wikidata.org/entity/Q71751
17626,CALLE DE CESTONA 84,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
52114,CALLE  GRAN AVENIDA 17A,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
52120,CALLE DEL CAMINO VIEJO DE VILLAVERDE 34,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
52116,CALLE DE RICARDO BELTRAN Y ROZPIDE 10,Usera,https://wikidata.org/entity/Q953368,El Zofío,https://wikidata.org/entity/Q71751
17597,CALLE DE LA ASUNCION 1,Usera,https://wikidata.org/entity/Q953368,Almendrales,https://wikidata.org/entity/Q9604761
17615,CALLE DE SOCUELLAMOS 12,Usera,https://wikidata.org/entity/Q953368,Almendrales,https://wikidata.org/entity/Q9604761
18433,PLAZA CEFIRO 2,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013
18454,AV SEXTA 4,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rejas,https://wikidata.org/entity/Q10359029
18463,C LA ILIADA 35,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
18480,C CANAL DEL BOSFORO 40,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013
18496,AV CANILLEJAS A VICALVARO 135,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
18505,PASEO GINEBRA 20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
17636,CALLE DE ALZOLA 2,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
17643,CALLE DE LA EXPROPIACION 1,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
52115,CALLE DE HERNANDEZ REQUENA 1,Usera,https://wikidata.org/entity/Q953368,Almendrales,https://wikidata.org/entity/Q9604761
17423,"CALLE CARRANQUE, 22",Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
17433,CALLE DEL PARQUE EUGENIA DE MONTIJO 1,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
17440,CALLE DE ANTONIA LANCHA 37,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
17459,CALLE DE NUESTRA SEÑORA DE LA LUZ 9,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
17464,CALLE DE MERCEDES ARTEAGA 24,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
17469,CALLE DEL PARQUE EUGENIA DE MONTIJO 78,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
17478,GLORIETA DE VALLE DE ORO 13,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
17488,AVENIDA DE NUESTRA SEÑORA DE VALVANERA 111,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
52101,CALLE  VIA LUSITANA  1,Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
52102,CALLE DEL MONSEÑOR OSCAR ROMERO 73,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
3573049,CALLE DEL GENERAL RICARDOS 126,Carabanchel,https://wikidata.org/entity/Q1001991,San Isidro,https://wikidata.org/entity/Q3813733
451584,CAMINO DE PARQUE,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594
18199,CALLE DE BENIMAMET 137,Villaverde,https://wikidata.org/entity/Q919536,San Cristóbal,https://wikidata.org/entity/Q390457
18209,CALLE DE SAN LUCIANO 15,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18249,CALLE DE LA UNANIMIDAD 44,Villaverde,https://wikidata.org/entity/Q919536,Los Rosales,https://wikidata.org/entity/Q10319807
18241,PASEO DE ALBERTO PALACIOS 1,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
18231,CALLE DE GODELLA 102,Villaverde,https://wikidata.org/entity/Q919536,San Cristóbal,https://wikidata.org/entity/Q390457
18220,CALLE DE SANTIAGO AMON 2,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18258,CALLE DE LA DEL SOTO DEL PARRAL 61,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18279,CALLE DE CIFUENTES 1,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573056,CALLE DE LA DEL MANOJO DE ROSAS 96,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573055,CALLE DE PAN Y TOROS 24,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573057,CALLE DE ALCOCER 26,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
451593,A.P.E. 08 16 ARROYO DEL FRESNO,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Mirasierra,https://wikidata.org/entity/Q31134
16849,PARQUE DE MARIA EVA DUARTE DE PERON,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
18269,CALLE DE LA CANCION DEL OLVIDO 16,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3611795,COL. DEHESA DEL PPE.,Latina,https://wikidata.org/entity/Q794954,Campamento,https://wikidata.org/entity/Q31169
18487,C NAVARIDAS 14,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rejas,https://wikidata.org/entity/Q10359029
3739833,PARQUE NORTE CARMEN TAGLE,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,La Paz,https://wikidata.org/entity/Q5869740
3740788,PARQUE DE LA BOMBILLA,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441
17723,CALLE DE TORREMOLINOS 16,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
52135,CALLE DEL CAMINO DE LOS VINATEROS 136,Moratalaz,https://wikidata.org/entity/Q2076109,Vinateros,https://wikidata.org/entity/Q10391533
17824,CALLE DEL ARROYO DE LAS PILILLAS 10,Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035
3573917,PARQUE BEGOÑA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
17731,CALLE DE ANGELILLO 17,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
17741,CALLE DE BENJAMIN PALENCIA 2,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144
17703,CALLE DE BENARRABA 5,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
17751,CALLE DE LAS MARISMAS 61,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144
3960567,BRESCIA  BRASILIA,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
3960929,JARDINES GREGORIO ORDOÑEZ,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779
3961443,PLAZA DE SAN CAYETANO,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
3962084,PZA. SAGRADO CORAZON DE JESUS,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744
3962563,LOS TRES OLIVOS,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
3990761,PARQUE DE DELICIAS,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736
3990960,PARQUE DE LAS PEÑUELAS,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190
3991019,JARDINES CONDE CARTAGENA  ABTAO,Retiro,https://wikidata.org/entity/Q2002296,Niño Jesús,https://wikidata.org/entity/Q3773746
3991087,PARQUE MARTIN LUTHER KING,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001
3991132,DAOIZ Y VELARDE,Retiro,https://wikidata.org/entity/Q2002296,Pacífico,https://wikidata.org/entity/Q3773753
3991153,URUGUAY  PINTOR RIBERA  ARBOLADO,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573
3991194,PARQUE DE FRANCOS RDGUEZ.,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235
3991213,JUAN CARMONA “HABICHUELA,Latina,https://wikidata.org/entity/Q794954,Campamento,https://wikidata.org/entity/Q31169
3991299,PZA. OSA DE LA VEGA,Latina,https://wikidata.org/entity/Q794954,Las Águilas,https://wikidata.org/entity/Q5971372
3991326,JARDIN CEBREROS  SEPULVEDA,Latina,https://wikidata.org/entity/Q794954,Lucero,https://wikidata.org/entity/Q31162
4730800,CALLE DE VILLABLANCA 1,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374
4730819,CALLE DE PADUL 1,Usera,https://wikidata.org/entity/Q953368,Orcasur,https://wikidata.org/entity/Q10341270
4730835,CALLE DE LA SILVINA 9,Usera,https://wikidata.org/entity/Q953368,San Fermín (Madrid),https://wikidata.org/entity/Q71758
4730844,CALLE DE POTES 3,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
4730856,CALLE DE ASTILLERO 5,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
4730869,CAMINO DE LAS CRUCES 16,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
